Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
23,Ezekiel Elliott,54,13,Sun,10,10,11/12/23,28-113,NWE,,IND,L 6-10,13,54,4.2,0,3,61.5,RB
24,Zach Wilson,54,4,Sun,9,10,11/12/23,24-101,NYJ,@,LVR,L 12-16,4,54,13.5,0,2,50,QB
25,Rachaad White,51,20,Sun,9,10,11/12/23,24-304,TAM,,TEN,W 20-6,20,51,2.6,0,1,10,RB
26,Joe Mixon,46,11,Sun,9,10,11/12/23,27-111,CIN,,HOU,L 27-30,11,46,4.2,1,4,45.5,RB
27,Ty Chandler,45,15,Sun,10,10,11/12/23,25-184,MIN,,NOR,W 27-19,15,45,3,1,3,33.3,RB
28,Zach Charbonnet,44,6,Sun,9,10,11/12/23,22-308,SEA,,WAS,W 29-26,6,44,7.3,0,4,66.7,RB
29,Joshua Dobbs,44,8,Sun,10,10,11/12/23,28-290,MIN,,NOR,W 27-19,8,44,5.5,1,3,50,QB
30,Alvin Kamara,42,9,Sun,10,10,11/12/23,28-110,NOR,@,MIN,L 19-27,9,42,4.7,0,3,77.8,RB
31,Tommy DeVito,41,7,Sun,10,10,11/12/23,25-097,NYG,@,DAL,L 17-49,7,41,5.9,0,1,42.9,QB
32,Lamar Jackson,41,8,Sun,10,10,11/12/23,26-309,BAL,,CLE,L 31-33,8,41,5.1,0,1,37.5,QB
33,Brian Robinson Jr.,38,8,Sun,10,10,11/12/23,24-235,WAS,@,SEA,L 26-29,8,38,4.8,0,2,37.5,RB
34,Deshaun Watson,37,8,Sun,9,10,11/12/23,28-059,CLE,@,BAL,W 33-31,8,37,4.6,0,2,50,QB
35,Travis Etienne,35,9,Sun,9,10,11/12/23,24-290,JAX,,SFO,L 3-34,9,35,3.9,0,2,22.2,RB
36,Aaron Jones,35,13,Sun,9,10,11/12/23,28-345,GNB,@,PIT,L 19-23,13,35,2.7,0,1,38.5,RB
37,Taylor Heinicke,34,4,Sun,10,10,11/12/23,30-242,ATL,@,ARI,L 23-25,4,34,8.5,0,1,75,QB
38,Keaton Mitchell,34,3,Sun,10,10,11/12/23,21-299,BAL,,CLE,L 31-33,3,34,11.3,1,1,33.3,RB
39,Kyler Murray,33,6,Sun,10,10,11/12/23,26-097,ARI,,ATL,W 25-23,6,33,5.5,1,2,66.7,QB
40,Kareem Hunt,32,10,Sun,9,10,11/12/23,28-098,CLE,@,BAL,W 33-31,10,32,3.2,1,3,30,RB
41,Tyler Allgeier,31,9,Sun,10,10,11/12/23,23-211,ATL,@,ARI,L 23-25,9,31,3.4,0,1,44.4,RB
42,Russell Wilson,30,9,Mon,9,10,11/13/23,34-349,DEN,@,BUF,W 24-22,9,30,3.3,0,3,33.3,QB
43,Deebo Samuel,29,3,Sun,9,10,11/12/23,27-301,SFO,@,JAX,W 34-3,3,29,9.7,1,1,66.7,WR
44,Breece Hall,28,13,Sun,9,10,11/12/23,22-165,NYJ,@,LVR,L 12-16,13,28,2.2,0,0,15.4,RB
45,Alexander Mattison,27,8,Sun,10,10,11/12/23,25-146,MIN,,NOR,W 27-19,8,27,3.4,0,2,37.5,RB
46,Dalvin Cook,26,4,Sun,9,10,11/12/23,28-094,NYJ,@,LVR,L 12-16,4,26,6.5,0,1,50,RB
47,Mac Jones,25,3,Sun,10,10,11/12/23,25-068,NWE,,IND,L 6-10,3,25,8.3,0,2,100,QB
48,Gus Edwards,24,11,Sun,10,10,11/12/23,28-213,BAL,,CLE,L 31-33,11,24,2.2,1,1,54.5,RB
49,Derrick Henry,24,11,Sun,9,10,11/12/23,29-312,TEN,@,TAM,L 6-20,11,24,2.2,0,1,45.5,RB
50,Chuba Hubbard,23,9,Thu,9,10,11/9/23,24-151,CAR,@,CHI,L 13-16,9,23,2.6,0,1,22.2,RB
51,Elijah Mitchell,23,8,Sun,9,10,11/12/23,25-194,SFO,@,JAX,W 34-3,8,23,2.9,0,1,50,RB
52,Joe Burrow,20,5,Sun,9,10,11/12/23,26-337,CIN,,HOU,L 27-30,5,20,4,0,1,20,QB
53,Roschon Johnson,18,5,Thu,10,10,11/9/23,22-282,CHI,,CAR,W 16-13,5,18,3.6,0,1,60,RB
54,Tyjae Spears,18,5,Sun,9,10,11/12/23,22-150,TEN,@,TAM,L 6-20,5,18,3.6,0,1,20,RB
55,Bryce Young,18,3,Thu,9,10,11/9/23,22-107,CAR,@,CHI,L 13-16,3,18,6,0,3,100,QB
56,Sam Howell,17,2,Sun,10,10,11/12/23,23-057,WAS,@,SEA,L 26-29,2,17,8.5,0,1,100,QB
57,Xavier Hutchinson,17,1,Sun,9,10,11/12/23,23-164,HOU,@,CIN,W 30-27,1,17,17,0,1,100,WR
58,Dak Prescott,17,2,Sun,9,10,11/12/23,30-106,DAL,,NYG,W 49-17,2,17,8.5,1,2,100,QB
59,Joshua Kelley,16,5,Sun,9,10,11/12/23,25-357,LAC,,DET,L 38-41,5,16,3.2,0,,40,RB
60,Kenny Pickett,16,4,Sun,9,10,11/12/23,25-159,PIT,,GNB,W 23-19,4,16,4,0,2,75,QB
61,Tyler Scott,16,1,Thu,10,10,11/9/23,22-028,CHI,,CAR,W 16-13,1,16,16,0,1,100,WR
62,DeAndre Carter,15,1,Sun,10,10,11/12/23,30-216,LVR,,NYJ,W 16-12,1,15,15,0,1,100,WR
63,Justin Herbert,15,4,Sun,9,10,11/12/23,25-247,LAC,,DET,L 38-41,4,15,3.8,0,2,50,QB
64,CeeDee Lamb,14,1,Sun,9,10,11/12/23,24-218,DAL,,NYG,W 49-17,1,14,14,1,1,100,WR
65,Josh Allen,13,4,Mon,10,10,11/13/23,27-176,BUF,,DEN,L 22-24,4,13,3.3,1,1,50,QB
66,Tank Dell,13,1,Sun,9,10,11/12/23,24-014,HOU,@,CIN,W 30-27,1,13,13,0,1,100,WR
67,Antonio Gibson,13,4,Sun,10,10,11/12/23,25-142,WAS,@,SEA,L 26-29,4,13,3.3,0,0,50,RB
68,Tony Jones,13,1,Sun,10,10,11/12/23,25-353,ARI,,ATL,W 25-23,1,13,13,0,,0,RB
69,Cordarrelle Patterson,13,3,Sun,10,10,11/12/23,32-240,ATL,@,ARI,L 23-25,3,13,4.3,0,1,66.7,RB
70,Geno Smith,13,1,Sun,9,10,11/12/23,33-033,SEA,,WAS,W 29-26,1,13,13,0,1,100,QB
71,Tyson Bagent,12,6,Thu,10,10,11/9/23,23-154,CHI,,CAR,W 16-13,6,12,2,0,1,33.3,QB
72,D'Ernest Johnson,12,3,Sun,9,10,11/12/23,27-258,JAX,,SFO,L 3-34,3,12,4,0,0,66.7,RB
73,Baker Mayfield,12,3,Sun,9,10,11/12/23,28-212,TAM,,TEN,W 20-6,3,12,4,0,2,66.7,QB
74,Jordan Love,11,2,Sun,9,10,11/12/23,25-010,GNB,@,PIT,L 19-23,2,11,5.5,0,0,50,QB
75,Desmond Ridder,11,3,Sun,10,10,11/12/23,24-073,ATL,@,ARI,L 23-25,3,11,3.7,1,2,66.7,QB
76,Derek Carr,10,1,Sun,10,10,11/12/23,32-229,NOR,@,MIN,L 19-27,1,10,10,0,0,0,QB
77,Chase Edmonds,9,4,Sun,9,10,11/12/23,27-213,TAM,,TEN,W 20-6,4,9,2.3,0,1,50,RB
78,Kene Nwangwu,9,2,Sun,10,10,11/12/23,25-276,MIN,,NOR,W 27-19,2,9,4.5,0,,50,RB
79,Amon-Ra St. Brown,9,2,Sun,9,10,11/12/23,24-019,DET,@,LAC,W 41-38,2,9,4.5,0,1,100,WR
80,Tre Tucker,9,1,Sun,10,10,11/12/23,22-249,LVR,,NYJ,W 16-12,1,9,9,0,,100,WR
81,Jaleel McLaughlin,8,6,Mon,9,10,11/13/23,23-061,DEN,@,BUF,W 24-22,6,8,1.3,0,,16.7,RB
82,Samaje Perine,8,1,Mon,9,10,11/13/23,28-058,DEN,@,BUF,W 24-22,1,8,8,0,0,0,RB
83,C.J. Stroud,8,2,Sun,9,10,11/12/23,22-040,HOU,@,CIN,W 30-27,2,8,4,1,1,50,QB
84,Raheem Blackshear,7,2,Thu,9,10,11/9/23,24-157,CAR,@,CHI,L 13-16,2,7,3.5,0,,50,RB
85,Justice Hill,7,2,Sun,10,10,11/12/23,25-363,BAL,,CLE,L 31-33,2,7,3.5,0,1,100,RB
86,Trevor Lawrence,7,2,Sun,9,10,11/12/23,24-037,JAX,,SFO,L 3-34,2,7,3.5,0,0,50,QB
87,Jamaal Williams,7,4,Sun,10,10,11/12/23,28-223,NOR,@,MIN,L 19-27,4,7,1.8,0,1,50,RB
88,Calvin Austin,6,1,Sun,9,10,11/12/23,24-233,PIT,,GNB,W 23-19,1,6,6,0,,100,WR
89,Taysom Hill,6,1,Sun,10,10,11/12/23,33-081,NOR,@,MIN,L 19-27,1,6,6,0,0,100,QB
90,Deven Thompkins,6,1,Sun,9,10,11/12/23,23-324,TAM,,TEN,W 20-6,1,6,6,0,,100,WR
91,Tank Bigsby,5,3,Sun,9,10,11/12/23,22-074,JAX,,SFO,L 3-34,3,5,1.7,0,,33.3,RB
92,Darrynton Evans,5,2,Thu,10,10,11/9/23,25-123,CHI,,CAR,W 16-13,2,5,2.5,0,,0,RB
93,Cooper Rush,5,2,Sun,9,10,11/12/23,29-356,DAL,,NYG,W 49-17,2,5,2.5,0,1,50,QB
94,Zamir White,5,1,Sun,10,10,11/12/23,24-055,LVR,,NYJ,W 16-12,1,5,5,0,,100,RB
95,Matt Breida,3,1,Sun,10,10,11/12/23,28-257,NYG,@,DAL,L 17-49,1,3,3,0,,0,RB
96,Aidan O'Connell,3,2,Sun,10,10,11/12/23,25-072,LVR,,NYJ,W 16-12,2,3,1.5,0,1,50,QB
97,Harrison Bryant,2,1,Sun,9,10,11/12/23,25-203,CLE,@,BAL,W 33-31,1,2,2,0,1,100,TE
98,Keaontay Ingram,2,2,Sun,10,10,11/12/23,24-017,ARI,,ATL,W 25-23,2,2,1,0,,0,RB
99,Ty Johnson,2,1,Mon,10,10,11/13/23,26-057,BUF,,DEN,L 22-24,1,2,2,0,,0,RB
100,Zack Moss,2,1,Sun,10,10,11/12/23,25-332,IND,@,NWE,W 10-6,1,2,2,0,,0,RB
101,Jashaun Corbin,1,1,Sun,10,10,11/12/23,23-084,NYG,@,DAL,L 17-49,1,1,1,0,1,100,RB
102,Cole Kmet,1,1,Thu,10,10,11/9/23,24-244,CHI,,CAR,W 16-13,1,1,1,0,1,100,TE
103,D.J. Moore,1,1,Thu,10,10,11/9/23,26-209,CHI,,CAR,W 16-13,1,1,1,0,0,0,WR
104,Clayton Tune,1,1,Sun,10,10,11/12/23,24-234,ARI,,ATL,W 25-23,1,1,1,1,1,100,QB
105,Wan'Dale Robinson,0,1,Sun,10,10,11/12/23,22-311,NYG,@,DAL,L 17-49,1,0,0,0,,0,WR
106,Gardner Minshew II,-1,2,Sun,10,10,11/12/23,27-180,IND,@,NWE,W 10-6,2,-1,-0.5,0,0,0,QB
107,Kyle Trask,-1,1,Sun,9,10,11/12/23,25-251,TAM,,TEN,W 20-6,1,-1,-1,0,,0,QB
108,Jared Goff,-2,3,Sun,9,10,11/12/23,29-029,DET,@,LAC,W 41-38,3,-2,-0.7,0,0,0,QB
109,Deuce Vaughn,-2,1,Sun,9,10,11/12/23,22-010,DAL,,NYG,W 49-17,1,-2,-2,0,,0,RB
110,Sam Darnold,-3,3,Sun,9,10,11/12/23,26-160,SFO,@,JAX,W 34-3,3,-3,-1,0,,0,QB
111,Marvin Mims,-3,1,Mon,9,10,11/13/23,21-239,DEN,@,BUF,W 24-22,1,-3,-3,0,,0,WR
112,Miles Sanders,-5,2,Thu,9,10,11/9/23,26-192,CAR,@,CHI,L 13-16,2,-5,-2.5,0,0,0,RB
,,,,,,,,,,,,,,,,,,,
