Rk,Player,Rate,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Pos.
13,Desmond Ridder,84.7,6,Sun,10,10,11/12/23,24-073,ATL,@,ARI,L 23-25,4,6,2,66.7,39,0,0,0,0,0,84.7,0,0,0,6.5,6.5,6.5,9.8,50,QB
14,Taylor Heinicke,84,15,Sun,10,10,11/12/23,30-242,ATL,@,ARI,L 23-25,8,15,7,53.3,55,1,0,0,6.7,0,84,3,24,16.67,3.7,5,2.83,6.9,27.8,QB
15,Mac Jones,79.2,20,Sun,10,10,11/12/23,25-068,NWE,,IND,L 6-10,15,20,5,75,170,0,1,0,0,5,79.2,5,22,20,8.5,6.25,4.12,11.3,48,QB
16,Kenny Pickett,75.6,23,Sun,9,10,11/12/23,25-159,PIT,,GNB,W 23-19,14,23,9,60.9,126,0,0,0,0,0,75.6,1,7,4.17,5.5,5.48,4.96,9,41.7,QB
17,Deshaun Watson,74.8,34,Sun,9,10,11/12/23,28-059,CLE,@,BAL,W 33-31,20,34,14,58.8,213,1,1,1,2.9,2.9,74.8,4,18,10.53,6.3,5.53,4.47,10.7,39.5,QB
18,Tyson Bagent,73,33,Thu,10,10,11/9/23,23-154,CHI,,CAR,W 16-13,20,33,13,60.6,162,0,0,0,0,0,73,0,0,0,4.9,4.91,4.91,8.1,51.5,QB
19,Aidan O'Connell,72,27,Sun,10,10,11/12/23,25-072,LVR,,NYJ,W 16-12,16,27,11,59.3,153,1,1,0,3.7,3.7,72,3,27,10,5.7,4.74,3.37,9.6,33.3,QB
20,Jordan Love,71.8,40,Sun,9,10,11/12/23,25-010,GNB,@,PIT,L 19-23,21,40,19,52.5,289,2,2,0,5,5,71.8,1,6,2.44,7.2,5.98,5.68,13.8,39,QB
21,Kyler Murray,71,32,Sun,10,10,11/12/23,26-097,ARI,,ATL,W 25-23,19,32,13,59.4,249,0,1,0,0,3.1,71,2,19,5.88,7.8,6.38,5.44,13.1,47.1,QB
22,Gardner Minshew II,69.6,28,Sun,10,10,11/12/23,27-180,IND,@,NWE,W 10-6,18,28,10,64.3,194,0,1,0,0,3.6,69.6,0,0,0,6.9,5.32,5.32,10.8,46.4,QB
23,Zach Wilson,68.6,39,Sun,9,10,11/12/23,24-101,NYJ,@,LVR,L 12-16,23,39,16,59,263,0,1,0,0,2.6,68.6,2,6,4.88,6.7,5.59,5.17,11.4,41.5,QB
24,Bryce Young,68.4,38,Thu,9,10,11/9/23,22-107,CAR,@,CHI,L 13-16,21,38,17,55.3,185,0,0,0,0,0,68.4,3,15,7.32,4.9,4.87,4.15,8.8,22,QB
25,Tommy DeVito,67.8,27,Sun,10,10,11/12/23,25-097,NYG,@,DAL,L 17-49,14,27,13,51.9,86,2,1,0,7.4,3.7,67.8,5,25,15.63,3.2,3,1.75,6.1,21.9,QB
26,Lamar Jackson,67.8,23,Sun,10,10,11/12/23,26-309,BAL,,CLE,L 31-33,13,23,10,56.5,223,1,2,1,4.3,8.7,67.8,3,23,11.54,9.7,6.65,5,17.2,46.2,QB
27,Josh Allen,59.3,26,Mon,10,10,11/13/23,27-176,BUF,,DEN,L 22-24,15,26,11,57.7,177,1,2,0,3.8,7.7,59.3,0,0,0,6.8,4.12,4.12,11.8,38.5,QB
28,Jameis Winston,59.1,25,Sun,10,10,11/12/23,29-310,NOR,@,MIN,L 19-27,13,25,12,52,122,2,2,0,8,8,59.1,1,5,3.85,4.9,2.88,2.58,9.4,23.1,QB
29,Cooper Rush,58.6,9,Sun,9,10,11/12/23,29-356,DAL,,NYG,W 49-17,7,9,2,77.8,68,0,1,0,0,11.1,58.6,0,0,0,7.6,2.56,2.56,9.7,66.7,QB
30,C.J. Beathard,56.2,2,Sun,9,10,11/12/23,29-361,JAX,,SFO,L 3-34,1,2,1,50,5,0,0,0,0,0,56.2,0,0,0,2.5,2.5,2.5,5,0,QB
31,Sam Darnold,56.2,2,Sun,9,10,11/12/23,26-160,SFO,@,JAX,W 34-3,1,2,1,50,6,0,0,0,0,0,56.2,0,0,0,3,3,3,6,50,QB
32,Will Levis,53.3,39,Sun,9,10,11/12/23,24-138,TEN,@,TAM,L 6-20,19,39,20,48.7,199,0,1,0,0,2.6,53.3,4,32,9.3,5.1,3.95,2.84,10.5,30.2,QB
33,Trevor Lawrence,48.8,29,Sun,9,10,11/12/23,24-037,JAX,,SFO,L 3-34,17,29,12,58.6,185,0,2,0,0,6.9,48.8,5,28,14.71,6.4,3.28,1.97,10.9,32.4,QB
34,Christian Kirk,39.6,1,Sun,9,10,11/12/23,26-359,JAX,,SFO,L 3-34,0,1,1,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,,0,WR
35,P.J. Walker,39.6,1,Sun,9,10,11/12/23,28-259,CLE,@,BAL,W 33-31,0,1,1,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,,0,QB
36,Garrett Wilson,39.6,1,Sun,9,10,11/12/23,23-113,NYJ,@,LVR,L 12-16,0,1,1,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,,0,WR
37,Bailey Zappe,13.1,7,Sun,10,10,11/12/23,24-200,NWE,,IND,L 6-10,3,7,4,42.9,25,0,1,0,0,14.3,13.1,0,0,0,3.6,-2.86,-2.86,8.3,28.6,QB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
