Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
47,Najee Harris,29,12,Thu,13,14,12/7/23,25-273,PIT,,NWE,L 18-21,12,29,2.4,0,0,41.7,RB
48,Tyjae Spears,29,7,Mon,13,14,12/11/23,22-179,TEN,@,MIA,W 28-27,7,29,4.1,0,1,28.6,RB
49,Kenneth Gainwell,28,4,Sun,13,14,12/10/23,24-271,PHI,@,DAL,L 13-33,4,28,7,0,2,100,RB
50,Zack Moss,28,13,Sun,13,14,12/10/23,25-360,IND,@,CIN,L 14-34,13,28,2.2,0,2,46.2,RB
51,Kareem Hunt,27,10,Sun,13,14,12/10/23,28-126,CLE,,JAX,W 31-27,10,27,2.7,1,2,40,RB
52,Chase Brown,25,8,Sun,13,14,12/10/23,23-264,CIN,,IND,W 34-14,8,25,3.1,0,0,37.5,RB
53,Jaleel McLaughlin,25,5,Sun,13,14,12/10/23,23-088,DEN,@,LAC,W 24-7,5,25,5,0,1,60,RB
54,KaVontae Turpin,22,1,Sun,13,14,12/10/23,27-130,DAL,,PHI,W 33-13,1,22,22,0,1,100,WR
55,Joshua Dobbs,21,5,Sun,13,14,12/10/23,28-318,MIN,@,LVR,W 3-0,5,21,4.2,0,2,40,QB
56,Kenneth Walker III,21,8,Sun,13,14,12/10/23,23-051,SEA,@,SFO,L 16-28,8,21,2.6,0,2,37.5,RB
57,Jordan Mason,20,4,Sun,13,14,12/10/23,24-200,SFO,,SEA,W 28-16,4,20,5,1,2,75,RB
58,D.J. Moore,20,3,Sun,13,14,12/10/23,26-240,CHI,,DET,W 28-13,3,20,6.7,1,1,66.7,WR
59,Ty Johnson,19,5,Sun,13,14,12/10/23,26-084,BUF,@,KAN,W 20-17,5,19,3.8,0,1,60,RB
60,Jerick McKinnon,19,4,Sun,13,14,12/10/23,31-221,KAN,,BUF,L 17-20,4,19,4.8,1,2,75,RB
61,Isaiah Spiller,19,6,Sun,13,14,12/10/23,22-123,LAC,,DEN,L 7-24,6,19,3.2,0,,66.7,RB
62,Matt Breida,16,2,Mon,13,14,12/11/23,28-286,NYG,,GNB,W 24-22,2,16,8,0,1,100,RB
63,Kadarius Toney,16,2,Sun,13,14,12/10/23,24-317,KAN,,BUF,L 17-20,2,16,8,0,1,50,WR
64,Gus Edwards,15,6,Sun,13,14,12/10/23,28-241,BAL,,LAR,W 37-31 (OT),6,15,2.5,0,,16.7,RB
65,Will Levis,15,4,Mon,13,14,12/11/23,24-167,TEN,@,MIA,W 28-27,4,15,3.8,0,1,25,QB
66,Desmond Ridder,15,4,Sun,13,14,12/10/23,24-101,ATL,,TAM,L 25-29,4,15,3.8,1,2,75,QB
67,Tua Tagovailoa,15,3,Mon,13,14,12/11/23,25-284,MIA,,TEN,L 27-28,3,15,5,0,1,66.7,QB
68,Dalvin Cook,13,7,Sun,13,14,12/10/23,28-122,NYJ,,HOU,W 30-6,7,13,1.9,0,,14.3,RB
69,Trey Sermon,13,3,Sun,13,14,12/10/23,24-314,IND,@,CIN,L 14-34,3,13,4.3,0,1,33.3,RB
70,Bailey Zappe,13,3,Thu,13,14,12/7/23,24-225,NWE,@,PIT,W 21-18,3,13,4.3,0,1,33.3,QB
71,Ameer Abdullah,12,1,Sun,13,14,12/10/23,30-180,LVR,,MIN,L 0-3,1,12,12,0,1,100,RB
72,Calvin Austin,12,1,Thu,13,14,12/7/23,24-258,PIT,,NWE,L 18-21,1,12,12,0,1,100,WR
73,D'Ernest Johnson,12,3,Sun,13,14,12/10/23,27-286,JAX,@,CLE,L 27-31,3,12,4,0,,66.7,RB
74,Zach Wilson,12,3,Sun,13,14,12/10/23,24-129,NYJ,,HOU,W 30-6,3,12,4,0,0,33.3,QB
75,Trevor Lawrence,11,3,Sun,13,14,12/10/23,24-065,JAX,@,CLE,L 27-31,3,11,3.7,0,0,33.3,QB
76,Dak Prescott,11,3,Sun,13,14,12/10/23,30-134,DAL,,PHI,W 33-13,3,11,3.7,0,2,100,QB
77,Jaylen Warren,11,7,Thu,13,14,12/7/23,25-036,PIT,,NWE,L 18-21,7,11,1.6,0,0,28.6,RB
78,Ihmir Smith-Marsette,10,1,Sun,13,14,12/10/23,24-103,CAR,@,NOR,L 6-28,1,10,10,0,1,100,WR
79,Royce Freeman,9,3,Sun,13,14,12/10/23,27-289,LAR,@,BAL,L 31-37 (OT),3,9,3,0,,0,RB
80,Xavier Gipson,9,1,Sun,13,14,12/10/23,22-277,NYJ,,HOU,W 30-6,1,9,9,1,1,100,WR
81,Latavius Murray,9,3,Sun,13,14,12/10/23,33-326,BUF,@,KAN,W 20-17,3,9,3,0,1,66.7,RB
82,Dameon Pierce,9,4,Sun,13,14,12/10/23,23-294,HOU,@,NYJ,L 6-30,4,9,2.3,0,,25,RB
83,Boston Scott,9,3,Sun,13,14,12/10/23,28-227,PHI,@,DAL,L 13-33,3,9,3,0,,33.3,RB
84,Khalil Herbert,8,3,Sun,13,14,12/10/23,25-233,CHI,,DET,W 28-13,3,8,2.7,0,,66.7,RB
85,Patrick Mahomes,8,1,Sun,13,14,12/10/23,28-084,KAN,,BUF,L 17-20,1,8,8,0,1,100,QB
86,Samaje Perine,8,2,Sun,13,14,12/10/23,28-085,DEN,@,LAC,W 24-7,2,8,4,0,1,50,RB
87,Zamir White,8,2,Sun,13,14,12/10/23,24-083,LVR,,MIN,L 0-3,2,8,4,0,,50,RB
88,Jake Browning,7,3,Sun,13,14,12/10/23,27-243,CIN,,IND,W 34-14,3,7,2.3,1,1,33.3,QB
89,C.J. Ham,7,1,Sun,13,14,12/10/23,30-141,MIN,@,LVR,W 3-0,1,7,7,0,,100,FB
90,Dare Ogunbowale,7,2,Sun,13,14,12/10/23,29-220,HOU,@,NYJ,L 6-30,2,7,3.5,0,1,100,RB
91,Cordarrelle Patterson,7,3,Sun,13,14,12/10/23,32-268,ATL,,TAM,L 25-29,3,7,2.3,0,,33.3,RB
92,Brock Purdy,7,2,Sun,13,14,12/10/23,23-348,SFO,,SEA,W 28-16,2,7,3.5,0,0,50,QB
93,Roschon Johnson,6,1,Sun,13,14,12/10/23,22-313,CHI,,DET,W 28-13,1,6,6,0,,0,RB
94,Joshua Kelley,6,3,Sun,13,14,12/10/23,26-020,LAC,,DEN,L 7-24,3,6,2,0,,0,RB
95,Puka Nacua,6,1,Sun,13,14,12/10/23,22-195,LAR,@,BAL,L 31-37 (OT),1,6,6,0,0,100,WR
96,Treylon Burks,5,1,Mon,13,14,12/11/23,23-263,TEN,@,MIA,W 28-27,1,5,5,0,,100,WR
97,Drew Lock,5,3,Sun,13,14,12/10/23,27-030,SEA,@,SFO,L 16-28,3,5,1.7,0,0,0,QB
98,Gardner Minshew II,5,2,Sun,13,14,12/10/23,27-208,IND,@,CIN,L 14-34,2,5,2.5,0,1,50,QB
99,Dorian Thompson-Robinson,5,1,Sun,13,14,12/10/23,24-026,CLE,,JAX,W 31-27,1,5,5,0,1,100,QB
100,Russell Wilson,5,6,Sun,13,14,12/10/23,35-011,DEN,@,LAC,W 24-7,6,5,0.8,0,2,33.3,QB
101,Raheem Blackshear,4,1,Sun,13,14,12/10/23,24-188,CAR,@,NOR,L 6-28,1,4,4,0,,0,RB
102,Sam LaPorta,4,1,Sun,13,14,12/10/23,22-332,DET,@,CHI,L 13-28,1,4,4,0,0,100,TE
103,Jameson Williams,4,1,Sun,13,14,12/10/23,22-259,DET,@,CHI,L 13-28,1,4,4,0,,100,WR
104,Nick Bawden,3,1,Sun,13,14,12/10/23,27-171,NYJ,,HOU,W 30-6,1,3,3,0,,0,FB
105,Baker Mayfield,3,3,Sun,13,14,12/10/23,28-240,TAM,@,ATL,W 29-25,3,3,1,1,1,33.3,QB
106,Kene Nwangwu,3,2,Sun,13,14,12/10/23,25-304,MIN,@,LVR,W 3-0,2,3,1.5,0,,50,RB
107,Trey Palmer,3,1,Sun,13,14,12/10/23,22-252,TAM,@,ATL,W 29-25,1,3,3,0,,0,WR
108,Garrett Wilson,3,1,Sun,13,14,12/10/23,23-141,NYJ,,HOU,W 30-6,1,3,3,0,1,100,WR
109,Michael Burton,2,1,Sun,13,14,12/10/23,31-312,DEN,@,LAC,W 24-7,1,2,2,0,1,100,FB
110,Jordan Love,2,2,Mon,13,14,12/11/23,25-039,GNB,@,NYG,L 22-24,2,2,1,0,0,0,QB
111,Aidan O'Connell,2,1,Sun,13,14,12/10/23,25-100,LVR,,MIN,L 0-3,1,2,2,0,1,100,QB
112,Deebo Samuel,1,1,Sun,13,14,12/10/23,27-329,SFO,,SEA,W 28-16,1,1,1,1,1,100,WR
113,Jared Goff,0,1,Sun,13,14,12/10/23,29-057,DET,@,CHI,L 13-28,1,0,0,0,0,0,QB
114,Pierre Strong,0,1,Sun,13,14,12/10/23,25-000,CLE,,JAX,W 31-27,1,0,0,0,,0,RB
115,Israel Abanikanda,-1,3,Sun,13,14,12/10/23,21-066,NYJ,,HOU,W 30-6,3,-1,-0.3,0,,0,RB
116,Joe Flacco,-1,4,Sun,13,14,12/10/23,38-328,CLE,,JAX,W 31-27,4,-1,-0.3,0,1,25,QB
117,Matthew Stafford,-1,1,Sun,13,14,12/10/23,35-306,LAR,@,BAL,L 31-37 (OT),1,-1,-1,0,0,0,QB
118,Jameis Winston,-2,2,Sun,13,14,12/10/23,29-338,NOR,,CAR,W 28-6,2,-2,-1,0,,0,QB
119,Johnny Hekker,-11,1,Sun,13,14,12/10/23,33-305,CAR,@,NOR,L 6-28,1,-11,-11,0,,0,P
,,,,,,,,,,,,,,,,,,,
