Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
1,Drake London,172,11,Sun,13,14,12/10/23,22-139,ATL,,TAM,L 25-29,11,10,172,17.2,0,90.9,15.6,7,72.7,WR
2,Deebo Samuel,149,9,Sun,13,14,12/10/23,27-329,SFO,,SEA,W 28-16,9,7,149,21.3,1,77.8,16.6,5,55.6,WR
3,Brandon Aiyuk,126,9,Sun,13,14,12/10/23,25-268,SFO,,SEA,W 28-16,9,6,126,21,0,66.7,14,5,66.7,WR
4,DeAndre Hopkins,124,12,Mon,13,14,12/11/23,31-188,TEN,@,MIA,W 28-27,12,7,124,17.7,1,58.3,10.3,5,58.3,WR
5,Cooper Kupp,115,10,Sun,13,14,12/10/23,30-178,LAR,@,BAL,L 31-37 (OT),10,8,115,14.4,1,80,11.5,5,50,WR
6,Garrett Wilson,108,14,Sun,13,14,12/10/23,23-141,NYJ,,HOU,W 30-6,14,9,108,12,0,64.3,7.7,5,57.1,WR
7,Odell Beckham Jr.,97,10,Sun,13,14,12/10/23,31-035,BAL,,LAR,W 37-31 (OT),10,4,97,24.3,1,40,9.7,4,40,WR
8,Evan Engram,95,12,Sun,13,14,12/10/23,29-099,JAX,@,CLE,L 27-31,12,11,95,8.6,2,91.7,7.9,7,75,TE
9,Michael Pittman Jr.,95,11,Sun,13,14,12/10/23,26-066,IND,@,CIN,L 14-34,11,8,95,11.9,0,72.7,8.6,6,63.6,WR
10,A.J. Brown,94,13,Sun,13,14,12/10/23,26-163,PHI,@,DAL,L 13-33,13,9,94,10.4,0,69.2,7.2,5,61.5,WR
11,Quentin Johnston,91,4,Sun,13,14,12/10/23,22-095,LAC,,DEN,L 7-24,4,3,91,30.3,0,75,22.8,2,50,WR
12,David Njoku,91,8,Sun,13,14,12/10/23,27-153,CLE,,JAX,W 31-27,8,6,91,15.2,2,75,11.4,4,50,TE
13,JuJu Smith-Schuster,90,6,Thu,13,14,12/7/23,27-015,NWE,@,PIT,W 21-18,6,4,90,22.5,0,66.7,15,3,50,WR
14,Tyler Lockett,89,6,Sun,13,14,12/10/23,31-073,SEA,@,SFO,L 16-28,6,6,89,14.8,0,100,14.8,5,100,WR
15,Tyjae Spears,89,8,Mon,13,14,12/11/23,22-179,TEN,@,MIA,W 28-27,8,6,89,14.8,0,75,11.1,5,75,RB
16,Breece Hall,86,9,Sun,13,14,12/10/23,22-193,NYJ,,HOU,W 30-6,9,8,86,10.8,1,88.9,9.6,5,66.7,RB
17,Puka Nacua,84,9,Sun,13,14,12/10/23,22-195,LAR,@,BAL,L 31-37 (OT),9,5,84,16.8,0,55.6,9.3,3,44.4,WR
18,James Cook,83,5,Sun,13,14,12/10/23,24-076,BUF,@,KAN,W 20-17,5,5,83,16.6,1,100,16.6,3,100,RB
19,Travis Kelce,83,10,Sun,13,14,12/10/23,34-066,KAN,,BUF,L 17-20,10,6,83,13.8,0,60,8.3,5,60,TE
20,Isaiah Likely,83,7,Sun,13,14,12/10/23,23-236,BAL,,LAR,W 37-31 (OT),7,5,83,16.6,1,71.4,11.9,2,57.1,TE
21,Chase Brown,80,3,Sun,13,14,12/10/23,23-264,CIN,,IND,W 34-14,3,3,80,26.7,1,100,26.7,2,66.7,RB
22,Wan'Dale Robinson,79,7,Mon,13,14,12/11/23,22-340,NYG,,GNB,W 24-22,7,6,79,13.2,0,85.7,11.3,3,71.4,WR
23,Jaylen Waddle,79,8,Mon,13,14,12/11/23,25-016,MIA,,TEN,L 27-28,8,6,79,13.2,0,75,9.9,3,75,WR
24,Amari Cooper,77,14,Sun,13,14,12/10/23,29-176,CLE,,JAX,W 31-27,14,7,77,11,0,50,5.5,2,50,WR
25,George Kittle,76,5,Sun,13,14,12/10/23,30-062,SFO,,SEA,W 28-16,5,3,76,25.3,1,60,15.2,2,40,TE
26,Adam Thielen,74,7,Sun,13,14,12/10/23,33-110,CAR,@,NOR,L 6-28,7,5,74,14.8,0,71.4,10.6,3,71.4,WR
27,DeVonta Smith,73,10,Sun,13,14,12/10/23,25-026,PHI,@,DAL,L 13-33,10,5,73,14.6,0,50,7.3,2,40,WR
28,Ezekiel Elliott,72,8,Thu,13,14,12/7/23,28-138,NWE,@,PIT,W 21-18,8,7,72,10.3,1,87.5,9,3,62.5,RB
29,Jake Ferguson,72,8,Sun,13,14,12/10/23,24-326,DAL,,PHI,W 33-13,8,5,72,14.4,0,62.5,9,3,50,TE
30,Tee Higgins,72,4,Sun,13,14,12/10/23,24-326,CIN,,IND,W 34-14,4,2,72,36,0,50,18,2,50,WR
31,Rashee Rice,72,10,Sun,13,14,12/10/23,23-232,KAN,,BUF,L 17-20,10,7,72,10.3,1,70,7.2,3,70,WR
32,CeeDee Lamb,71,10,Sun,13,14,12/10/23,24-246,DAL,,PHI,W 33-13,10,6,71,11.8,1,60,7.1,4,60,WR
33,Keenan Allen,68,12,Sun,13,14,12/10/23,31-227,LAC,,DEN,L 7-24,12,6,68,11.3,0,50,5.7,5,41.7,WR
34,D.J. Moore,68,10,Sun,13,14,12/10/23,26-240,CHI,,DET,W 28-13,10,6,68,11.3,1,60,6.8,3,40,WR
35,Cole Kmet,66,6,Sun,13,14,12/10/23,24-275,CHI,,DET,W 28-13,6,5,66,13.2,0,83.3,11,2,50,TE
36,Tucker Kraft,64,4,Mon,13,14,12/11/23,23-038,GNB,@,NYG,L 22-24,4,4,64,16,0,100,16,3,100,TE
37,Courtland Sutton,62,4,Sun,13,14,12/10/23,28-061,DEN,@,LAC,W 24-7,4,3,62,20.7,1,75,15.5,2,50,WR
38,Tyreek Hill,61,5,Mon,13,14,12/11/23,29-285,MIA,,TEN,L 27-28,5,4,61,15.3,0,80,12.2,3,60,WR
39,Zay Flowers,60,10,Sun,13,14,12/10/23,23-090,BAL,,LAR,W 37-31 (OT),10,6,60,10,1,60,6,5,50,WR
40,Tyler Conklin,57,6,Sun,13,14,12/10/23,28-133,NYJ,,HOU,W 30-6,6,4,57,14.3,0,66.7,9.5,3,50,TE
