Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
48,Hunter Henry,51,5,Sun,4,4,10/1/23,28-298,NWE,@,DAL,L 3-38,5,4,51,12.8,0,80,10.2,3,80,TE
49,Darnell Mooney,51,4,Sun,4,4,10/1/23,25-337,CHI,,DEN,L 28-31,4,4,51,12.8,0,100,12.8,3,75,WR
50,Curtis Samuel,51,8,Sun,4,4,10/1/23,27-051,WAS,@,PHI,L 31-34 (OT),8,7,51,7.3,0,87.5,6.4,3,62.5,WR
51,Nick Westbrook-Ikhine,51,6,Sun,4,4,10/1/23,26-194,TEN,,CIN,W 27-3,6,5,51,10.2,1,83.3,8.5,2,66.7,WR
52,Matt Breida,48,5,Mon,4,4,10/2/23,28-216,NYG,,SEA,L 3-24,5,5,48,9.6,0,100,9.6,2,40,RB
53,James Cook,48,1,Sun,4,4,10/1/23,24-006,BUF,,MIA,W 48-20,1,1,48,48,0,100,48,1,100,RB
54,Andrew Ogletree,48,4,Sun,4,4,10/1/23,25-065,IND,,LAR,L 23-29 (OT),4,3,48,16,1,75,12,3,75,TE
55,Marvin Mims,47,2,Sun,4,4,10/1/23,21-196,DEN,@,CHI,W 31-28,2,2,47,23.5,0,100,23.5,1,50,WR
56,David Njoku,46,7,Sun,4,4,10/1/23,27-083,CLE,,BAL,L 3-28,7,6,46,7.7,0,85.7,6.6,3,71.4,TE
57,Jaylen Waddle,46,5,Sun,4,4,10/1/23,24-310,MIA,@,BUF,L 20-48,5,4,46,11.5,0,80,9.2,3,60,WR
58,Demario Douglas,45,3,Sun,4,4,10/1/23,22-297,NWE,@,DAL,L 3-38,3,2,45,22.5,0,66.7,15,1,33.3,WR
59,Deven Thompkins,45,4,Sun,4,4,10/1/23,23-282,TAM,@,NOR,W 26-9,4,4,45,11.3,1,100,11.3,3,75,WR
60,Chris Moore,44,3,Sun,4,4,10/1/23,30-107,TEN,,CIN,W 27-3,3,1,44,44,0,33.3,14.7,1,33.3,WR
61,Braxton Berrios,43,6,Sun,4,4,10/1/23,27-360,MIA,@,BUF,L 20-48,6,6,43,7.2,1,100,7.2,2,33.3,WR
62,Isiah Pacheco,43,3,Sun,4,4,10/1/23,24-213,KAN,@,NYJ,W 23-20,3,3,43,14.3,0,100,14.3,1,66.7,RB
63,Dalton Schultz,42,3,Sun,4,4,10/1/23,27-082,HOU,,PIT,W 30-6,3,3,42,14,1,100,14,2,100,TE
64,Durham Smythe,41,4,Sun,4,4,10/1/23,28-053,MIA,@,BUF,L 20-48,4,4,41,10.3,0,100,10.3,1,75,TE
65,Logan Thomas,41,3,Sun,4,4,10/1/23,32-092,WAS,@,PHI,L 31-34 (OT),3,3,41,13.7,0,100,13.7,1,100,TE
66,Mike Evans,40,3,Sun,4,4,10/1/23,30-041,TAM,@,NOR,W 26-9,3,3,40,13.3,0,100,13.3,2,100,WR
67,Wan'Dale Robinson,40,6,Mon,4,4,10/2/23,22-270,NYG,,SEA,L 3-24,6,5,40,8,0,83.3,6.7,4,66.7,WR
68,Alec Pierce,38,2,Sun,4,4,10/1/23,23-152,IND,,LAR,L 23-29 (OT),2,1,38,38,0,50,19,1,50,WR
69,Calvin Ridley,38,2,Sun,4,4,10/1/23,28-285,JAX,,ATL,W 23-7,2,2,38,19,1,100,19,1,100,WR
70,Kendrick Bourne,36,3,Sun,4,4,10/1/23,28-058,NWE,@,DAL,L 3-38,3,2,36,18,0,66.7,12,2,66.7,WR
71,CeeDee Lamb,36,6,Sun,4,4,10/1/23,24-176,DAL,,NWE,W 38-3,6,4,36,9,1,66.7,6,2,33.3,WR
72,Raheem Mostert,36,5,Sun,4,4,10/1/23,31-175,MIA,@,BUF,L 20-48,5,3,36,12,0,60,7.2,1,40,RB
73,Mo Alie-Cox,35,1,Sun,4,4,10/1/23,30-012,IND,,LAR,L 23-29 (OT),1,1,35,35,1,100,35,1,100,TE
74,Samori Toure,35,1,Thu,4,4,9/28/23,25-188,GNB,,DET,L 20-34,1,1,35,35,0,100,35,1,100,WR
75,Josiah Deguara,34,4,Thu,4,4,9/28/23,26-226,GNB,,DET,L 20-34,4,4,34,8.5,0,100,8.5,1,75,TE
76,Josh Downs,34,3,Sun,4,4,10/1/23,22-050,IND,,LAR,L 23-29 (OT),3,2,34,17,0,66.7,11.3,1,66.7,WR
77,Noah Gray,34,3,Sun,4,4,10/1/23,24-154,KAN,@,NYJ,W 23-20,3,1,34,34,1,33.3,11.3,1,33.3,TE
78,D.K. Metcalf,34,4,Mon,4,4,10/2/23,25-292,SEA,@,NYG,W 24-3,4,3,34,11.3,1,75,8.5,3,75,WR
79,Alvin Kamara,33,14,Sun,4,4,10/1/23,28-068,NOR,,TAM,L 9-26,14,13,33,2.5,0,92.9,2.4,2,42.9,RB
80,Jakobi Meyers,33,4,Sun,4,4,10/1/23,26-326,LVR,@,LAC,L 17-24,4,2,33,16.5,0,50,8.3,1,50,WR
81,DeVante Parker,33,4,Sun,4,4,10/1/23,30-254,NWE,@,DAL,L 3-38,4,2,33,16.5,0,50,8.3,1,50,WR
82,Rashid Shaheed,33,7,Sun,4,4,10/1/23,25-031,NOR,,TAM,L 9-26,7,3,33,11,0,42.9,4.7,3,42.9,WR
83,Keenan Allen,32,5,Sun,4,4,10/1/23,31-157,LAC,,LVR,W 24-17,5,3,32,10.7,1,60,6.4,2,40,WR
84,Najee Harris,32,2,Sun,4,4,10/1/23,25-206,PIT,@,HOU,L 6-30,2,1,32,32,0,50,16,1,50,RB
85,Jaleel McLaughlin,32,3,Sun,4,4,10/1/23,23-018,DEN,@,CHI,W 31-28,3,3,32,10.7,1,100,10.7,1,66.7,RB
86,Rashee Rice,32,5,Sun,4,4,10/1/23,23-162,KAN,@,NYJ,W 23-20,5,3,32,10.7,0,60,6.4,1,40,WR
87,Bijan Robinson,32,5,Sun,4,4,10/1/23,21-244,ATL,@,JAX,L 7-23,5,5,32,6.4,0,100,6.4,2,40,RB
88,Van Jefferson,29,3,Sun,4,4,10/1/23,27-067,LAR,@,IND,W 29-23 (OT),3,2,29,14.5,0,66.7,9.7,2,66.7,WR
89,Chigoziem Okonkwo,29,3,Sun,4,4,10/1/23,24-023,TEN,,CIN,W 27-3,3,3,29,9.7,0,100,9.7,1,33.3,TE
90,DJ Chark,28,3,Sun,4,4,10/1/23,27-008,CAR,,MIN,L 13-21,3,2,28,14,0,66.7,9.3,1,33.3,WR
91,Drake London,28,7,Sun,4,4,10/1/23,22-069,ATL,@,JAX,L 7-23,7,3,28,9.3,1,42.9,4,2,42.9,WR
92,Brandin Cooks,27,4,Sun,4,4,10/1/23,30-006,DAL,,NWE,W 38-3,4,4,27,6.8,0,100,6.8,1,75,WR
93,Jahan Dotson,27,9,Sun,4,4,10/1/23,23-193,WAS,@,PHI,L 31-34 (OT),9,4,27,6.8,1,44.4,3,1,22.2,WR
94,Dalton Kincaid,27,5,Sun,4,4,10/1/23,23-348,BUF,,MIA,W 48-20,5,4,27,6.8,0,80,5.4,1,80,TE
95,Dameon Pierce,27,2,Sun,4,4,10/1/23,23-224,HOU,,PIT,W 30-6,2,1,27,27,0,50,13.5,1,50,RB
96,Courtland Sutton,27,5,Sun,4,4,10/1/23,27-356,DEN,@,CHI,W 31-28,5,3,27,9,1,60,5.4,1,40,WR
97,Tyler Boyd,26,7,Sun,4,4,10/1/23,28-320,CIN,@,TEN,L 3-27,7,4,26,6.5,0,57.1,3.7,1,42.9,WR
98,Jeremy Ruckert,26,2,Sun,4,4,10/1/23,23-051,NYJ,,KAN,L 20-23,2,2,26,13,0,100,13,1,50,TE
99,Jaylen Warren,26,6,Sun,4,4,10/1/23,24-334,PIT,@,HOU,L 6-30,6,6,26,4.3,0,100,4.3,1,50,RB
100,Josh Whyle,26,2,Sun,4,4,10/1/23,24-023,TEN,,CIN,W 27-3,2,2,26,13,1,100,13,2,100,TE
101,Robert Woods,26,6,Sun,4,4,10/1/23,31-174,HOU,,PIT,W 30-6,6,3,26,8.7,0,50,4.3,1,33.3,WR
102,Dallas Goedert,25,4,Sun,4,4,10/1/23,28-271,PHI,,WAS,W 34-31 (OT),4,2,25,12.5,0,50,6.3,2,50,TE
103,George Pickens,25,7,Sun,4,4,10/1/23,22-211,PIT,@,HOU,L 6-30,7,3,25,8.3,0,42.9,3.6,,14.3,WR
104,Christian Watson,25,4,Thu,4,4,9/28/23,24-139,GNB,,DET,L 20-34,4,2,25,12.5,1,50,6.3,2,50,WR
105,Tutu Atwell,24,9,Sun,4,4,10/1/23,23-359,LAR,@,IND,W 29-23 (OT),9,5,24,4.8,0,55.6,2.7,2,33.3,WR
106,Calvin Austin,24,5,Sun,4,4,10/1/23,24-191,PIT,@,HOU,L 6-30,5,3,24,8,0,60,4.8,1,60,WR
107,Kylen Granson,24,5,Sun,4,4,10/1/23,25-188,IND,,LAR,L 23-29 (OT),5,2,24,12,0,40,4.8,2,40,TE
108,T.J. Hockenson,24,3,Sun,4,4,10/1/23,26-090,MIN,@,CAR,W 21-13,3,2,24,12,0,66.7,8,2,66.7,TE
109,Isaiah Hodgins,24,3,Mon,4,4,10/2/23,24-346,NYG,,SEA,L 3-24,3,3,24,8,0,100,8,1,100,WR
110,Latavius Murray,24,2,Sun,4,4,10/1/23,33-256,BUF,,MIA,W 48-20,2,2,24,12,0,100,12,1,50,RB
111,Kyren Williams,24,3,Sun,4,4,10/1/23,23-036,LAR,@,IND,W 29-23 (OT),3,3,24,8,0,100,8,1,66.7,RB
112,Melvin Gordon,23,1,Sun,4,4,10/1/23,30-171,BAL,@,CLE,W 28-3,1,1,23,23,0,100,23,1,100,RB
113,Alec Ingold,23,1,Sun,4,4,10/1/23,27-084,MIA,@,BUF,L 20-48,1,1,23,23,0,100,23,1,100,FB
114,Samaje Perine,23,2,Sun,4,4,10/1/23,28-015,DEN,@,CHI,W 31-28,2,2,23,11.5,0,100,11.5,1,50,RB
115,Darius Slayton,23,3,Mon,4,4,10/2/23,26-263,NYG,,SEA,L 3-24,3,2,23,11.5,0,66.7,7.7,2,66.7,WR
116,D'Andre Swift,23,4,Sun,4,4,10/1/23,24-260,PHI,,WAS,W 34-31 (OT),4,4,23,5.8,0,100,5.8,1,75,RB
117,Ray-Ray McCloud,22,2,Sun,4,4,10/1/23,26-351,SFO,,ARI,W 35-16,2,2,22,11,0,100,11,2,100,WR
118,John Metchie,22,2,Sun,4,4,10/1/23,23-075,HOU,,PIT,W 30-6,2,1,22,22,0,50,11,1,50,WR
119,Kadarius Toney,22,2,Sun,4,4,10/1/23,24-247,KAN,@,NYJ,W 23-20,2,2,22,11,0,100,11,1,100,WR
120,Rachaad White,22,3,Sun,4,4,10/1/23,24-262,TAM,@,NOR,W 26-9,3,3,22,7.3,0,100,7.3,1,33.3,RB
121,Emari Demercado,21,4,Sun,4,4,10/1/23,24-254,ARI,@,SFO,L 16-35,4,3,21,7,0,75,5.3,1,25,RB
122,Kyle Pitts,21,4,Sun,4,4,10/1/23,22-360,ATL,@,JAX,L 7-23,4,2,21,10.5,0,50,5.3,1,50,TE
123,Equanimeous St. Brown,21,1,Sun,4,4,10/1/23,27-001,CHI,,DEN,L 28-31,1,1,21,21,0,100,21,1,100,WR
124,Darren Waller,21,3,Mon,4,4,10/2/23,31-019,NYG,,SEA,L 3-24,3,3,21,7,0,100,7,,66.7,TE
125,David Montgomery,20,2,Thu,4,4,9/28/23,26-113,DET,@,GNB,W 34-20,2,2,20,10,0,100,10,1,100,RB
126,Elijah Moore,20,4,Sun,4,4,10/1/23,23-188,CLE,,BAL,L 3-28,4,2,20,10,0,50,5,,50,WR
127,De'Von Achane,19,5,Sun,4,4,10/1/23,21-353,MIA,@,BUF,L 20-48,5,3,19,6.3,0,60,3.8,1,60,RB
128,Jerome Ford,19,6,Sun,4,4,10/1/23,23-296,CLE,,BAL,L 3-28,6,5,19,3.8,0,83.3,3.2,1,50,RB
129,Khalil Herbert,19,5,Sun,4,4,10/1/23,25-163,CHI,,DEN,L 28-31,5,4,19,4.8,1,80,3.8,1,60,RB
130,Tee Higgins,19,4,Sun,4,4,10/1/23,24-256,CIN,@,TEN,L 3-27,4,2,19,9.5,0,50,4.8,1,50,WR
131,KhaDarel Hodge,19,2,Sun,4,4,10/1/23,28-271,ATL,@,JAX,L 7-23,2,2,19,9.5,0,100,9.5,2,100,WR
132,Tanner Hudson,18,2,Sun,4,4,10/1/23,28-323,CIN,@,TEN,L 3-27,2,2,18,9,0,100,9,1,100,TE
133,Quentin Johnston,18,3,Sun,4,4,10/1/23,22-025,LAC,,LVR,W 24-17,3,1,18,18,0,33.3,6,1,33.3,WR
134,Trent Sherfield,18,3,Sun,4,4,10/1/23,27-217,BUF,,MIA,W 48-20,3,2,18,9,0,66.7,6,1,66.7,WR
135,Tyjae Spears,18,4,Sun,4,4,10/1/23,22-108,TEN,,CIN,W 27-3,4,3,18,6,0,75,4.5,2,75,RB
136,Robert Tonyan,18,2,Sun,4,4,10/1/23,29-154,CHI,,DEN,L 28-31,2,2,18,9,0,100,9,,50,TE
137,Travis Etienne,17,3,Sun,4,4,10/1/23,24-248,JAX,,ATL,W 23-7,3,3,17,5.7,0,100,5.7,2,100,RB
138,Trenton Irwin,17,1,Sun,4,4,10/1/23,27-295,CIN,@,TEN,L 3-27,1,1,17,17,0,100,17,1,100,WR
139,Amari Cooper,16,6,Sun,4,4,10/1/23,29-106,CLE,,BAL,L 3-28,6,1,16,16,0,16.7,2.7,1,16.7,WR
140,Derius Davis,16,2,Sun,4,4,10/1/23,23-020,LAC,,LVR,W 24-17,2,2,16,8,0,100,8,0,50,WR
141,Tank Dell,16,3,Sun,4,4,10/1/23,23-337,HOU,,PIT,W 30-6,3,1,16,16,0,33.3,5.3,1,33.3,WR
142,K.J. Osborn,16,2,Sun,4,4,10/1/23,26-113,MIN,@,CAR,W 21-13,2,1,16,16,0,50,8,1,50,WR
143,Cedrick Wilson Jr.,16,2,Sun,4,4,10/1/23,27-315,MIA,@,BUF,L 20-48,2,1,16,16,0,50,8,,0,WR
144,Parris Campbell,15,5,Mon,4,4,10/2/23,26-078,NYG,,SEA,L 3-24,5,3,15,5,0,60,3,,20,WR
145,Michael Pittman Jr.,15,5,Sun,4,4,10/1/23,25-361,IND,,LAR,L 23-29 (OT),5,1,15,15,0,20,3,1,20,WR
146,Byron Pringle,15,2,Sun,4,4,10/1/23,29-318,WAS,@,PHI,L 31-34 (OT),2,1,15,15,0,50,7.5,,0,WR
147,Isaiah Spiller,15,2,Sun,4,4,10/1/23,22-053,LAC,,LVR,W 24-17,2,2,15,7.5,0,100,7.5,1,100,RB
148,Ameer Abdullah,14,2,Sun,4,4,10/1/23,30-110,LVR,@,LAC,L 17-24,2,2,14,7,0,100,7,1,50,RB
149,Patrick Ricard,14,1,Sun,4,4,10/1/23,29-127,BAL,@,CLE,W 28-3,1,1,14,14,0,100,14,1,100,FB
150,JuJu Smith-Schuster,14,5,Sun,4,4,10/1/23,26-313,NWE,@,DAL,L 3-38,5,1,14,14,0,20,2.8,,0,WR
151,Breece Hall,13,4,Sun,4,4,10/1/23,22-123,NYJ,,KAN,L 20-23,4,3,13,4.3,0,75,3.3,0,25,RB
152,Jordan Mason,13,1,Sun,4,4,10/1/23,24-130,SFO,,ARI,W 35-16,1,1,13,13,0,100,13,1,100,RB
153,Cade Otton,13,4,Sun,4,4,10/1/23,24-169,TAM,@,NOR,W 26-9,4,3,13,4.3,1,75,3.3,1,25,TE
154,Tony Pollard,13,3,Sun,4,4,10/1/23,26-154,DAL,,NWE,W 38-3,3,3,13,4.3,0,100,4.3,1,100,RB
155,Miles Sanders,13,3,Sun,4,4,10/1/23,26-153,CAR,,MIN,L 13-21,3,3,13,4.3,0,100,4.3,1,33.3,RB
156,Michael Carter,12,3,Sun,4,4,10/1/23,24-147,NYJ,,KAN,L 20-23,3,2,12,6,0,66.7,4,1,33.3,RB
157,Mike Gesicki,12,3,Sun,4,4,10/1/23,27-363,NWE,@,DAL,L 3-38,3,1,12,12,0,33.3,4,1,33.3,TE
158,Chuba Hubbard,12,2,Sun,4,4,10/1/23,24-112,CAR,,MIN,L 13-21,2,2,12,6,0,100,6,1,50,RB
159,Jakob Johnson,12,2,Sun,4,4,10/1/23,28-290,LVR,@,LAC,L 17-24,2,1,12,12,0,50,6,,50,FB
160,Dawson Knox,12,1,Sun,4,4,10/1/23,26-321,BUF,,MIA,W 48-20,1,1,12,12,0,100,12,1,100,TE
161,Hunter Renfrow,12,4,Sun,4,4,10/1/23,27-284,LVR,@,LAC,L 17-24,4,2,12,6,0,50,3,1,25,WR
162,Laviska Shenault Jr.,12,1,Sun,4,4,10/1/23,24-361,CAR,,MIN,L 13-21,1,1,12,12,0,100,12,1,100,WR
163,Cam Akers,11,2,Sun,4,4,10/1/23,24-101,MIN,@,CAR,W 21-13,2,2,11,5.5,0,100,5.5,0,50,RB
164,Jahmyr Gibbs,11,5,Thu,4,4,9/28/23,21-192,DET,@,GNB,W 34-20,5,4,11,2.8,0,80,2.2,1,20,RB
165,Derrick Henry,11,1,Sun,4,4,10/1/23,29-270,TEN,,CIN,W 27-3,1,1,11,11,0,100,11,0,100,RB
166,Austin Hooper,11,2,Sun,4,4,10/1/23,28-337,LVR,@,LAC,L 17-24,2,1,11,11,0,50,5.5,,50,TE
167,Lil'Jordan Humphrey,11,1,Sun,4,4,10/1/23,25-165,DEN,@,CHI,W 31-28,1,1,11,11,0,100,11,1,100,WR
168,Devin Singletary,11,1,Sun,4,4,10/1/23,26-028,HOU,,PIT,W 30-6,1,1,11,11,0,100,11,1,100,RB
169,Olamide Zaccheaus,11,2,Sun,4,4,10/1/23,26-070,PHI,,WAS,W 34-31 (OT),2,1,11,11,0,50,5.5,1,50,WR
170,Gary Brightwell,10,2,Mon,4,4,10/2/23,24-216,NYG,,SEA,L 3-24,2,1,10,10,0,50,5,,0,RB
171,Luke Farrell,10,2,Sun,4,4,10/1/23,25-352,JAX,,ATL,W 23-7,2,2,10,5,0,100,5,1,50,TE
172,Deonte Harty,10,2,Sun,4,4,10/1/23,25-301,BUF,,MIA,W 48-20,2,2,10,5,0,100,5,2,100,WR
173,Jalin Hyatt,10,2,Mon,4,4,10/2/23,22-007,NYG,,SEA,L 3-24,2,2,10,5,0,100,5,,50,WR
174,Chris Manhertz,10,1,Sun,4,4,10/1/23,31-174,DEN,@,CHI,W 31-28,1,1,10,10,0,100,10,1,100,TE
175,Zach Pascal,10,4,Sun,4,4,10/1/23,28-287,ARI,@,SFO,L 16-35,4,3,10,3.3,0,75,2.5,1,50,WR
176,Ronnie Rivers,10,2,Sun,4,4,10/1/23,24-243,LAR,@,IND,W 29-23 (OT),2,2,10,5,0,100,5,0,0,RB
177,Rhamondre Stevenson,10,3,Sun,4,4,10/1/23,25-220,NWE,@,DAL,L 3-38,3,2,10,5,0,66.7,3.3,0,0,RB
178,Cody Thompson,10,1,Mon,4,4,10/2/23,27-264,SEA,@,NYG,W 24-3,1,1,10,10,0,100,10,,0,WR
179,Darnell Washington,10,1,Sun,4,4,10/1/23,22-045,PIT,@,HOU,L 6-30,1,1,10,10,0,100,10,1,100,TE
180,Zach Charbonnet,9,3,Mon,4,4,10/2/23,22-267,SEA,@,NYG,W 24-3,3,1,9,9,0,33.3,3,0,33.3,RB
181,Gerald Everett,9,2,Sun,4,4,10/1/23,29-098,LAC,,LVR,W 24-17,2,2,9,4.5,0,100,4.5,,0,TE
182,George Kittle,9,1,Sun,4,4,10/1/23,29-357,SFO,,ARI,W 35-16,1,1,9,9,0,100,9,1,100,TE
183,Joe Mixon,9,1,Sun,4,4,10/1/23,27-069,CIN,@,TEN,L 3-27,1,1,9,9,0,100,9,0,100,RB
184,Willie Snead,9,1,Sun,4,4,10/1/23,30-349,SFO,,ARI,W 35-16,1,1,9,9,0,100,9,,100,WR
185,Javonte Williams,9,3,Sun,4,4,10/1/23,23-159,DEN,@,CHI,W 31-28,3,3,9,3,0,100,3,,33.3,RB
186,Nate Adkins,8,2,Sun,4,4,10/1/23,24-084,DEN,@,CHI,W 31-28,2,2,8,4,0,100,4,,0,TE
187,Randall Cobb,8,4,Sun,4,4,10/1/23,33-040,NYJ,,KAN,L 20-23,4,2,8,4,0,50,2,1,25,WR
188,Rico Dowdle,8,1,Sun,4,4,10/1/23,25-109,DAL,,NWE,W 38-3,1,1,8,8,0,100,8,0,100,RB
189,Devin Duvernay,8,2,Sun,4,4,10/1/23,26-019,BAL,@,CLE,W 28-3,2,2,8,4,0,100,4,,0,WR
