Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
29,Joshua Dobbs,48,12,Sun,4,4,10/1/23,28-248,ARI,@,SFO,L 16-35,12,48,4,0,5,50,QB
30,Gus Edwards,48,15,Sun,4,4,10/1/23,28-171,BAL,@,CLE,W 28-3,15,48,3.2,0,1,40,RB
31,Tony Pollard,47,11,Sun,4,4,10/1/23,26-154,DAL,,NWE,W 38-3,11,47,4.3,0,2,54.5,RB
32,Ronnie Rivers,47,9,Sun,4,4,10/1/23,24-243,LAR,@,IND,W 29-23 (OT),9,47,5.2,0,2,66.7,RB
33,KaVontae Turpin,46,1,Sun,4,4,10/1/23,27-060,DAL,,NWE,W 38-3,1,46,46,0,1,100,WR
34,Brian Robinson Jr.,45,14,Sun,4,4,10/1/23,24-193,WAS,@,PHI,L 31-34 (OT),14,45,3.2,1,4,42.9,RB
35,Trevor Lawrence,42,8,Sun,4,4,10/1/23,23-360,JAX,,ATL,W 23-7,8,42,5.3,0,3,50,QB
36,Chuba Hubbard,41,14,Sun,4,4,10/1/23,24-112,CAR,,MIN,L 13-21,14,41,2.9,0,4,50,RB
37,Cam Akers,40,5,Sun,4,4,10/1/23,24-101,MIN,@,CAR,W 21-13,5,40,8,0,1,100,RB
38,Jahmyr Gibbs,40,8,Thu,4,4,9/28/23,21-192,DET,@,GNB,W 34-20,8,40,5,0,2,50,RB
39,Sam Howell,40,6,Sun,4,4,10/1/23,23-015,WAS,@,PHI,L 31-34 (OT),6,40,6.7,0,2,33.3,QB
40,Kalif Raymond,40,1,Thu,4,4,9/28/23,29-051,DET,@,GNB,W 34-20,1,40,40,0,1,100,WR
41,Tyjae Spears,40,5,Sun,4,4,10/1/23,22-108,TEN,,CIN,W 27-3,5,40,8,0,2,60,RB
42,Jalen Hurts,34,9,Sun,4,4,10/1/23,25-055,PHI,,WAS,W 34-31 (OT),9,34,3.8,0,4,44.4,QB
43,Justice Hill,33,3,Sun,4,4,10/1/23,25-321,BAL,@,CLE,W 28-3,3,33,11,0,2,100,RB
44,Latavius Murray,32,4,Sun,4,4,10/1/23,33-256,BUF,,MIA,W 48-20,4,32,8,0,2,50,RB
45,Zach Charbonnet,31,5,Mon,4,4,10/2/23,22-267,SEA,@,NYG,W 24-3,5,31,6.2,0,1,40,RB
46,Baker Mayfield,31,8,Sun,4,4,10/1/23,28-170,TAM,@,NOR,W 26-9,8,31,3.9,0,2,50,QB
47,Matt Breida,30,14,Mon,4,4,10/2/23,28-216,NYG,,SEA,L 3-24,14,30,2.1,0,2,28.6,RB
48,Rhamondre Stevenson,30,14,Sun,4,4,10/1/23,25-220,NWE,@,DAL,L 3-38,14,30,2.1,0,1,35.7,RB
49,James Cook,29,12,Sun,4,4,10/1/23,24-006,BUF,,MIA,W 48-20,12,29,2.4,1,2,58.3,RB
50,Damien Harris,29,6,Sun,4,4,10/1/23,26-232,BUF,,MIA,W 48-20,6,29,4.8,0,3,83.3,RB
51,Jaylen Warren,29,8,Sun,4,4,10/1/23,24-334,PIT,@,HOU,L 6-30,8,29,3.6,0,2,62.5,RB
52,Justin Herbert,27,12,Sun,4,4,10/1/23,25-205,LAC,,LVR,W 24-17,12,27,2.3,2,3,25,QB
53,Lamar Jackson,27,9,Sun,4,4,10/1/23,26-267,BAL,@,CLE,W 28-3,9,27,3,2,3,44.4,QB
54,Jerome Ford,26,9,Sun,4,4,10/1/23,23-296,CLE,,BAL,L 3-28,9,26,2.9,0,1,44.4,RB
55,Justin Fields,25,4,Sun,4,4,10/1/23,24-210,CHI,,DEN,L 28-31,4,25,6.3,0,1,25,QB
56,Devin Singletary,25,7,Sun,4,4,10/1/23,26-028,HOU,,PIT,W 30-6,7,25,3.6,0,1,42.9,RB
57,Dorian Thompson-Robinson,24,4,Sun,4,4,10/1/23,23-321,CLE,,BAL,L 3-28,4,24,6,0,1,25,QB
58,Melvin Gordon,21,3,Sun,4,4,10/1/23,30-171,BAL,@,CLE,W 28-3,3,21,7,0,1,33.3,RB
59,Antonio Gibson,19,6,Sun,4,4,10/1/23,25-100,WAS,@,PHI,L 31-34 (OT),6,19,3.2,0,1,16.7,RB
60,Skyy Moore,19,2,Sun,4,4,10/1/23,23-021,KAN,@,NYJ,W 23-20,2,19,9.5,0,1,100,WR
61,Miles Sanders,19,13,Sun,4,4,10/1/23,26-153,CAR,,MIN,L 13-21,13,19,1.5,0,1,7.7,RB
62,Tyler Scott,19,2,Sun,4,4,10/1/23,21-354,CHI,,DEN,L 28-31,2,19,9.5,0,,100,WR
63,Aaron Jones,18,5,Thu,4,4,9/28/23,28-300,GNB,,DET,L 20-34,5,18,3.6,0,,60,RB
64,Josh Allen,17,4,Sun,4,4,10/1/23,27-133,BUF,,MIA,W 48-20,4,17,4.3,1,1,25,QB
65,Tyler Allgeier,16,7,Sun,4,4,10/1/23,23-169,ATL,@,JAX,L 7-23,7,16,2.3,0,1,42.9,RB
66,Dalvin Cook,16,5,Sun,4,4,10/1/23,28-052,NYJ,,KAN,L 20-23,5,16,3.2,0,,40,RB
67,Ezekiel Elliott,16,6,Sun,4,4,10/1/23,28-071,NWE,@,DAL,L 3-38,6,16,2.7,0,1,33.3,RB
68,C.J. Stroud,16,4,Sun,4,4,10/1/23,21-363,HOU,,PIT,W 30-6,4,16,4,0,3,75,QB
69,Ke'Shawn Vaughn,16,9,Sun,4,4,10/1/23,26-150,TAM,@,NOR,W 26-9,9,16,1.8,0,,22.2,RB
70,Zamir White,15,3,Sun,4,4,10/1/23,24-013,LVR,@,LAC,L 17-24,3,15,5,0,1,66.7,RB
71,Kenneth Gainwell,14,4,Sun,4,4,10/1/23,24-201,PHI,,WAS,W 34-31 (OT),4,14,3.5,0,1,25,RB
72,Tyreek Hill,14,1,Sun,4,4,10/1/23,29-214,MIA,@,BUF,L 20-48,1,14,14,0,1,100,WR
73,Matthew Stafford,14,2,Sun,4,4,10/1/23,35-236,LAR,@,IND,W 29-23 (OT),2,14,7,0,0,50,QB
74,Zach Wilson,14,2,Sun,4,4,10/1/23,24-059,NYJ,,KAN,L 20-23,2,14,7,0,1,50,QB
75,Tank Dell,13,2,Sun,4,4,10/1/23,23-337,HOU,,PIT,W 30-6,2,13,6.5,0,0,100,WR
76,Xavier Gipson,13,2,Sun,4,4,10/1/23,22-207,NYJ,,KAN,L 20-23,2,13,6.5,0,1,50,WR
77,Roschon Johnson,13,5,Sun,4,4,10/1/23,22-243,CHI,,DEN,L 28-31,5,13,2.6,0,,20,RB
78,Russell Wilson,13,4,Sun,4,4,10/1/23,34-306,DEN,@,CHI,W 31-28,4,13,3.3,0,2,50,QB
79,Clyde Edwards-Helaire,12,3,Sun,4,4,10/1/23,24-173,KAN,@,NYJ,W 23-20,3,12,4,0,,66.7,RB
80,Kareem Hunt,12,5,Sun,4,4,10/1/23,28-056,CLE,,BAL,L 3-28,5,12,2.4,0,1,40,RB
81,CeeDee Lamb,12,1,Sun,4,4,10/1/23,24-176,DAL,,NWE,W 38-3,1,12,12,0,1,100,WR
82,Samaje Perine,12,6,Sun,4,4,10/1/23,28-015,DEN,@,CHI,W 31-28,6,12,2,0,1,33.3,RB
83,Isaiah Spiller,12,5,Sun,4,4,10/1/23,22-053,LAC,,LVR,W 24-17,5,12,2.4,0,0,40,RB
84,Braxton Berrios,11,1,Sun,4,4,10/1/23,27-360,MIA,@,BUF,L 20-48,1,11,11,0,1,100,WR
85,AJ Dillon,11,5,Thu,4,4,9/28/23,25-149,GNB,,DET,L 20-34,5,11,2.2,0,1,40,RB
86,Drew Lock,11,1,Mon,4,4,10/2/23,26-326,SEA,@,NYG,W 24-3,1,11,11,0,1,100,QB
87,Ryan Tannehill,11,6,Sun,4,4,10/1/23,35-066,TEN,,CIN,W 27-3,6,11,1.8,0,0,33.3,QB
88,Deven Thompkins,11,1,Sun,4,4,10/1/23,23-282,TAM,@,NOR,W 26-9,1,11,11,0,1,100,WR
89,Tank Bigsby,10,3,Sun,4,4,10/1/23,22-032,JAX,,ATL,W 23-7,3,10,3.3,0,,33.3,RB
90,Jared Goff,10,2,Thu,4,4,9/28/23,28-349,DET,@,GNB,W 34-20,2,10,5,0,1,50,QB
91,Taysom Hill,10,4,Sun,4,4,10/1/23,33-039,NOR,,TAM,L 9-26,4,10,2.5,0,1,25,QB
92,Velus Jones Jr.,10,1,Sun,4,4,10/1/23,26-143,CHI,,DEN,L 28-31,1,10,10,0,,100,WR
93,Jordan Mason,10,3,Sun,4,4,10/1/23,24-130,SFO,,ARI,W 35-16,3,10,3.3,0,0,33.3,RB
94,Bryce Young,10,2,Sun,4,4,10/1/23,22-068,CAR,,MIN,L 13-21,2,10,5,0,1,50,QB
95,Gary Brightwell,9,4,Mon,4,4,10/2/23,24-216,NYG,,SEA,L 3-24,4,9,2.3,0,,25,RB
96,Michael Carter,9,1,Sun,4,4,10/1/23,24-147,NYJ,,KAN,L 20-23,1,9,9,0,1,100,RB
97,Rico Dowdle,9,3,Sun,4,4,10/1/23,25-109,DAL,,NWE,W 38-3,3,9,3,0,1,66.7,RB
98,Raheem Mostert,9,7,Sun,4,4,10/1/23,31-175,MIA,@,BUF,L 20-48,7,9,1.3,0,1,28.6,RB
99,Kenny Pickett,9,2,Sun,4,4,10/1/23,25-117,PIT,@,HOU,L 6-30,2,9,4.5,0,2,100,QB
100,Deuce Vaughn,9,8,Sun,4,4,10/1/23,21-333,DAL,,NWE,W 38-3,8,9,1.1,0,,0,RB
101,Tyler Huntley,8,2,Sun,4,4,10/1/23,25-240,BAL,@,CLE,W 28-3,2,8,4,0,,0,QB
102,Mac Jones,7,3,Sun,4,4,10/1/23,25-026,NWE,@,DAL,L 3-38,3,7,2.3,0,0,0,QB
103,Jerick McKinnon,7,3,Sun,4,4,10/1/23,31-151,KAN,@,NYJ,W 23-20,3,7,2.3,0,1,33.3,RB
104,Wan'Dale Robinson,7,1,Mon,4,4,10/2/23,22-270,NYG,,SEA,L 3-24,1,7,7,0,1,100,WR
105,Trey Sermon,7,3,Sun,4,4,10/1/23,24-244,IND,,LAR,L 23-29 (OT),3,7,2.3,0,,33.3,RB
106,Laviska Shenault Jr.,7,1,Sun,4,4,10/1/23,24-361,CAR,,MIN,L 13-21,1,7,7,0,1,100,WR
107,Tua Tagovailoa,7,2,Sun,4,4,10/1/23,25-213,MIA,@,BUF,L 20-48,2,7,3.5,0,1,50,QB
108,Desmond Ridder,6,1,Sun,4,4,10/1/23,24-031,ATL,@,JAX,L 7-23,1,6,6,0,0,100,QB
109,Deebo Samuel,6,3,Sun,4,4,10/1/23,27-259,SFO,,ARI,W 35-16,3,6,2,0,1,66.7,WR
110,Adam Thielen,6,1,Sun,4,4,10/1/23,33-040,CAR,,MIN,L 13-21,1,6,6,0,0,100,WR
111,Calvin Austin,5,1,Sun,4,4,10/1/23,24-191,PIT,@,HOU,L 6-30,1,5,5,0,0,100,WR
112,Adam Prentice,5,1,Sun,4,4,10/1/23,26-258,NOR,,TAM,L 9-26,1,5,5,0,,100,FB
113,Mike Boone,4,1,Sun,4,4,10/1/23,28-063,HOU,,PIT,W 30-6,1,4,4,0,1,100,S
114,Hunter Luepke,4,2,Sun,4,4,10/1/23,23-215,DAL,,NWE,W 38-3,2,4,2,1,1,50,RB
115,Trayveon Williams,4,1,Sun,4,4,10/1/23,25-348,CIN,@,TEN,L 3-27,1,4,4,0,,0,RB
116,Emari Demercado,3,1,Sun,4,4,10/1/23,24-254,ARI,@,SFO,L 16-35,1,3,3,0,0,0,RB
117,Kyle Juszczyk,3,2,Sun,4,4,10/1/23,32-161,SFO,,ARI,W 35-16,2,3,1.5,0,,50,FB
118,Kendre Miller,3,1,Sun,4,4,10/1/23,21-112,NOR,,TAM,L 9-26,1,3,3,0,,0,RB
119,Aidan O'Connell,3,3,Sun,4,4,10/1/23,25-030,LVR,@,LAC,L 17-24,3,3,1,1,2,66.7,QB
120,Harrison Bryant,2,1,Sun,4,4,10/1/23,25-161,CLE,,BAL,L 3-28,1,2,2,0,1,100,TE
121,Logan Thomas,2,1,Sun,4,4,10/1/23,32-092,WAS,@,PHI,L 31-34 (OT),1,2,2,0,1,100,TE
122,Zeke Turner,2,1,Sun,4,4,10/1/23,27-114,ARI,@,SFO,L 16-35,1,2,2,0,1,100,LB
123,Joe Burrow,1,3,Sun,4,4,10/1/23,26-295,CIN,@,TEN,L 3-27,3,1,0.3,0,1,33.3,QB
124,Derek Carr,1,2,Sun,4,4,10/1/23,32-187,NOR,,TAM,L 9-26,2,1,0.5,0,1,50,QB
125,Cole Kmet,1,1,Sun,4,4,10/1/23,24-205,CHI,,DEN,L 28-31,1,1,1,0,1,100,TE
126,Curtis Samuel,1,1,Sun,4,4,10/1/23,27-051,WAS,@,PHI,L 31-34 (OT),1,1,1,1,1,100,WR
127,Kirk Cousins,0,1,Sun,4,4,10/1/23,35-043,MIN,@,CAR,W 21-13,1,0,0,0,0,0,QB
128,Brock Purdy,0,2,Sun,4,4,10/1/23,23-278,SFO,,ARI,W 35-16,2,0,0,1,1,50,QB
129,Javonte Williams,0,2,Sun,4,4,10/1/23,23-159,DEN,@,CHI,W 31-28,2,0,0,0,,0,RB
130,Sam Darnold,-1,1,Sun,4,4,10/1/23,26-118,SFO,,ARI,W 35-16,1,-1,-1,0,,0,QB
131,Dak Prescott,-1,1,Sun,4,4,10/1/23,30-064,DAL,,NWE,W 38-3,1,-1,-1,0,0,0,QB
132,D'Ernest Johnson,-2,1,Sun,4,4,10/1/23,27-216,JAX,,ATL,W 23-7,1,-2,-2,0,,0,RB
133,Jordan Love,-2,2,Thu,4,4,9/28/23,24-330,GNB,,DET,L 20-34,2,-2,-1,1,1,50,QB
134,Cooper Rush,-2,3,Sun,4,4,10/1/23,29-314,DAL,,NWE,W 38-3,3,-2,-0.7,0,0,0,QB
135,Kyle Allen,-3,3,Sun,4,4,10/1/23,27-207,BUF,,MIA,W 48-20,3,-3,-1,0,,0,QB
136,Zay Flowers,-6,1,Sun,4,4,10/1/23,23-020,BAL,@,CLE,W 28-3,1,-6,-6,0,0,0,WR
137,Elijah Moore,-20,1,Sun,4,4,10/1/23,23-188,CLE,,BAL,L 3-28,1,-20,-20,0,,0,WR
,,,,,,,,,,,,,,,,,,,
