Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
201,Joshua Kelley,5,1,Sun,3,3,9/24/23,25-308,LAC,@,MIN,W 28-24,1,1,5,5,0,100,5,0,100,RB
202,Joe Mixon,5,2,Mon,3,3,9/25/23,27-063,CIN,,LAR,W 19-16,2,1,5,5,0,50,2.5,0,50,RB
203,Brandon Powell,5,1,Sun,3,3,9/24/23,28-012,MIN,,LAC,L 24-28,1,1,5,5,0,100,5,,0,WR
204,Khalil Shakir,5,1,Sun,3,3,9/24/23,23-233,BUF,@,WAS,W 37-3,1,1,5,5,0,100,5,1,100,WR
205,JuJu Smith-Schuster,5,3,Sun,3,3,9/24/23,26-306,NWE,@,NYJ,W 15-10,3,1,5,5,0,33.3,1.7,1,33.3,WR
206,Ty Chandler,4,2,Sun,3,3,9/24/23,25-135,MIN,,LAC,L 24-28,2,1,4,4,0,50,2,0,50,RB
207,Luke Farrell,4,1,Sun,3,3,9/24/23,25-345,JAX,,HOU,L 17-37,1,1,4,4,0,100,4,,100,TE
208,Khalil Herbert,4,2,Sun,3,3,9/24/23,25-156,CHI,@,KAN,L 10-41,2,2,4,2,0,100,2,0,0,RB
209,Josh Oliver,4,2,Sun,3,3,9/24/23,26-187,MIN,,LAC,L 24-28,2,2,4,2,1,100,2,1,50,TE
210,Donald Parham,4,2,Sun,3,3,9/24/23,26-039,LAC,@,MIN,W 28-24,2,2,4,2,2,100,2,2,100,TE
211,Trey Sermon,4,2,Sun,3,3,9/24/23,24-237,IND,@,BAL,W 22-19 (OT),2,1,4,4,0,50,2,,0,RB
212,Devin Singletary,4,2,Sun,3,3,9/24/23,26-021,HOU,@,JAX,W 37-17,2,2,4,2,0,100,2,0,0,RB
213,Michael Carter,3,1,Sun,3,3,9/24/23,24-140,NYJ,,NWE,L 10-15,1,1,3,3,0,100,3,,0,RB
214,Derius Davis,3,1,Sun,3,3,9/24/23,23-013,LAC,@,MIN,W 28-24,1,1,3,3,0,100,3,,0,WR
