Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
49,Dak Prescott,24,3,Sun,3,3,9/24/23,30-057,DAL,@,ARI,L 16-28,3,24,8,0,2,66.7,QB
50,Miles Sanders,24,9,Sun,3,3,9/24/23,26-146,CAR,@,SEA,L 27-37,9,24,2.7,1,2,33.3,RB
51,Tutu Atwell,22,1,Mon,3,3,9/25/23,23-353,LAR,@,CIN,L 16-19,1,22,22,0,1,100,WR
52,Rico Dowdle,21,4,Sun,3,3,9/24/23,25-102,DAL,@,ARI,L 16-28,4,21,5.3,0,1,75,RB
53,Derrick Henry,20,11,Sun,3,3,9/24/23,29-263,TEN,@,CLE,L 3-27,11,20,1.8,0,,27.3,RB
54,Dalvin Cook,18,8,Sun,3,3,9/24/23,28-045,NYJ,,NWE,L 10-15,8,18,2.3,0,2,37.5,RB
55,Jerome Ford,18,10,Sun,3,3,9/24/23,23-289,CLE,,TEN,W 27-3,10,18,1.8,1,1,30,RB
56,Breece Hall,18,12,Sun,3,3,9/24/23,22-116,NYJ,,NWE,L 10-15,12,18,1.5,0,2,33.3,RB
57,Sam Howell,18,1,Sun,3,3,9/24/23,23-008,WAS,,BUF,L 3-37,1,18,18,0,1,100,QB
58,Matt Breida,17,4,Thu,3,3,9/21/23,28-205,NYG,@,SFO,L 12-30,4,17,4.3,1,1,50,RB
59,Antonio Gibson,17,2,Sun,3,3,9/24/23,25-093,WAS,,BUF,L 3-37,2,17,8.5,0,1,50,RB
60,Trey Sermon,17,5,Sun,3,3,9/24/23,24-237,IND,@,BAL,W 22-19 (OT),5,17,3.4,0,,40,RB
61,Deshaun Watson,16,4,Sun,3,3,9/24/23,28-010,CLE,,TEN,W 27-3,4,16,4,0,2,75,QB
62,Damien Harris,15,5,Sun,3,3,9/24/23,26-225,BUF,@,WAS,W 37-3,5,15,3,0,1,20,RB
63,Jaleel McLaughlin,15,5,Sun,3,3,9/24/23,23-011,DEN,@,MIA,L 20-70,5,15,3,0,,40,RB
64,Latavius Murray,15,5,Sun,3,3,9/24/23,33-249,BUF,@,WAS,W 37-3,5,15,3,1,2,60,RB
65,Craig Reynolds,15,4,Sun,3,3,9/24/23,27-101,DET,,ATL,W 20-6,4,15,3.8,0,1,75,RB
66,C.J. Stroud,14,3,Sun,3,3,9/24/23,21-356,HOU,@,JAX,W 37-17,3,14,4.7,0,1,100,QB
67,Kareem Hunt,13,5,Sun,3,3,9/24/23,28-049,CLE,,TEN,W 27-3,5,13,2.6,0,1,60,RB
68,Keaontay Ingram,13,5,Sun,3,3,9/24/23,23-333,ARI,,DAL,W 28-16,5,13,2.6,0,,40,RB
69,Mac Jones,13,4,Sun,3,3,9/24/23,25-019,NWE,@,NYJ,W 15-10,4,13,3.3,0,2,75,QB
70,Zonovan Knight,13,3,Sun,3,3,9/24/23,22-166,DET,,ATL,W 20-6,3,13,4.3,0,,33.3,RB
71,Tyler Allgeier,12,7,Sun,3,3,9/24/23,23-162,ATL,@,DET,L 6-20,7,12,1.7,0,1,42.9,RB
72,Taysom Hill,12,4,Sun,3,3,9/24/23,33-032,NOR,@,GNB,L 17-18,4,12,3,0,,50,QB
73,Joshua Kelley,12,11,Sun,3,3,9/24/23,25-308,LAC,@,MIN,W 28-24,11,12,1.1,0,1,18.2,RB
74,Trevor Lawrence,12,3,Sun,3,3,9/24/23,23-353,JAX,,HOU,L 17-37,3,12,4,0,1,33.3,QB
75,Andy Dalton,11,2,Sun,3,3,9/24/23,35-330,CAR,@,SEA,L 27-37,2,11,5.5,0,1,50,QB
76,Justin Herbert,11,2,Sun,3,3,9/24/23,25-198,LAC,@,MIN,W 28-24,2,11,5.5,0,1,50,QB
77,Jordan Mason,11,3,Thu,3,3,9/21/23,24-120,SFO,,NYG,W 30-12,3,11,3.7,0,1,66.7,RB
78,Keisean Nixon,11,1,Sun,3,3,9/24/23,26-094,GNB,,NOR,W 18-17,1,11,11,0,1,100,CB
79,Kenny Pickett,11,3,Sun,3,3,9/24/23,25-110,PIT,@,LVR,W 23-18,3,11,3.7,0,2,66.7,QB
80,Tank Bigsby,10,2,Sun,3,3,9/24/23,22-025,JAX,,HOU,L 17-37,2,10,5,1,2,100,RB
81,Kirk Cousins,10,1,Sun,3,3,9/24/23,35-036,MIN,,LAC,L 24-28,1,10,10,0,0,0,QB
82,CeeDee Lamb,9,2,Sun,3,3,9/24/23,24-169,DAL,@,ARI,L 16-28,2,9,4.5,0,0,50,WR
83,Hunter Luepke,9,1,Sun,3,3,9/24/23,23-208,DAL,@,ARI,L 16-28,1,9,9,0,1,100,RB
84,Jerick McKinnon,9,2,Sun,3,3,9/24/23,31-144,KAN,,CHI,W 41-10,2,9,4.5,0,1,50,RB
85,Samaje Perine,9,3,Sun,3,3,9/24/23,28-008,DEN,@,MIA,L 20-70,3,9,3,0,,0,RB
86,DeeJay Dallas,7,2,Sun,3,3,9/24/23,25-008,SEA,,CAR,W 37-27,2,7,3.5,0,,50,RB
87,Jimmy Garoppolo,7,2,Sun,3,3,9/24/23,31-326,LVR,,PIT,L 18-23,2,7,3.5,0,1,50,QB
88,Laviska Shenault Jr.,7,2,Sun,3,3,9/24/23,24-354,CAR,@,SEA,L 27-37,2,7,3.5,0,,0,WR
89,Isaiah Spiller,7,2,Sun,3,3,9/24/23,22-046,LAC,@,MIN,W 28-24,2,7,3.5,0,,50,RB
90,Matthew Stafford,7,1,Mon,3,3,9/25/23,35-230,LAR,@,CIN,L 16-19,1,7,7,0,1,100,QB
91,D'Ernest Johnson,6,3,Sun,3,3,9/24/23,27-209,JAX,,HOU,L 17-37,3,6,2,0,0,0,RB
92,Tyjae Spears,6,4,Sun,3,3,9/24/23,22-101,TEN,@,CLE,L 3-27,4,6,1.5,0,,25,RB
93,Patrick Taylor,6,3,Sun,3,3,9/24/23,25-148,GNB,,NOR,W 18-17,3,6,2,0,0,0,RB
94,Emanuel Wilson,6,2,Sun,3,3,9/24/23,24-139,GNB,,NOR,W 18-17,2,6,3,0,,50,RB
95,Gary Brightwell,5,4,Thu,3,3,9/21/23,24-205,NYG,@,SFO,L 12-30,4,5,1.3,0,0,0,RB
96,Demario Douglas,5,1,Sun,3,3,9/24/23,22-290,NWE,@,NYJ,W 15-10,1,5,5,0,0,100,WR
97,Daniel Jones,5,2,Thu,3,3,9/21/23,26-117,NYG,@,SFO,L 12-30,2,5,2.5,0,1,50,QB
98,Harrison Bryant,4,2,Sun,3,3,9/24/23,25-154,CLE,,TEN,W 27-3,2,4,2,0,2,100,TE
99,Van Jefferson,4,1,Mon,3,3,9/25/23,27-061,LAR,@,CIN,L 16-19,1,4,4,0,0,100,WR
100,Amon-Ra St. Brown,4,1,Sun,3,3,9/24/23,23-335,DET,,ATL,W 20-6,1,4,4,0,0,0,WR
101,Trayveon Williams,4,1,Mon,3,3,9/25/23,25-342,CIN,,LAR,W 19-16,1,4,4,0,,0,RB
102,Jared Goff,3,5,Sun,3,3,9/24/23,28-345,DET,,ATL,W 20-6,5,3,0.6,1,1,20,QB
103,Kyle Juszczyk,3,1,Thu,3,3,9/21/23,32-151,SFO,,NYG,W 30-12,1,3,3,0,1,100,FB
104,Marvin Mims,3,1,Sun,3,3,9/24/23,21-189,DEN,@,MIA,L 20-70,1,3,3,0,0,0,WR
105,Desmond Ridder,3,2,Sun,3,3,9/24/23,24-024,ATL,@,DET,L 6-20,2,3,1.5,0,0,0,QB
106,Emari Demercado,2,2,Sun,3,3,9/24/23,24-247,ARI,,DAL,W 28-16,2,2,1,0,,0,RB
107,Zay Flowers,2,1,Sun,3,3,9/24/23,23-013,BAL,,IND,L 19-22 (OT),1,2,2,0,0,0,WR
108,Chuba Hubbard,2,1,Sun,3,3,9/24/23,24-105,CAR,@,SEA,L 27-37,1,2,2,0,,0,RB
109,Baker Mayfield,2,1,Mon,3,3,9/25/23,28-164,TAM,,PHI,L 11-25,1,2,2,0,0,0,QB
110,Deebo Samuel,2,1,Thu,3,3,9/21/23,27-249,SFO,,NYG,W 30-12,1,2,2,0,0,0,WR
111,Tyrod Taylor,2,1,Thu,3,3,9/21/23,34-049,NYG,@,SFO,L 12-30,1,2,2,0,,0,QB
112,Nick Bawden,1,1,Sun,3,3,9/24/23,27-094,NYJ,,NWE,L 10-15,1,1,1,1,1,100,FB
113,Marquise Goodwin,1,1,Sun,3,3,9/24/23,32-309,CLE,,TEN,W 27-3,1,1,1,0,,0,WR
114,Sean Tucker,1,2,Mon,3,3,9/25/23,21-335,TAM,,PHI,L 11-25,2,1,0.5,0,,0,RB
115,Zach Wilson,1,1,Sun,3,3,9/24/23,24-052,NYJ,,NWE,L 10-15,1,1,1,0,0,0,QB
116,Jason Cabinda,0,1,Sun,3,3,9/24/23,27-191,DET,,ATL,W 20-6,1,0,0,0,,0,FB
117,Kenyan Drake,0,1,Sun,3,3,9/24/23,29-241,BAL,,IND,L 19-22 (OT),1,0,0,0,,0,RB
118,Connor Heyward,0,1,Sun,3,3,9/24/23,24-245,PIT,@,LVR,W 23-18,1,0,0,0,,0,TE
119,Alec Ingold,0,2,Sun,3,3,9/24/23,27-077,MIA,,DEN,W 70-20,2,0,0,0,,0,FB
120,Rashid Shaheed,0,1,Sun,3,3,9/24/23,25-024,NOR,@,GNB,L 17-18,1,0,0,0,,0,WR
121,Sam Darnold,-1,1,Thu,3,3,9/21/23,26-108,SFO,,NYG,W 30-12,1,-1,-1,0,,0,QB
122,Blaine Gabbert,-1,2,Sun,3,3,9/24/23,33-344,KAN,,CHI,W 41-10,2,-1,-0.5,0,0,0,QB
123,Elijah Moore,-1,3,Sun,3,3,9/24/23,23-181,CLE,,TEN,W 27-3,3,-1,-0.3,0,0,0,WR
124,Brock Purdy,-1,4,Thu,3,3,9/21/23,23-268,SFO,,NYG,W 30-12,4,-1,-0.3,0,1,25,QB
125,Mike White,-1,1,Sun,3,3,9/24/23,28-183,MIA,,DEN,W 70-20,1,-1,-1,0,0,0,QB
126,Kyle Allen,-2,2,Sun,3,3,9/24/23,27-200,BUF,@,WAS,W 37-3,2,-2,-1,0,,0,QB
127,Joe Burrow,-2,3,Mon,3,3,9/25/23,26-289,CIN,,LAR,W 19-16,3,-2,-0.7,0,0,0,QB
128,Gabriel Davis,-2,1,Sun,3,3,9/24/23,24-176,BUF,@,WAS,W 37-3,1,-2,-2,0,0,0,WR
129,Deonte Harty,-2,2,Sun,3,3,9/24/23,25-294,BUF,@,WAS,W 37-3,2,-2,-1,0,,0,WR
130,Kyle Pitts,-4,1,Sun,3,3,9/24/23,22-353,ATL,@,DET,L 6-20,1,-4,-4,0,0,0,TE
131,Geno Smith,-4,4,Sun,3,3,9/24/23,32-349,SEA,,CAR,W 37-27,4,-4,-1,0,0,0,QB
,,,,,,,,,,,,,,,,,,,
