Rk,Player,Rate,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Pos.
13,Andy Dalton,88.4,58,Sun,3,3,9/24/23,35-330,CAR,@,SEA,L 27-37,34,58,24,58.6,361,2,0,0,3.4,0,88.4,3,27,4.92,6.2,6.91,6.13,10.6,42.6,QB
14,Lamar Jackson,88.4,31,Sun,3,3,9/24/23,26-260,BAL,,IND,L 19-22 (OT),22,31,9,71,202,0,0,0,0,0,88.4,4,24,11.43,6.5,6.52,5.09,9.2,54.3,QB
15,Geno Smith,87.3,36,Sun,3,3,9/24/23,32-349,SEA,,CAR,W 37-27,23,36,13,63.9,296,1,1,0,2.8,2.8,87.3,2,17,5.26,8.2,7.53,6.68,12.9,52.6,QB
16,Jared Goff,85.8,33,Sun,3,3,9/24/23,28-345,DET,,ATL,W 20-6,22,33,11,66.7,243,1,1,0,3,3,85.8,0,0,0,7.4,6.61,6.61,11,45.5,QB
17,Mac Jones,85.6,29,Sun,3,3,9/24/23,25-019,NWE,@,NYJ,W 15-10,15,29,14,51.7,201,1,0,0,3.4,0,85.6,0,0,0,6.9,7.62,7.62,13.4,37.9,QB
18,C.J. Beathard,85.4,2,Sun,3,3,9/24/23,29-312,JAX,,HOU,L 17-37,2,2,0,100,9,0,0,0,0,0,85.4,0,0,0,4.5,4.5,4.5,4.5,50,QB
19,Trevor Lawrence,85.3,40,Sun,3,3,9/24/23,23-353,JAX,,HOU,L 17-37,27,40,13,67.5,279,1,1,0,2.5,2.5,85.3,0,0,0,7,6.35,6.35,10.3,52.5,QB
20,Russell Wilson,83.9,38,Sun,3,3,9/24/23,34-299,DEN,@,MIA,L 20-70,23,38,15,60.5,306,1,1,0,2.6,2.6,83.9,1,12,2.56,8.1,7.39,6.9,13.3,48.7,QB
21,Gardner Minshew II,82.3,44,Sun,3,3,9/24/23,27-131,IND,@,BAL,W 22-19 (OT),27,44,17,61.4,227,1,0,0,2.3,0,82.3,5,39,10.2,5.2,5.61,4.24,8.4,36.7,QB
22,Jameis Winston,80.5,16,Sun,3,3,9/24/23,29-261,NOR,@,GNB,L 17-18,10,16,6,62.5,101,0,0,0,0,0,80.5,1,8,5.88,6.3,6.31,5.47,10.1,47.1,QB
23,Josh Allen,79.9,32,Sun,3,3,9/24/23,27-126,BUF,@,WAS,W 37-3,20,32,12,62.5,218,1,1,0,3.1,3.1,79.9,0,0,0,6.8,6.03,6.03,10.9,40.6,QB
24,Dak Prescott,78,40,Sun,3,3,9/24/23,30-057,DAL,@,ARI,L 16-28,25,40,15,62.5,249,1,1,0,2.5,2.5,78,2,18,4.76,6.2,5.6,4.9,10,45.2,QB
25,Baker Mayfield,73.1,25,Mon,3,3,9/25/23,28-164,TAM,,PHI,L 11-25,15,25,10,60,146,1,1,0,4,4,73.1,2,13,7.41,5.8,4.84,4,9.7,48.1,QB
26,Jimmy Garoppolo,72.5,44,Sun,3,3,9/24/23,31-326,LVR,,PIT,L 18-23,28,44,16,63.6,324,2,3,0,4.5,6.8,72.5,4,31,8.33,7.4,5.2,4.13,11.6,47.9,QB
27,Jalen Hurts,71.6,37,Mon,3,3,9/25/23,25-049,PHI,@,TAM,W 25-11,23,37,14,62.2,277,1,2,0,2.7,5.4,71.6,1,6,2.63,7.5,5.59,5.29,12,50,QB
28,Desmond Ridder,70.2,38,Sun,3,3,9/24/23,24-024,ATL,@,DET,L 6-20,21,38,17,55.3,201,0,0,0,0,0,70.2,7,62,15.56,5.3,5.29,3.09,9.6,33.3,QB
29,Jordan Love,66.4,44,Sun,3,3,9/24/23,24-326,GNB,,NOR,W 18-17,22,44,22,50,259,1,1,0,2.3,2.3,66.4,1,14,2.22,5.9,5.32,4.89,11.8,40,QB
30,Matthew Stafford,66.4,33,Mon,3,3,9/25/23,35-230,LAR,@,CIN,L 16-19,18,33,15,54.5,269,1,2,0,3,6.1,66.4,6,48,15.38,8.2,6.03,3.87,14.9,38.5,QB
31,Daniel Jones,64.2,32,Thu,3,3,9/21/23,26-117,NYG,@,SFO,L 12-30,22,32,10,68.8,137,0,1,0,0,3.1,64.2,2,16,5.88,4.3,2.88,2.24,6.2,38.2,QB
32,Ryan Tannehill,62.7,25,Sun,3,3,9/24/23,35-059,TEN,@,CLE,L 3-27,13,25,12,52,104,0,0,0,0,0,62.7,5,36,16.67,4.2,4.16,2.27,8,23.3,QB
33,Zach Wilson,61.9,36,Sun,3,3,9/24/23,24-052,NYJ,,NWE,L 10-15,18,36,18,50,157,0,0,0,0,0,61.9,3,24,7.69,4.4,4.36,3.41,8.7,28.2,QB
34,Joe Burrow,59.8,49,Mon,3,3,9/25/23,26-289,CIN,,LAR,W 19-16,26,49,23,53.1,259,0,1,0,0,2,59.8,2,17,3.92,5.3,4.37,3.86,10,37.3,QB
35,Justin Fields,58.7,22,Sun,3,3,9/24/23,24-203,CHI,@,KAN,L 10-41,11,22,11,50,99,1,1,0,4.5,4.5,58.7,3,12,12,4.5,3.36,2.48,9,32,QB
36,Sam Howell,41.5,29,Sun,3,3,9/24/23,23-008,WAS,,BUF,L 3-37,19,29,10,65.5,170,0,4,1,0,13.8,41.5,9,45,23.68,5.9,-0.34,-1.45,8.9,42.1,QB
37,Tyrod Taylor,39.6,1,Thu,3,3,9/21/23,34-049,NYG,@,SFO,L 12-30,0,1,1,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,,0,QB
38,Blaine Gabbert,38.3,5,Sun,3,3,9/24/23,33-344,KAN,,CHI,W 41-10,3,5,2,60,31,0,2,0,0,40,38.3,0,0,0,6.2,-11.8,-11.8,10.3,60,QB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
