Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
1,Keenan Allen,215,20,Sun,3,3,9/24/23,31-150,LAC,@,MIN,W 28-24,20,18,215,11.9,0,90,10.8,10,65,WR
2,Davante Adams,172,20,Sun,3,3,9/24/23,30-274,LVR,,PIT,L 18-23,20,13,172,13.2,2,65,8.6,9,65,WR
3,Tyreek Hill,157,11,Sun,3,3,9/24/23,29-207,MIA,,DEN,W 70-20,11,9,157,17.4,1,81.8,14.3,7,72.7,WR
4,Justin Jefferson,149,13,Sun,3,3,9/24/23,24-100,MIN,,LAC,L 24-28,13,7,149,21.3,1,53.8,11.5,6,53.8,WR
5,Tank Dell,145,7,Sun,3,3,9/24/23,23-330,HOU,@,JAX,W 37-17,7,5,145,29,1,71.4,20.7,5,71.4,WR
6,Adam Thielen,145,14,Sun,3,3,9/24/23,33-033,CAR,@,SEA,L 27-37,14,11,145,13.2,1,78.6,10.4,9,64.3,WR
7,Ja'Marr Chase,141,15,Mon,3,3,9/25/23,23-208,CIN,,LAR,W 19-16,15,12,141,11.8,0,80,9.4,7,66.7,WR
8,A.J. Brown,131,14,Mon,3,3,9/25/23,26-087,PHI,@,TAM,W 25-11,14,9,131,14.6,0,64.3,9.4,7,50,WR
9,Deebo Samuel,129,12,Thu,3,3,9/21/23,27-249,SFO,,NYG,W 30-12,12,6,129,21.5,1,50,10.8,5,41.7,WR
10,Mike Williams,121,8,Sun,3,3,9/24/23,28-355,LAC,@,MIN,W 28-24,8,7,121,17.3,1,87.5,15.1,3,75,WR
11,Amari Cooper,116,8,Sun,3,3,9/24/23,29-099,CLE,,TEN,W 27-3,8,7,116,16.6,1,87.5,14.5,4,87.5,WR
12,D.K. Metcalf,112,8,Sun,3,3,9/24/23,25-284,SEA,,CAR,W 37-27,8,6,112,18.7,0,75,14,5,75,WR
