Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
32,Marcus Mariota,46,6,Sun,17,18,1/7/24,30-069,PHI,@,NYG,L 10-27,6,46,7.7,0,5,100,QB
33,Jeff Wilson,45,9,Sun,17,18,1/7/24,28-052,MIA,,BUF,L 14-21,9,45,5,0,1,44.4,RB
34,Chase Brown,43,11,Sun,17,18,1/7/24,23-292,CIN,,CLE,W 31-14,11,43,3.9,0,2,18.2,RB
35,Tyler Huntley,40,8,Sat,17,18,1/6/24,25-337,BAL,,PIT,L 10-17,8,40,5,0,2,62.5,QB
36,David Montgomery,40,10,Sun,17,18,1/7/24,26-214,DET,,MIN,W 30-20,10,40,4,1,3,60,RB
37,Tyrod Taylor,38,8,Sun,17,18,1/7/24,34-157,NYG,,PHI,W 27-10,8,38,4.8,0,2,50,QB
38,James Cook,36,13,Sun,17,18,1/7/24,24-104,BUF,@,MIA,W 21-14,13,36,2.8,0,2,46.2,RB
39,Jordan Mason,36,6,Sun,17,18,1/7/24,24-228,SFO,,LAR,L 20-21,6,36,6,0,3,66.7,RB
40,Jeff Driskel,33,7,Sun,17,18,1/7/24,30-259,CLE,@,CIN,L 14-31,7,33,4.7,0,4,71.4,QB
41,Kyler Murray,33,5,Sun,17,18,1/7/24,26-153,ARI,,SEA,L 20-21,5,33,6.6,0,1,40,QB
42,Jaylen Warren,33,9,Sat,17,18,1/6/24,25-066,PIT,@,BAL,W 17-10,9,33,3.7,0,1,44.4,RB
43,Zach Charbonnet,32,5,Sun,17,18,1/7/24,22-364,SEA,@,ARI,W 21-20,5,32,6.4,0,2,80,RB
44,Javonte Williams,32,9,Sun,17,18,1/7/24,23-257,DEN,@,LVR,L 14-27,9,32,3.6,1,4,66.7,RB
45,Jahmyr Gibbs,30,13,Sun,17,18,1/7/24,21-293,DET,,MIN,W 30-20,13,30,2.3,1,2,46.2,RB
46,Zack Moss,30,6,Sat,17,18,1/6/24,26-022,IND,,HOU,L 19-23,6,30,5,0,2,66.7,RB
47,Khalil Herbert,28,12,Sun,17,18,1/7/24,25-261,CHI,@,GNB,L 9-17,12,28,2.3,0,0,41.7,RB
48,Bijan Robinson,28,11,Sun,17,18,1/7/24,21-342,ATL,@,NOR,L 17-48,11,28,2.5,0,2,36.4,RB
49,Geno Smith,28,3,Sun,17,18,1/7/24,33-089,SEA,@,ARI,W 21-20,3,28,9.3,0,2,66.7,QB
50,Chase Edmonds,27,4,Sun,17,18,1/7/24,27-269,TAM,@,CAR,W 9-0,4,27,6.8,0,1,75,RB
51,Justin Fields,27,8,Sun,17,18,1/7/24,24-308,CHI,@,GNB,L 9-17,8,27,3.4,0,4,62.5,QB
52,Jamaal Williams,26,14,Sun,17,18,1/7/24,28-279,NOR,,ATL,W 48-17,14,26,1.9,1,4,28.6,RB
53,Brian Robinson Jr.,25,9,Sun,17,18,1/7/24,24-291,WAS,,DAL,L 10-38,9,25,2.8,0,1,44.4,RB
54,Tyjae Spears,25,3,Sun,17,18,1/7/24,22-206,TEN,,JAX,W 28-20,3,25,8.3,1,2,66.7,RB
55,Tyler Allgeier,24,6,Sun,17,18,1/7/24,23-267,ATL,@,NOR,L 17-48,6,24,4,0,1,33.3,RB
56,Alexander Mattison,24,7,Sun,17,18,1/7/24,25-202,MIN,@,DET,L 20-30,7,24,3.4,0,1,28.6,RB
57,Bryce Young,24,2,Sun,17,18,1/7/24,22-166,CAR,,TAM,L 0-9,2,24,12,0,1,100,QB
58,Leonard Fournette,20,7,Sun,17,18,1/7/24,28-354,BUF,@,MIA,W 21-14,7,20,2.9,0,1,42.9,RB
59,Roschon Johnson,20,5,Sun,17,18,1/7/24,22-341,CHI,@,GNB,L 9-17,5,20,4,0,,60,RB
60,Cordarrelle Patterson,20,5,Sun,17,18,1/7/24,32-296,ATL,@,NOR,L 17-48,5,20,4,0,,80,RB
61,C.J. Stroud,20,3,Sat,17,18,1/6/24,22-095,HOU,@,IND,W 23-19,3,20,6.7,0,2,100,QB
62,Sam Darnold,19,7,Sun,17,18,1/7/24,26-216,SFO,,LAR,L 20-21,7,19,2.7,1,3,57.1,QB
63,Eric Gray,19,3,Sun,17,18,1/7/24,24-064,NYG,,PHI,W 27-10,3,19,6.3,0,1,66.7,RB
64,Jake Browning,18,2,Sun,17,18,1/7/24,27-271,CIN,,CLE,W 31-14,2,18,9,0,1,100,QB
65,Melvin Gordon,18,7,Sat,17,18,1/6/24,30-268,BAL,,PIT,L 10-17,7,18,2.6,0,1,42.9,RB
66,Miles Sanders,18,3,Sun,17,18,1/7/24,26-251,CAR,,TAM,L 0-9,3,18,6,0,1,33.3,RB
67,Michael Carter,17,4,Sun,17,18,1/7/24,24-245,ARI,,SEA,L 20-21,4,17,4.3,0,1,25,RB
68,Derius Davis,17,3,Sun,17,18,1/7/24,23-118,LAC,,KAN,L 12-13,3,17,5.7,0,2,66.7,WR
69,Jalen Reagor,17,1,Sun,17,18,1/7/24,25-005,NWE,,NYJ,L 3-17,1,17,17,0,1,100,WR
70,Tank Bigsby,16,3,Sun,17,18,1/7/24,22-130,JAX,@,TEN,L 20-28,3,16,5.3,0,1,100,RB
71,Rashaad Penny,16,6,Sun,17,18,1/7/24,27-339,PHI,@,NYG,L 10-27,6,16,2.7,0,,50,RB
72,Curtis Samuel,15,1,Sun,17,18,1/7/24,27-149,WAS,,DAL,L 10-38,1,15,15,0,1,100,WR
73,Bo Melton,14,2,Sun,17,18,1/7/24,24-234,GNB,,CHI,W 17-9,2,14,7,0,2,100,WR
74,Charlie Jones,13,2,Sun,17,18,1/7/24,25-070,CIN,,CLE,W 31-14,2,13,6.5,0,1,100,WR
75,Bailey Zappe,13,3,Sun,17,18,1/7/24,24-256,NWE,,NYJ,L 3-17,3,13,4.3,0,0,0,QB
76,Austin Ekeler,11,10,Sun,17,18,1/7/24,28-235,LAC,,KAN,L 12-13,10,11,1.1,0,1,30,RB
77,Deebo Samuel,11,1,Sun,17,18,1/7/24,27-357,SFO,,LAR,L 20-21,1,11,11,0,1,100,WR
78,Tre Tucker,11,1,Sun,17,18,1/7/24,22-305,LVR,,DEN,W 27-14,1,11,11,0,1,100,WR
79,Trevor Lawrence,10,3,Sun,17,18,1/7/24,24-093,JAX,@,TEN,L 20-28,3,10,3.3,0,0,33.3,QB
80,Gardner Minshew II,9,1,Sat,17,18,1/6/24,27-235,IND,,HOU,L 19-23,1,9,9,0,0,100,QB
81,Calvin Austin,8,1,Sat,17,18,1/6/24,24-288,PIT,@,BAL,W 17-10,1,8,8,0,,100,WR
82,Antonio Gibson,8,2,Sun,17,18,1/7/24,25-198,WAS,,DAL,L 10-38,2,8,4,0,1,50,RB
83,Nick Mullens,8,2,Sun,17,18,1/7/24,28-292,MIN,@,DET,L 20-30,2,8,4,0,2,100,QB
84,CeeDee Lamb,7,1,Sun,17,18,1/7/24,24-274,DAL,@,WAS,W 38-10,1,7,7,0,0,100,WR
85,Baker Mayfield,7,5,Sun,17,18,1/7/24,28-268,TAM,@,CAR,W 9-0,5,7,1.4,0,2,40,QB
86,Ray-Ray McCloud,7,1,Sun,17,18,1/7/24,27-084,SFO,,LAR,L 20-21,1,7,7,0,0,100,WR
87,Samaje Perine,7,3,Sun,17,18,1/7/24,28-113,DEN,@,LVR,L 14-27,3,7,2.3,0,1,66.7,RB
88,Tua Tagovailoa,7,1,Sun,17,18,1/7/24,25-311,MIA,,BUF,L 14-21,1,7,7,0,1,100,QB
89,Israel Abanikanda,6,3,Sun,17,18,1/7/24,21-094,NYJ,@,NWE,W 17-3,3,6,2,0,,0,RB
90,Raheem Blackshear,6,1,Sun,17,18,1/7/24,24-216,CAR,,TAM,L 0-9,1,6,6,0,,100,RB
91,Derek Carr,6,1,Sun,17,18,1/7/24,32-285,NOR,,ATL,W 48-17,1,6,6,0,0,100,QB
92,Jerome Ford,6,3,Sun,17,18,1/7/24,24-029,CLE,@,CIN,L 14-31,3,6,2,0,0,33.3,RB
93,Quentin Johnston,6,1,Sun,17,18,1/7/24,22-123,LAC,,KAN,L 12-13,1,6,6,0,,100,WR
94,Jaleel McLaughlin,6,4,Sun,17,18,1/7/24,23-116,DEN,@,LVR,L 14-27,4,6,1.5,0,,25,RB
95,Josh Palmer,6,1,Sun,17,18,1/7/24,24-107,LAC,,KAN,L 12-13,1,6,6,0,0,100,WR
96,Sterling Shepard,6,1,Sun,17,18,1/7/24,30-331,NYG,,PHI,W 27-10,1,6,6,0,0,100,WR
97,Logan Woodside,6,1,Sun,17,18,1/7/24,28-345,ATL,@,NOR,L 17-48,1,6,6,0,0,100,QB
98,Ty Johnson,5,1,Sun,17,18,1/7/24,26-112,BUF,@,MIA,W 21-14,1,5,5,0,,100,RB
99,Jakobi Meyers,5,1,Sun,17,18,1/7/24,27-059,LVR,,DEN,W 27-14,1,5,5,1,1,100,WR
100,Rondale Moore,5,1,Sun,17,18,1/7/24,23-212,ARI,,SEA,L 20-21,1,5,5,0,1,100,WR
101,Boston Scott,5,3,Sun,17,18,1/7/24,28-255,PHI,@,NYG,L 10-27,3,5,1.7,0,,0,RB
102,KaVontae Turpin,5,1,Sun,17,18,1/7/24,27-158,DAL,@,WAS,W 38-10,1,5,5,0,,100,WR
103,Chris Godwin,4,1,Sun,17,18,1/7/24,27-314,TAM,@,CAR,W 9-0,1,4,4,0,1,100,WR
104,Kevin Harris,4,3,Sun,17,18,1/7/24,23-051,NWE,,NYJ,L 3-17,3,4,1.3,0,,0,RB
105,Jalen Hurts,4,2,Sun,17,18,1/7/24,25-153,PHI,@,NYG,L 10-27,2,4,2,0,1,50,QB
106,Brandin Cooks,3,1,Sun,17,18,1/7/24,30-104,DAL,@,WAS,W 38-10,1,3,3,0,0,0,WR
107,Zach Evans,3,1,Sun,17,18,1/7/24,22-222,LAR,@,SFO,W 21-20,1,3,3,0,,0,RB
108,Derrick Gore,3,1,Sun,17,18,1/7/24,29-025,WAS,,DAL,L 10-38,1,3,3,0,,0,RB
109,George Pickens,3,1,Sat,17,18,1/6/24,22-308,PIT,@,BAL,W 17-10,1,3,3,0,1,100,WR
110,Royce Freeman,2,4,Sun,17,18,1/7/24,27-317,LAR,@,SFO,W 21-20,4,2,0.5,0,1,50,RB
111,Jarrett Stidham,2,3,Sun,17,18,1/7/24,27-152,DEN,@,LVR,L 14-27,3,2,0.7,0,0,0,QB
112,Clyde Edwards-Helaire,1,2,Sun,17,18,1/7/24,24-271,KAN,@,LAC,W 13-12,2,1,0.5,0,1,50,RB
113,Joshua Kelley,1,2,Sun,17,18,1/7/24,26-048,LAC,,KAN,L 12-13,2,1,0.5,0,,50,RB
114,Marvin Mims,1,1,Sun,17,18,1/7/24,21-294,DEN,@,LVR,L 14-27,1,1,1,0,0,0,WR
115,Aidan O'Connell,1,4,Sun,17,18,1/7/24,25-128,LVR,,DEN,W 27-14,4,1,0.3,0,1,25,QB
116,Trevor Siemian,1,2,Sun,17,18,1/7/24,32-012,NYJ,@,NWE,W 17-3,2,1,0.5,0,1,50,QB
117,Clayton Tune,1,1,Sun,17,18,1/7/24,24-290,ARI,,SEA,L 20-21,1,1,1,0,1,100,QB
118,Demario Douglas,0,1,Sun,17,18,1/7/24,23-030,NWE,,NYJ,L 3-17,1,0,0,0,0,0,WR
119,Desmond Ridder,0,2,Sun,17,18,1/7/24,24-129,ATL,@,NOR,L 17-48,2,0,0,0,0,0,QB
120,Ty Zentner,0,1,Sun,17,18,1/7/24,25-214,TEN,,JAX,W 28-20,1,0,0,0,,0,P
121,Sam Howell,-1,4,Sun,17,18,1/7/24,23-113,WAS,,DAL,L 10-38,4,-1,-0.3,0,0,0,QB
122,D'Ernest Johnson,-1,1,Sun,17,18,1/7/24,27-314,JAX,@,TEN,L 20-28,1,-1,-1,0,,0,RB
123,Jordan Love,-1,3,Sun,17,18,1/7/24,25-066,GNB,,CHI,W 17-9,3,-1,-0.3,0,0,0,QB
124,Mason Rudolph,-1,2,Sat,17,18,1/6/24,28-173,PIT,@,BAL,W 17-10,2,-1,-0.5,0,0,0,QB
125,Lynn Bowden Jr.,-2,1,Sun,17,18,1/7/24,26-085,NOR,,ATL,W 48-17,1,-2,-2,0,,0,WR
126,Trayveon Williams,-2,1,Sun,17,18,1/7/24,26-081,CIN,,CLE,W 31-14,1,-2,-2,0,,0,RB
127,Ryan Tannehill,-3,3,Sun,17,18,1/7/24,35-164,TEN,,JAX,W 28-20,3,-3,-1,0,0,0,QB
128,Tutu Atwell,-4,1,Sun,17,18,1/7/24,24-092,LAR,@,SFO,W 21-20,1,-4,-4,0,0,0,WR
129,Justin Jefferson,-12,1,Sun,17,18,1/7/24,24-205,MIN,@,DET,L 20-30,1,-12,-12,0,0,0,WR
130,Cameron Johnston,-23,1,Sat,17,18,1/6/24,31-316,HOU,@,IND,W 23-19,1,-23,-23,0,,0,P
,,,,,,,,,,,,,,,,,,,
