Rk,Player,Rate,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Pos.
15,Justin Fields,97.9,16,Sun,17,18,1/7/24,24-308,CHI,@,GNB,L 9-17,11,16,5,68.8,148,0,0,0,0,0,97.9,5,31,23.81,9.3,9.25,5.57,13.5,42.9,QB
16,Sam Darnold,96.5,26,Sun,17,18,1/7/24,26-216,SFO,,LAR,L 20-21,16,26,10,61.5,189,1,0,0,3.8,0,96.5,3,14,10.34,7.3,8.04,6.72,11.8,51.7,QB
17,Tommy DeVito,95.8,2,Sun,17,18,1/7/24,25-153,NYG,,PHI,W 27-10,2,2,0,100,14,0,0,0,0,0,95.8,1,0,33.33,7,7,4.67,7,0,QB
18,Cooper Rush,95.8,4,Sun,17,18,1/7/24,30-047,DAL,@,WAS,W 38-10,3,4,1,75,30,0,0,0,0,0,95.8,0,0,0,7.5,7.5,7.5,10,50,QB
19,Ryan Tannehill,93.1,26,Sun,17,18,1/7/24,35-164,TEN,,JAX,W 28-20,17,26,9,65.4,168,2,1,0,7.7,3.8,93.1,2,16,7.14,6.5,6.27,5.25,9.9,50,QB
20,Nick Mullens,92.6,44,Sun,17,18,1/7/24,28-292,MIN,@,DET,L 20-30,30,44,14,68.2,396,2,2,0,4.5,4.5,92.6,4,37,8.33,9,7.86,6.44,13.2,41.7,QB
21,A.J. McCarron,85.4,4,Sun,17,18,1/7/24,33-116,CIN,,CLE,W 31-14,3,4,1,75,20,0,0,0,0,0,85.4,1,9,20,5,5,2.2,6.7,0,QB
22,Dyami Brown,83.3,1,Sun,17,18,1/7/24,24-067,WAS,,DAL,L 10-38,1,1,0,100,4,0,0,0,0,0,83.3,0,0,0,4,4,4,4,0,WR
23,Marcus Mariota,82.9,20,Sun,17,18,1/7/24,30-069,PHI,@,NYG,L 10-27,13,20,7,65,148,1,1,0,5,5,82.9,3,11,13.04,7.4,6.15,4.87,11.4,56.5,QB
24,Jarrett Stidham,82,34,Sun,17,18,1/7/24,27-152,DEN,@,LVR,L 14-27,20,34,14,58.8,272,1,1,0,2.9,2.9,82,5,34,12.82,8,7.26,5.46,13.6,43.6,QB
25,Trevor Lawrence,81.5,43,Sun,17,18,1/7/24,24-093,JAX,@,TEN,L 20-28,29,43,14,67.4,280,2,2,0,4.7,4.7,81.5,0,0,0,6.5,5.35,5.35,9.7,44.2,QB
26,Tyler Huntley,80.4,28,Sat,17,18,1/6/24,25-337,BAL,,PIT,L 10-17,15,28,13,53.6,146,1,0,0,3.6,0,80.4,4,28,12.5,5.2,5.93,4.31,9.7,37.5,QB
27,Bryce Young,74.8,18,Sun,17,18,1/7/24,22-166,CAR,,TAM,L 0-9,11,18,7,61.1,94,0,0,0,0,0,74.8,3,26,14.29,5.2,5.22,3.24,8.5,33.3,QB
28,Easton Stick,74.6,47,Sun,17,18,1/7/24,28-114,LAC,,KAN,L 12-13,28,47,19,59.6,258,0,0,0,0,0,74.6,3,23,6,5.5,5.49,4.7,9.2,44,QB
29,Baker Mayfield,72,32,Sun,17,18,1/7/24,28-268,TAM,@,CAR,W 9-0,20,32,12,62.5,137,0,0,0,0,0,72,3,22,8.57,4.3,4.28,3.29,6.9,37.1,QB
30,Gardner Minshew II,71.7,24,Sat,17,18,1/6/24,27-235,IND,,HOU,L 19-23,13,24,11,54.2,141,0,0,0,0,0,71.7,1,8,4,5.9,5.88,5.32,10.8,40,QB
31,Sam Howell,65.8,27,Sun,17,18,1/7/24,23-113,WAS,,DAL,L 10-38,19,27,8,70.4,153,1,2,0,3.7,7.4,65.8,4,27,12.9,5.7,3.07,1.81,8.1,51.6,QB
32,Jeff Driskel,63.9,26,Sun,17,18,1/7/24,30-259,CLE,@,CIN,L 14-31,13,26,13,50,166,2,2,0,7.7,7.7,63.9,3,26,10.34,6.4,4.46,3.1,12.8,34.5,QB
33,Tua Tagovailoa,62.7,27,Sun,17,18,1/7/24,25-311,MIA,,BUF,L 14-21,17,27,10,63,173,1,2,0,3.7,7.4,62.7,0,0,0,6.4,3.81,3.81,10.2,44.4,QB
34,Logan Woodside,53.1,4,Sun,17,18,1/7/24,28-345,ATL,@,NOR,L 17-48,3,4,1,75,27,0,1,0,0,25,53.1,1,7,20,6.8,-4.5,-5,9,60,QB
35,Blaine Gabbert,51.3,30,Sun,17,18,1/7/24,34-084,KAN,@,LAC,W 13-12,15,30,15,50,154,0,1,0,0,3.3,51.3,1,9,3.23,5.1,3.63,3.23,10.3,25.8,QB
36,Trevor Siemian,50,20,Sun,17,18,1/7/24,32-012,NYJ,@,NWE,W 17-3,8,20,12,40,70,0,0,0,0,0,50,1,1,4.76,3.5,3.5,3.29,8.8,28.6,QB
37,Jimmy Garoppolo,39.6,1,Sun,17,18,1/7/24,32-066,LVR,,DEN,W 27-14,0,1,1,0,0,0,0,0,0,0,39.6,1,0,50,0,0,0,,0,QB
38,DeAndre Hopkins,39.6,1,Sun,17,18,1/7/24,31-215,TEN,,JAX,W 28-20,0,1,1,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,,0,WR
39,Jalen Hurts,26.8,16,Sun,17,18,1/7/24,25-153,PHI,@,NYG,L 10-27,7,16,9,43.8,55,0,1,0,0,6.3,26.8,2,26,11.11,3.4,0.63,-0.89,7.9,27.8,QB
40,Bailey Zappe,20.1,30,Sun,17,18,1/7/24,24-256,NWE,,NYJ,L 3-17,12,30,18,40,88,0,2,0,0,6.7,20.1,7,57,18.92,2.9,-0.07,-1.59,7.3,13.5,QB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
