Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
26,Bijan Robinson,46,14,Sun,5,5,10/8/23,21-251,ATL,,HOU,W 21-19,14,46,3.3,0,3,35.7,RB
27,Emari Demercado,45,10,Sun,5,5,10/8/23,24-261,ARI,,CIN,L 20-34,10,45,4.5,1,2,50,RB
28,Lamar Jackson,45,6,Sun,5,5,10/8/23,26-274,BAL,@,PIT,L 10-17,6,45,7.5,0,1,50,QB
29,Derrick Henry,43,13,Sun,5,5,10/8/23,29-277,TEN,@,IND,L 16-23,13,43,3.3,0,1,46.2,RB
30,Tyler Allgeier,40,17,Sun,5,5,10/8/23,23-176,ATL,,HOU,W 21-19,17,40,2.4,0,4,41.2,RB
31,Jaylen Warren,40,9,Sun,5,5,10/8/23,24-341,PIT,,BAL,W 17-10,9,40,4.4,0,3,44.4,RB
32,Najee Harris,37,14,Sun,5,5,10/8/23,25-213,PIT,,BAL,W 17-10,14,37,2.6,0,2,35.7,RB
33,Jordan Love,37,2,Mon,5,5,10/9/23,24-341,GNB,@,LVR,L 13-17,2,37,18.5,0,2,100,QB
34,Kendre Miller,37,12,Sun,5,5,10/8/23,21-119,NOR,@,NWE,W 34-0,12,37,3.1,0,0,33.3,RB
35,Chuba Hubbard,35,9,Sun,5,5,10/8/23,24-119,CAR,@,DET,L 24-42,9,35,3.9,0,2,55.6,RB
36,Tyjae Spears,34,7,Sun,5,5,10/8/23,22-115,TEN,@,IND,L 16-23,7,34,4.9,1,2,57.1,RB
37,Justice Hill,32,7,Sun,5,5,10/8/23,25-328,BAL,@,PIT,L 10-17,7,32,4.6,1,4,57.1,RB
38,Miles Sanders,32,7,Sun,5,5,10/8/23,26-160,CAR,@,DET,L 24-42,7,32,4.6,0,2,57.1,RB
39,Trevor Lawrence,31,7,Sun,5,5,10/8/23,24-002,JAX,@,BUF,W 25-20,7,31,4.4,0,1,42.9,QB
40,Deebo Samuel,30,5,Sun,5,5,10/8/23,27-266,SFO,,DAL,W 42-10,5,30,6,0,0,80,WR
41,Tony Pollard,29,8,Sun,5,5,10/8/23,26-161,DAL,@,SFO,L 10-42,8,29,3.6,0,1,50,RB
42,Laviska Shenault Jr.,27,5,Sun,5,5,10/8/23,25-003,CAR,@,DET,L 24-42,5,27,5.4,0,2,60,WR
43,Khari Blasingame,26,8,Thu,5,5,10/5/23,27-096,CHI,@,WAS,W 40-20,8,26,3.3,0,,25,FB
44,Alexander Mattison,26,8,Sun,5,5,10/8/23,25-111,MIN,,KAN,L 20-27,8,26,3.3,0,0,37.5,RB
45,Zach Wilson,26,3,Sun,5,5,10/8/23,24-066,NYJ,@,DEN,W 31-21,3,26,8.7,0,0,66.7,QB
46,Eric Gray,25,12,Sun,5,5,10/8/23,23-338,NYG,@,MIA,L 16-31,12,25,2.1,0,,25,RB
47,Daniel Jones,24,4,Sun,5,5,10/8/23,26-134,NYG,@,MIA,L 16-31,4,24,6,0,2,75,QB
48,Rhamondre Stevenson,24,8,Sun,5,5,10/8/23,25-227,NWE,,NOR,L 0-34,8,24,3,0,,37.5,RB
49,Dalvin Cook,23,6,Sun,5,5,10/8/23,28-059,NYJ,@,DEN,W 31-21,6,23,3.8,0,2,50,RB
50,Samaje Perine,22,6,Sun,5,5,10/8/23,28-022,DEN,,NYJ,L 21-31,6,22,3.7,0,1,50,RB
51,Matt Breida,21,9,Sun,5,5,10/8/23,28-222,NYG,@,MIA,L 16-31,9,21,2.3,0,,33.3,RB
52,Tyrion Davis-Price,21,6,Sun,5,5,10/8/23,22-350,SFO,,DAL,W 42-10,6,21,3.5,0,1,50,RB
53,Ezekiel Elliott,21,8,Sun,5,5,10/8/23,28-078,NWE,,NOR,L 0-34,8,21,2.6,0,1,25,RB
54,Taysom Hill,19,3,Sun,5,5,10/8/23,33-046,NOR,@,NWE,W 34-0,3,19,6.3,0,1,66.7,QB
55,Sam Howell,19,4,Thu,5,5,10/5/23,23-019,WAS,,CHI,L 20-40,4,19,4.8,0,0,25,QB
56,Roschon Johnson,19,3,Thu,5,5,10/5/23,22-247,CHI,@,WAS,W 40-20,3,19,6.3,0,1,66.7,RB
57,Jonathan Taylor,18,6,Sun,5,5,10/8/23,24-262,IND,,TEN,W 23-16,6,18,3,0,0,33.3,RB
58,Kenneth Gainwell,17,7,Sun,5,5,10/8/23,24-208,PHI,@,LAR,W 23-14,7,17,2.4,0,1,28.6,RB
59,George Pickens,16,1,Sun,5,5,10/8/23,22-218,PIT,,BAL,W 17-10,1,16,16,0,1,100,WR
60,Tre Tucker,16,1,Mon,5,5,10/9/23,22-215,LVR,,GNB,W 17-13,1,16,16,0,1,100,WR
61,Cam Akers,15,5,Sun,5,5,10/8/23,24-108,MIN,,KAN,L 20-27,5,15,3,0,,20,RB
62,Ty Chandler,15,1,Sun,5,5,10/8/23,25-149,MIN,,KAN,L 20-27,1,15,15,0,1,100,RB
63,Rico Dowdle,15,5,Sun,5,5,10/8/23,25-116,DAL,@,SFO,L 10-42,5,15,3,0,1,40,RB
64,Josh Allen,14,4,Sun,5,5,10/8/23,27-140,BUF,,JAX,L 20-25,4,14,3.5,1,2,75,QB
65,Calvin Ridley,14,2,Sun,5,5,10/8/23,28-292,JAX,@,BUF,W 25-20,2,14,7,0,1,50,WR
66,Tyrod Taylor,14,3,Sun,5,5,10/8/23,34-066,NYG,@,MIA,L 16-31,3,14,4.7,0,1,33.3,QB
67,Damien Harris,13,3,Sun,5,5,10/8/23,26-239,BUF,,JAX,L 20-25,3,13,4.3,0,1,100,RB
68,Ryan Tannehill,12,2,Sun,5,5,10/8/23,35-073,TEN,@,IND,L 16-23,2,12,6,0,1,50,QB
69,Desmond Ridder,10,4,Sun,5,5,10/8/23,24-038,ATL,,HOU,W 21-19,4,10,2.5,1,1,50,QB
70,Brian Robinson Jr.,10,6,Thu,5,5,10/5/23,24-197,WAS,,CHI,L 20-40,6,10,1.7,0,1,33.3,RB
71,Brandon Powell,9,1,Sun,5,5,10/8/23,28-026,MIN,,KAN,L 20-27,1,9,9,0,0,100,WR
72,Tank Bigsby,8,3,Sun,5,5,10/8/23,22-039,JAX,@,BUF,W 25-20,3,8,2.7,0,,0,RB
73,Michael Carter,8,1,Sun,5,5,10/8/23,24-154,NYJ,@,DEN,W 31-21,1,8,8,0,,0,RB
74,Joe Burrow,7,4,Sun,5,5,10/8/23,26-302,CIN,@,ARI,W 34-20,4,7,1.8,0,1,50,QB
75,Jerick McKinnon,7,1,Sun,5,5,10/8/23,31-158,KAN,@,MIN,W 27-20,1,7,7,0,1,100,RB
76,Deuce Vaughn,7,3,Sun,5,5,10/8/23,21-340,DAL,@,SFO,L 10-42,3,7,2.3,0,,0,RB
77,Brandin Cooks,6,1,Sun,5,5,10/8/23,30-013,DAL,@,SFO,L 10-42,1,6,6,0,0,100,WR
78,Christian Kirk,6,1,Sun,5,5,10/8/23,26-324,JAX,@,BUF,W 25-20,1,6,6,0,0,100,WR
79,Latavius Murray,6,2,Sun,5,5,10/8/23,33-263,BUF,,JAX,L 20-25,2,6,3,0,,50,RB
80,Tua Tagovailoa,6,2,Sun,5,5,10/8/23,25-220,MIA,,NYG,W 31-16,2,6,3,0,0,0,QB
81,Kirk Cousins,5,3,Sun,5,5,10/8/23,35-050,MIN,,KAN,L 20-27,3,5,1.7,0,3,100,QB
82,Anthony Richardson,5,2,Sun,5,5,10/8/23,21-139,IND,,TEN,W 23-16,2,5,2.5,0,0,50,QB
83,Trayveon Williams,5,1,Sun,5,5,10/8/23,25-355,CIN,@,ARI,W 34-20,1,5,5,0,1,100,RB
84,Ameer Abdullah,4,1,Mon,5,5,10/9/23,30-118,LVR,,GNB,W 17-13,1,4,4,0,0,0,RB
85,Derek Carr,4,2,Sun,5,5,10/8/23,32-194,NOR,@,NWE,W 34-0,2,4,2,0,0,50,QB
86,Clyde Edwards-Helaire,4,3,Sun,5,5,10/8/23,24-180,KAN,@,MIN,W 27-20,3,4,1.3,0,,0,RB
87,Jimmy Garoppolo,4,4,Mon,5,5,10/9/23,31-341,LVR,,GNB,W 17-13,4,4,1,0,1,25,QB
88,Isaiah McKenzie,4,1,Sun,5,5,10/8/23,28-182,IND,,TEN,W 23-16,1,4,4,0,,100,WR
89,Bryce Young,4,1,Sun,5,5,10/8/23,22-075,CAR,@,DET,L 24-42,1,4,4,0,0,100,QB
90,DeAndre Carter,3,2,Mon,5,5,10/9/23,30-182,LVR,,GNB,W 17-13,2,3,1.5,0,1,50,WR
91,Dak Prescott,2,1,Sun,5,5,10/8/23,30-071,DAL,@,SFO,L 10-42,1,2,2,0,1,100,QB
92,C.J. Stroud,2,1,Sun,5,5,10/8/23,22-005,HOU,@,ATL,L 19-21,1,2,2,0,1,100,QB
93,Patrick Taylor,2,2,Mon,5,5,10/9/23,25-163,GNB,@,LVR,L 13-17,2,2,1,0,1,50,RB
94,Jamal Agnew,1,1,Sun,5,5,10/8/23,28-188,JAX,@,BUF,W 25-20,1,1,1,0,,0,WR
95,Andy Dalton,1,1,Sun,5,5,10/8/23,35-344,CAR,@,DET,L 24-42,1,1,1,0,1,100,QB
96,Joshua Dobbs,1,3,Sun,5,5,10/8/23,28-255,ARI,,CIN,L 20-34,3,1,0.3,0,1,33.3,QB
97,Gardner Minshew II,1,2,Sun,5,5,10/8/23,27-145,IND,,TEN,W 23-16,2,1,0.5,0,0,0,QB
98,Ronnie Rivers,1,1,Sun,5,5,10/8/23,24-250,LAR,,PHI,L 14-23,1,1,1,0,,0,RB
99,Wan'Dale Robinson,1,1,Sun,5,5,10/8/23,22-276,NYG,@,MIA,L 16-31,1,1,1,0,0,0,WR
100,Kadarius Toney,1,1,Sun,5,5,10/8/23,24-254,KAN,@,MIN,W 27-20,1,1,1,0,0,0,WR
101,Jared Goff,0,2,Sun,5,5,10/8/23,28-359,DET,,CAR,W 42-24,2,0,0,1,1,50,QB
102,KhaDarel Hodge,0,1,Sun,5,5,10/8/23,28-278,ATL,,HOU,W 21-19,1,0,0,0,0,0,WR
103,Mac Jones,0,1,Sun,5,5,10/8/23,25-033,NWE,,NOR,L 0-34,1,0,0,0,0,0,QB
104,Jakobi Meyers,0,1,Mon,5,5,10/9/23,26-334,LVR,,GNB,W 17-13,1,0,0,0,0,0,WR
105,Ty Montgomery,0,1,Sun,5,5,10/8/23,30-259,NWE,,NOR,L 0-34,1,0,0,0,,0,RB
106,Sam Darnold,-1,1,Sun,5,5,10/8/23,26-125,SFO,,DAL,W 42-10,1,-1,-1,0,,0,QB
107,Teddy Bridgewater,-2,2,Sun,5,5,10/8/23,30-332,DET,,CAR,W 42-24,2,-2,-1,0,,0,QB
108,Cooper Rush,-2,1,Sun,5,5,10/8/23,29-321,DAL,@,SFO,L 10-42,1,-2,-2,0,,0,QB
109,James Cook,-4,5,Sun,5,5,10/8/23,24-013,BUF,,JAX,L 20-25,5,-4,-0.8,0,0,20,RB
110,Tank Dell,-4,2,Sun,5,5,10/8/23,23-344,HOU,@,ATL,L 19-21,2,-4,-2,0,0,0,WR
111,Jameis Winston,-4,3,Sun,5,5,10/8/23,29-275,NOR,@,NWE,W 34-0,3,-4,-1.3,0,,0,QB
112,Christian Watson,-5,1,Mon,5,5,10/9/23,24-150,GNB,@,LVR,L 13-17,1,-5,-5,0,0,0,WR
113,Kenny Pickett,-6,6,Sun,5,5,10/8/23,25-124,PIT,,BAL,W 17-10,6,-6,-1,0,0,0,QB
,,,,,,,,,,,,,,,,,,,
