Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
201,Darrynton Evans,2,1,Sun,6,6,10/15/23,25-098,CHI,,MIN,L 13-19,1,1,2,2,0,100,2,0,0,RB
202,D'Onta Foreman,2,1,Sun,6,6,10/15/23,27-174,CHI,,MIN,L 13-19,1,1,2,2,0,100,2,1,100,RB
203,Chuba Hubbard,2,1,Sun,6,6,10/15/23,24-126,CAR,@,MIA,L 21-42,1,1,2,2,0,100,2,0,0,RB
204,Joshua Kelley,2,2,Mon,5,6,10/16/23,25-330,LAC,,DAL,L 17-20,2,1,2,2,0,50,1,,0,RB
205,Logan Thomas,2,1,Sun,6,6,10/15/23,32-106,WAS,@,ATL,W 24-16,1,1,2,2,0,100,2,,0,TE
206,Khari Blasingame,1,1,Sun,6,6,10/15/23,27-106,CHI,,MIN,L 13-19,1,1,1,1,0,100,1,,0,FB
207,Antonio Gibson,1,1,Sun,6,6,10/15/23,25-114,WAS,@,ATL,W 24-16,1,1,1,1,1,100,1,1,100,RB
208,George Kittle,1,2,Sun,6,6,10/15/23,30-006,SFO,@,CLE,L 17-19,2,1,1,1,0,50,0.5,,0,TE
209,Ameer Abdullah,0,1,Sun,6,6,10/15/23,30-124,LVR,,NWE,W 21-17,1,0,0,,0,0,0,,0,RB
210,Jordan Akins,0,2,Sun,5,6,10/15/23,31-179,CLE,,SFO,W 19-17,2,0,0,,0,0,0,,0,TE
211,Tyler Allgeier,0,1,Sun,6,6,10/15/23,23-183,ATL,,WAS,L 16-24,1,0,0,,0,0,0,0,0,RB
212,Matt Breida,0,1,Sun,6,6,10/15/23,28-229,NYG,@,BUF,L 9-14,1,0,0,,0,0,0,,0,RB
213,Dyami Brown,0,1,Sun,6,6,10/15/23,23-348,WAS,@,ATL,W 24-16,1,0,0,,0,0,0,,0,WR
214,Harrison Bryant,0,1,Sun,5,6,10/15/23,25-175,CLE,,SFO,W 19-17,1,0,0,,0,0,0,,0,TE
215,DeAndre Carter,0,1,Sun,6,6,10/15/23,30-188,LVR,,NWE,W 21-17,1,0,0,,0,0,0,,0,WR
216,Michael Carter,0,1,Sun,6,6,10/15/23,24-161,NYJ,,PHI,W 20-14,1,0,0,,0,0,0,,0,RB
217,Randall Cobb,0,3,Sun,6,6,10/15/23,33-054,NYJ,,PHI,W 20-14,3,0,0,,0,0,0,,0,WR
218,Greg Dortch,0,1,Sun,6,6,10/15/23,25-139,ARI,@,LAR,L 9-26,1,0,0,,0,0,0,,0,WR
219,Jahan Dotson,0,1,Sun,6,6,10/15/23,23-207,WAS,@,ATL,W 24-16,1,0,0,,0,0,0,,0,WR
220,Ross Dwelley,0,1,Sun,6,6,10/15/23,28-262,SFO,@,CLE,L 17-19,1,0,0,,0,0,0,,0,TE
221,Mecole Hardman,0,2,Sun,6,6,10/15/23,25-217,NYJ,,PHI,W 20-14,2,0,0,,0,0,0,,0,WR
222,Justice Hill,0,3,Sun,6,6,10/15/23,25-335,BAL,@,TEN,W 24-16,3,3,0,0,0,100,0,0,0,RB
223,KhaDarel Hodge,0,1,Sun,6,6,10/15/23,28-285,ATL,,WAS,L 16-24,1,0,0,,0,0,0,,0,WR
224,Van Jefferson,0,2,Sun,6,6,10/15/23,27-081,ATL,,WAS,L 16-24,2,0,0,,0,0,0,,0,WR
225,Brandon Johnson,0,2,Thu,6,6,10/12/23,25-078,DEN,@,KAN,L 8-19,2,0,0,,0,0,0,,0,WR
226,Quentin Johnston,0,2,Mon,5,6,10/16/23,22-040,LAC,,DAL,L 17-20,2,0,0,,0,0,0,,0,WR
227,Will Mallory,0,1,Sun,6,6,10/15/23,24-115,IND,@,JAX,L 20-37,1,0,0,,0,0,0,,0,TE
228,Chris Manhertz,0,1,Thu,6,6,10/12/23,31-185,DEN,@,KAN,L 8-19,1,0,0,,0,0,0,,0,TE
229,Terrace Marshall Jr.,0,3,Sun,6,6,10/15/23,23-128,CAR,@,MIA,L 21-42,3,0,0,,0,0,0,,0,WR
230,Sean McKeon,0,1,Mon,6,6,10/16/23,25-292,DAL,@,LAC,W 20-17,1,0,0,,0,0,0,,0,TE
231,Andrew Ogletree,0,1,Sun,6,6,10/15/23,25-079,IND,@,JAX,L 20-37,1,0,0,,0,0,0,,0,TE
232,Zach Pascal,0,1,Sun,6,6,10/15/23,28-301,ARI,@,LAR,L 9-26,1,0,0,,0,0,0,,0,WR
233,Donovan Peoples-Jones,0,1,Sun,5,6,10/15/23,24-238,CLE,,SFO,W 19-17,1,0,0,,0,0,0,,0,WR
234,Amari Rodgers,0,2,Sun,6,6,10/15/23,24-022,IND,@,JAX,L 20-37,2,0,0,,0,0,0,,0,WR
235,Deebo Samuel,0,1,Sun,6,6,10/15/23,27-273,SFO,@,CLE,L 17-19,1,0,0,,0,0,0,,0,WR
236,Trey Sermon,0,1,Sun,6,6,10/15/23,24-258,IND,@,JAX,L 20-37,1,0,0,,0,0,0,,0,RB
237,Durham Smythe,0,1,Sun,6,6,10/15/23,28-067,MIA,,CAR,W 42-21,1,0,0,,0,0,0,,0,TE
238,Trent Taylor,0,1,Sun,6,6,10/15/23,29-168,CHI,,MIN,L 13-19,1,0,0,,0,0,0,,0,WR
239,C.J. Uzomah,0,1,Sun,6,6,10/15/23,30-274,NYJ,,PHI,W 20-14,1,0,0,,0,0,0,,0,TE
