Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
64,Velus Jones Jr.,15,2,Sun,6,6,10/15/23,26-157,CHI,,MIN,L 13-19,2,15,7.5,0,1,50,WR
65,Trevor Lawrence,15,3,Sun,6,6,10/15/23,24-009,JAX,,IND,W 37-20,3,15,5,0,0,66.7,QB
66,Craig Reynolds,15,10,Sun,6,6,10/15/23,27-122,DET,@,TAM,W 20-6,10,15,1.5,0,1,20,RB
67,Tyjae Spears,15,4,Sun,6,6,10/15/23,22-122,TEN,,BAL,L 16-24,4,15,3.8,0,1,25,RB
68,Zach Wilson,15,4,Sun,6,6,10/15/23,24-073,NYJ,,PHI,W 20-14,4,15,3.8,0,0,25,QB
69,Brandin Cooks,14,1,Mon,6,6,10/16/23,30-021,DAL,@,LAC,W 20-17,1,14,14,0,1,100,WR
70,David Montgomery,14,6,Sun,6,6,10/15/23,26-130,DET,@,TAM,W 20-6,6,14,2.3,0,0,50,RB
71,Matt Breida,13,4,Sun,6,6,10/15/23,28-229,NYG,@,BUF,L 9-14,4,13,3.3,0,,50,RB
72,Kenneth Gainwell,13,2,Sun,6,6,10/15/23,24-215,PHI,@,NYJ,L 14-20,2,13,6.5,0,1,50,RB
73,Dalvin Cook,12,3,Sun,6,6,10/15/23,28-066,NYJ,,PHI,W 20-14,3,12,4,0,1,33.3,RB
74,Rico Dowdle,12,3,Mon,6,6,10/16/23,25-124,DAL,@,LAC,W 20-17,3,12,4,0,,33.3,RB
75,Josh Allen,11,2,Sun,6,6,10/15/23,27-147,BUF,,NYG,W 14-9,2,11,5.5,0,0,50,QB
76,Mike Boone,11,1,Sun,6,6,10/15/23,28-077,HOU,,NOR,W 20-13,1,11,11,0,1,100,S
77,Emari Demercado,11,2,Sun,6,6,10/15/23,24-268,ARI,@,LAR,L 9-26,2,11,5.5,0,1,100,RB
78,Deebo Samuel,11,2,Sun,6,6,10/15/23,27-273,SFO,@,CLE,L 17-19,2,11,5.5,0,,50,WR
79,Zach Evans,10,4,Sun,6,6,10/15/23,22-138,LAR,,ARI,W 26-9,4,10,2.5,0,,0,RB
80,Ronnie Rivers,9,3,Sun,6,6,10/15/23,24-257,LAR,,ARI,W 26-9,3,9,3,0,,33.3,RB
81,Ke'Shawn Vaughn,9,6,Sun,5,6,10/15/23,26-164,TAM,,DET,L 6-20,6,9,1.5,0,,33.3,RB
82,Cam Akers,8,1,Sun,6,6,10/15/23,24-115,MIN,@,CHI,W 19-13,1,8,8,0,1,100,RB
83,Elijah Moore,8,1,Sun,5,6,10/15/23,23-202,CLE,,SFO,W 19-17,1,8,8,0,1,100,WR
84,Clyde Edwards-Helaire,7,2,Thu,6,6,10/12/23,24-184,KAN,,DEN,W 19-8,2,7,3.5,0,0,0,RB
85,Brock Purdy,7,3,Sun,6,6,10/15/23,23-292,SFO,@,CLE,L 17-19,3,7,2.3,0,1,66.7,QB
86,Baker Mayfield,6,2,Sun,5,6,10/15/23,28-184,TAM,,DET,L 6-20,2,6,3,0,0,0,QB
87,Michael Carter,5,1,Sun,6,6,10/15/23,24-161,NYJ,,PHI,W 20-14,1,5,5,0,,0,RB
88,Zach Charbonnet,5,2,Sun,5,6,10/15/23,22-280,SEA,@,CIN,L 13-17,2,5,2.5,0,1,50,RB
89,Devine Ozigbo,5,3,Sun,6,6,10/15/23,27-013,DET,@,TAM,W 20-6,3,5,1.7,0,1,66.7,RB
90,Deven Thompkins,5,1,Sun,5,6,10/15/23,23-296,TAM,,DET,L 6-20,1,5,5,0,,100,WR
91,Tyson Bagent,4,2,Sun,6,6,10/15/23,23-129,CHI,,MIN,L 13-19,2,4,2,1,1,50,QB
92,Kendrick Bourne,4,1,Sun,6,6,10/15/23,28-072,NWE,@,LVR,L 17-21,1,4,4,0,1,100,WR
93,Chase Brown,4,1,Sun,6,6,10/15/23,23-208,CIN,,SEA,W 17-13,1,4,4,0,,0,RB
94,Joe Burrow,4,2,Sun,6,6,10/15/23,26-309,CIN,,SEA,W 17-13,2,4,2,0,1,50,QB
95,Jimmy Garoppolo,4,2,Sun,6,6,10/15/23,31-347,LVR,,NWE,W 21-17,2,4,2,0,1,50,QB
96,Gardner Minshew II,4,2,Sun,6,6,10/15/23,27-152,IND,@,JAX,L 20-37,2,4,2,0,0,0,QB
97,Tre Tucker,4,1,Sun,6,6,10/15/23,22-221,LVR,,NWE,W 21-17,1,4,4,0,0,100,WR
98,Jared Goff,3,2,Sun,6,6,10/15/23,29-001,DET,@,TAM,W 20-6,2,3,1.5,0,0,0,QB
99,Sam Howell,3,4,Sun,6,6,10/15/23,23-029,WAS,@,ATL,W 24-16,4,3,0.8,0,1,25,QB
100,Kalif Raymond,3,1,Sun,6,6,10/15/23,29-068,DET,@,TAM,W 20-6,1,3,3,0,0,0,WR
101,Tank Bigsby,2,3,Sun,6,6,10/15/23,22-046,JAX,,IND,W 37-20,3,2,0.7,0,1,33.3,RB
102,Michael Burton,2,2,Thu,6,6,10/12/23,31-253,DEN,@,KAN,L 8-19,2,2,1,0,1,50,FB
103,Derek Carr,2,1,Sun,6,6,10/15/23,32-201,NOR,@,HOU,L 13-20,1,2,2,0,1,100,QB
104,Gerald Everett,2,1,Mon,5,6,10/16/23,29-113,LAC,,DAL,L 17-20,1,2,2,0,0,0,TE
105,Eric Gray,2,1,Sun,6,6,10/15/23,23-345,NYG,@,BUF,L 9-14,1,2,2,0,1,100,RB
106,Taysom Hill,2,1,Sun,6,6,10/15/23,33-053,NOR,@,HOU,L 13-20,1,2,2,0,,0,QB
107,Joshua Kelley,2,1,Mon,5,6,10/16/23,25-330,LAC,,DAL,L 17-20,1,2,2,0,,0,RB
108,Boston Scott,2,2,Sun,6,6,10/15/23,28-171,PHI,@,NYJ,L 14-20,2,2,1,0,0,50,RB
109,Laviska Shenault Jr.,2,1,Sun,6,6,10/15/23,25-010,CAR,@,MIA,L 21-42,1,2,2,0,,0,WR
110,Isaiah Spiller,2,1,Mon,5,6,10/16/23,22-068,LAC,,DAL,L 17-20,1,2,2,0,,0,RB
111,Matthew Stafford,2,1,Sun,6,6,10/15/23,35-250,LAR,,ARI,W 26-9,1,2,2,0,0,0,QB
112,C.J. Stroud,2,3,Sun,6,6,10/15/23,22-012,HOU,,NOR,W 20-13,3,2,0.7,0,0,0,QB
113,Zamir White,2,2,Sun,6,6,10/15/23,24-027,LVR,,NWE,W 21-17,2,2,1,0,,0,RB
114,Zay Flowers,1,1,Sun,6,6,10/15/23,23-034,BAL,@,TEN,W 24-16,1,1,1,0,0,0,WR
115,Noah Gray,1,1,Thu,6,6,10/12/23,24-165,KAN,,DEN,W 19-8,1,1,1,0,0,0,TE
116,Damien Harris,1,1,Sun,6,6,10/15/23,26-246,BUF,,NYG,W 14-9,1,1,1,0,1,100,RB
117,P.J. Walker,1,3,Sun,5,6,10/15/23,28-231,CLE,,SFO,W 19-17,3,1,0.3,0,1,33.3,QB
118,Mark Andrews,0,1,Sun,6,6,10/15/23,28-039,BAL,@,TEN,W 24-16,1,0,0,0,0,0,TE
119,Cordarrelle Patterson,0,1,Sun,6,6,10/15/23,32-212,ATL,,WAS,L 16-24,1,0,0,0,0,0,RB
120,Curtis Samuel,0,1,Sun,6,6,10/15/23,27-065,WAS,@,ATL,W 24-16,1,0,0,0,0,0,WR
121,Tua Tagovailoa,0,1,Sun,6,6,10/15/23,25-227,MIA,,CAR,W 42-21,1,0,0,0,0,0,QB
122,Mac Jones,-1,1,Sun,6,6,10/15/23,25-040,NWE,@,LVR,L 17-21,1,-1,-1,0,0,0,QB
123,Kendre Miller,-1,2,Sun,6,6,10/15/23,21-126,NOR,@,HOU,L 13-20,2,-1,-0.5,0,1,50,RB
124,Brandon Powell,-1,1,Sun,6,6,10/15/23,28-033,MIN,@,CHI,W 19-13,1,-1,-1,0,0,0,WR
125,C.J. Beathard,-2,3,Sun,6,6,10/15/23,29-333,JAX,,IND,W 37-20,3,-2,-0.7,0,,0,QB
126,Brian Hoyer,-3,3,Sun,6,6,10/15/23,38-002,LVR,,NWE,W 21-17,3,-3,-1,0,0,0,QB
127,Elijah Mitchell,-3,2,Sun,6,6,10/15/23,25-166,SFO,@,CLE,L 17-19,2,-3,-1.5,0,,0,RB
128,Rondale Moore,-4,3,Sun,6,6,10/15/23,23-128,ARI,@,LAR,L 9-26,3,-4,-1.3,0,0,0,WR
129,Calvin Ridley,-4,1,Sun,6,6,10/15/23,28-299,JAX,,IND,W 37-20,1,-4,-4,0,0,0,WR
130,Mike White,-4,3,Sun,6,6,10/15/23,28-204,MIA,,CAR,W 42-21,3,-4,-1.3,0,,0,QB
131,Kirk Cousins,-5,2,Sun,6,6,10/15/23,35-057,MIN,@,CHI,W 19-13,2,-5,-2.5,0,1,50,QB
132,Kadarius Toney,-5,2,Thu,6,6,10/12/23,24-258,KAN,,DEN,W 19-8,2,-5,-2.5,0,0,0,WR
,,,,,,,,,,,,,,,,,,,
