Rk,Player,Rate,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Pos.
1,Brock Purdy,148.8,27,Sun,12,13,12/3/23,23-341,SFO,@,PHI,W 42-19,19,27,8,70.4,314,4,0,0,14.8,0,148.8,2,4,6.9,11.6,14.59,13.45,16.5,55.2,QB
2,Tua Tagovailoa,141,24,Sun,12,13,12/3/23,25-276,MIA,@,WAS,W 45-15,18,24,6,75,280,2,0,0,8.3,0,141,0,0,0,11.7,13.33,13.33,15.6,50,QB
3,Trevor Lawrence,125.4,29,Mon,12,13,12/4/23,24-059,JAX,,CIN,L 31-34 (OT),22,29,7,75.9,258,2,0,0,6.9,0,125.4,2,14,6.45,8.9,10.28,9.16,11.7,51.6,QB
4,Davis Mills,118.7,1,Sun,12,13,12/3/23,25-043,HOU,,DEN,W 22-17,1,1,0,100,18,0,0,0,0,0,118.7,0,0,0,18,18,18,18,100,QB
5,Jordan Love,118.6,36,Sun,12,13,12/3/23,25-031,GNB,,KAN,W 27-19,25,36,11,69.4,267,3,0,0,8.3,0,118.6,2,14,5.26,7.4,9.08,8.24,10.7,55.3,QB
6,Jared Goff,117.6,25,Sun,12,13,12/3/23,29-050,DET,@,NOR,W 33-28,16,25,9,64,213,2,0,0,8,0,117.6,1,8,3.85,8.5,10.12,9.42,13.3,42.3,QB
7,Dak Prescott,115.8,41,Thu,12,13,11/30/23,30-124,DAL,,SEA,W 41-35,29,41,12,70.7,299,3,0,0,7.3,0,115.8,4,24,8.89,7.3,8.76,7.44,10.3,55.6,QB
8,Jake Browning,115.5,37,Mon,12,13,12/4/23,27-237,CIN,@,JAX,W 34-31 (OT),32,37,5,86.5,354,1,0,0,2.7,0,115.5,2,12,5.13,9.6,10.11,9.28,11.1,56.4,QB
9,Matthew Stafford,110.1,37,Sun,12,13,12/3/23,35-299,LAR,,CLE,W 36-19,22,37,15,59.5,279,3,0,0,8.1,0,110.1,0,0,0,7.5,9.16,9.16,12.7,43.2,QB
10,C.J. Stroud,106.1,27,Sun,12,13,12/3/23,22-061,HOU,,DEN,W 22-17,16,27,11,59.3,274,1,0,0,3.7,0,106.1,5,28,15.63,10.1,10.89,8.31,17.1,40.6,QB
11,Derek Carr,105.5,22,Sun,12,13,12/3/23,32-250,NOR,,DET,L 28-33,17,22,5,77.3,226,1,1,0,4.5,4.5,105.5,2,18,8.33,10.3,9.14,7.63,13.3,54.2,QB
12,Mitchell Trubisky,104.3,17,Sun,12,13,12/3/23,29-105,PIT,,ARI,L 10-24,11,17,6,64.7,117,1,0,0,5.9,0,104.3,0,0,0,6.9,8.06,8.06,10.6,58.8,QB
13,Gardner Minshew II,100.5,42,Sun,12,13,12/3/23,27-201,IND,@,TEN,W 31-28 (OT),26,42,16,61.9,312,2,0,0,4.8,0,100.5,3,12,6.67,7.4,8.38,7.56,12,44.4,QB
14,Geno Smith,97,41,Thu,12,13,11/30/23,33-051,SEA,@,DAL,L 35-41,23,41,18,56.1,334,3,1,0,7.3,2.4,97,0,0,0,8.1,8.51,8.51,14.5,48.8,QB
15,C.J. Beathard,92.9,10,Mon,12,13,12/4/23,30-018,JAX,,CIN,L 31-34 (OT),9,10,1,90,63,0,0,0,0,0,92.9,2,2,16.67,6.3,6.3,5.08,7,41.7,QB
16,Kyler Murray,89.9,23,Sun,13,13,12/3/23,26-118,ARI,@,PIT,W 24-10,13,23,10,56.5,145,1,0,0,4.3,0,89.9,2,13,8,6.3,7.17,6.08,11.2,36,QB
17,Kenny Pickett,89.6,10,Sun,12,13,12/3/23,25-180,PIT,,ARI,L 10-24,7,10,3,70,70,0,0,0,0,0,89.6,0,0,0,7,7,7,10,50,QB
18,Jalen Hurts,85.2,45,Sun,12,13,12/3/23,25-118,PHI,,SFO,L 19-42,26,45,19,57.8,298,1,0,0,2.2,0,85.2,3,27,6.25,6.6,7.07,6.06,11.5,45.8,QB
19,Will Levis,80.9,33,Sun,12,13,12/3/23,24-159,TEN,,IND,L 28-31 (OT),16,33,17,48.5,224,1,0,0,3,0,80.9,6,20,15.38,6.8,7.39,5.74,14,33.3,QB
20,Marcus Mariota,79.9,3,Sun,12,13,12/3/23,30-034,PHI,,SFO,L 19-42,2,3,1,66.7,16,0,0,0,0,0,79.9,0,0,0,5.3,5.33,5.33,8,33.3,QB
21,Ja'Marr Chase,79.2,1,Mon,12,13,12/4/23,23-278,CIN,@,JAX,W 34-31 (OT),1,1,0,100,-7,0,0,0,0,0,79.2,0,0,0,-7,-7,-7,-7,0,WR
22,Mike White,79.2,1,Sun,12,13,12/3/23,28-253,MIA,@,WAS,W 45-15,1,1,0,100,3,0,0,0,0,0,79.2,0,0,0,3,3,3,3,0,QB
23,Patrick Mahomes,79.1,33,Sun,12,13,12/3/23,28-077,KAN,@,GNB,L 19-27,21,33,12,63.6,210,1,1,0,3,3,79.1,3,21,8.33,6.4,5.61,4.56,10,47.2,QB
24,Justin Herbert,75.5,37,Sun,12,13,12/3/23,25-268,LAC,@,NWE,W 6-0,22,37,15,59.5,212,0,0,0,0,0,75.5,0,0,0,5.7,5.73,5.73,9.6,51.4,QB
25,Joe Flacco,75.4,44,Sun,12,13,12/3/23,38-321,CLE,@,LAR,L 19-36,23,44,21,52.3,254,2,1,0,4.5,2.3,75.4,2,14,4.35,5.8,5.66,5.11,11,45.7,QB
