Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
1,Jaylen Warren,129,9,Sun,10,11,11/19/23,25-018,PIT,@,CLE,L 10-13,9,129,14.3,1,5,66.7,RB
2,Devin Singletary,112,22,Sun,10,11,11/19/23,26-077,HOU,,ARI,W 21-16,22,112,5.1,1,4,45.5,RB
3,Justin Fields,104,18,Sun,11,11,11/19/23,24-259,CHI,@,DET,L 26-31,18,104,5.8,0,4,61.1,QB
4,Isiah Pacheco,89,19,Mon,10,11,11/20/23,24-263,KAN,,PHI,L 17-21,19,89,4.7,0,5,36.8,RB
5,Raheem Mostert,86,22,Sun,10,11,11/19/23,31-224,MIA,,LVR,W 20-13,22,86,3.9,0,6,50,RB
6,Saquon Barkley,83,14,Sun,11,11,11/19/23,26-283,NYG,@,WAS,W 31-19,14,83,5.9,0,3,35.7,RB
7,Alexander Mattison,81,18,Sun,11,11,11/19/23,25-153,MIN,@,DEN,L 20-21,18,81,4.5,0,3,50,RB
8,Christian McCaffrey,78,21,Sun,10,11,11/19/23,27-165,SFO,,TAM,W 27-14,21,78,3.7,0,4,47.6,RB
9,David Montgomery,76,12,Sun,10,11,11/19/23,26-165,DET,,CHI,W 31-26,12,76,6.3,1,5,75,RB
10,D'Andre Swift,76,12,Mon,10,11,11/20/23,24-310,PHI,@,KAN,W 21-17,12,76,6.3,1,4,41.7,RB
11,Ty Chandler,73,10,Sun,11,11,11/19/23,25-191,MIN,@,DEN,L 20-21,10,73,7.3,0,3,70,RB
12,James Cook,73,17,Sun,11,11,11/19/23,24-055,BUF,,NYJ,W 32-6,17,73,4.3,0,3,52.9,RB
13,Royce Freeman,73,17,Sun,10,11,11/19/23,27-268,LAR,,SEA,W 17-16,17,73,4.3,0,4,58.8,RB
14,Justin Herbert,73,8,Sun,10,11,11/19/23,25-254,LAC,@,GNB,L 20-23,8,73,9.1,0,3,62.5,QB
15,Brian Robinson Jr.,73,17,Sun,11,11,11/19/23,24-242,WAS,,NYG,L 19-31,17,73,4.3,0,6,52.9,RB
16,Joe Mixon,69,16,Thu,10,11,11/16/23,27-115,CIN,@,BAL,L 20-34,16,69,4.3,0,4,43.8,RB
17,Austin Ekeler,64,10,Sun,10,11,11/19/23,28-186,LAC,@,GNB,L 20-23,10,64,6.4,0,2,30,RB
18,James Conner,62,14,Sun,11,11,11/19/23,28-198,ARI,@,HOU,L 16-21,14,62,4.4,0,4,35.7,RB
19,Gus Edwards,62,12,Thu,11,11,11/16/23,28-217,BAL,,CIN,W 34-20,12,62,5.2,2,6,66.7,RB
20,Tony Pollard,61,12,Sun,10,11,11/19/23,26-203,DAL,@,CAR,W 33-10,12,61,5.1,1,3,58.3,RB
21,Chuba Hubbard,57,10,Sun,10,11,11/19/23,24-161,CAR,,DAL,L 10-33,10,57,5.7,0,2,50,RB
22,Lamar Jackson,54,9,Thu,11,11,11/16/23,26-313,BAL,,CIN,W 34-20,9,54,6,0,2,55.6,QB
23,Travis Etienne,52,14,Sun,10,11,11/19/23,24-297,JAX,,TEN,W 34-14,14,52,3.7,0,3,42.9,RB
24,Kyler Murray,51,7,Sun,11,11,11/19/23,26-104,ARI,@,HOU,L 16-21,7,51,7.3,1,3,71.4,QB
25,Miles Sanders,50,11,Sun,10,11,11/19/23,26-202,CAR,,DAL,L 10-33,11,50,4.5,0,4,54.5,RB
26,Zach Charbonnet,47,15,Sun,10,11,11/19/23,22-315,SEA,@,LAR,L 16-17,15,47,3.1,0,3,46.7,RB
27,Jayden Reed,46,3,Sun,10,11,11/19/23,23-205,GNB,,LAC,W 23-20,3,46,15.3,1,2,66.7,WR
28,Chris Rodriguez,43,6,Sun,11,11,11/19/23,23-054,WAS,,NYG,L 19-31,6,43,7.2,0,3,83.3,RB
29,Jake Browning,40,4,Thu,10,11,11/16/23,27-219,CIN,@,BAL,L 20-34,4,40,10,0,2,75,QB
30,Josh Jacobs,39,14,Sun,11,11,11/19/23,25-281,LVR,@,MIA,L 13-20,14,39,2.8,0,1,35.7,RB
31,Derrick Henry,38,10,Sun,10,11,11/19/23,29-319,TEN,@,JAX,L 14-34,10,38,3.8,0,2,30,RB
32,Patrick Mahomes,38,6,Mon,10,11,11/20/23,28-064,KAN,,PHI,L 17-21,6,38,6.3,0,2,50,QB
33,Chris Moore,38,1,Sun,10,11,11/19/23,30-156,TEN,@,JAX,L 14-34,1,38,38,0,1,100,WR
34,Javonte Williams,37,11,Sun,10,11,11/19/23,23-208,DEN,,MIN,W 21-20,11,37,3.4,0,1,36.4,RB
35,Jahmyr Gibbs,36,8,Sun,10,11,11/19/23,21-244,DET,,CHI,W 31-26,8,36,4.5,1,3,50,RB
36,Kareem Hunt,36,12,Sun,10,11,11/19/23,28-105,CLE,,PIT,W 13-10,12,36,3,0,3,41.7,RB
37,Najee Harris,35,12,Sun,10,11,11/19/23,25-255,PIT,@,CLE,L 10-13,12,35,2.9,0,1,33.3,RB
38,Khalil Herbert,35,16,Sun,11,11,11/19/23,25-212,CHI,@,DET,L 26-31,16,35,2.2,0,2,31.3,RB
39,Sam Howell,35,3,Sun,11,11,11/19/23,23-064,WAS,,NYG,L 19-31,3,35,11.7,1,3,100,QB
40,Latavius Murray,35,10,Sun,11,11,11/19/23,33-305,BUF,,NYJ,W 32-6,10,35,3.5,0,3,70,RB
41,Keaton Mitchell,33,8,Thu,11,11,11/16/23,21-303,BAL,,CIN,W 34-20,8,33,4.1,0,2,50,RB
42,Jerome Ford,31,12,Sun,10,11,11/19/23,23-345,CLE,,PIT,W 13-10,12,31,2.6,1,2,41.7,RB
43,Roschon Johnson,30,6,Sun,11,11,11/19/23,22-292,CHI,@,DET,L 26-31,6,30,5,0,3,50,RB
44,Rachaad White,30,9,Sun,10,11,11/19/23,24-311,TAM,@,SFO,L 14-27,9,30,3.3,1,4,55.6,RB
45,AJ Dillon,29,14,Sun,10,11,11/19/23,25-201,GNB,,LAC,W 23-20,14,29,2.1,0,3,57.1,RB
46,Jalen Hurts,29,12,Mon,10,11,11/20/23,25-105,PHI,@,KAN,W 21-17,12,29,2.4,2,5,50,QB
47,Elijah Mitchell,24,4,Sun,10,11,11/19/23,25-201,SFO,,TAM,W 27-14,4,24,6,0,1,50,RB
48,Rico Dowdle,23,8,Sun,10,11,11/19/23,25-158,DAL,@,CAR,W 33-10,8,23,2.9,0,1,25,RB
49,Derrick Gore,23,2,Sun,11,11,11/19/23,28-341,WAS,,NYG,L 19-31,2,23,11.5,0,1,50,RB
50,Breece Hall,23,10,Sun,10,11,11/19/23,22-172,NYJ,@,BUF,L 6-32,10,23,2.3,0,1,20,RB
51,Tank Bigsby,21,9,Sun,10,11,11/19/23,22-081,JAX,,TEN,W 34-14,9,21,2.3,0,2,22.2,RB
52,Joshua Dobbs,21,8,Sun,11,11,11/19/23,28-297,MIN,@,DEN,L 20-21,8,21,2.6,1,3,37.5,QB
53,Clyde Edwards-Helaire,20,2,Mon,10,11,11/20/23,24-223,KAN,,PHI,L 17-21,2,20,10,0,1,100,RB
54,D'Ernest Johnson,20,7,Sun,10,11,11/19/23,27-265,JAX,,TEN,W 34-14,7,20,2.9,0,0,14.3,RB
55,Dorian Thompson-Robinson,20,3,Sun,10,11,11/19/23,24-005,CLE,,PIT,W 13-10,3,20,6.7,0,2,66.7,QB
56,Trayveon Williams,20,2,Thu,10,11,11/16/23,26-029,CIN,@,BAL,L 20-34,2,20,10,0,,0,RB
57,Calvin Ridley,18,1,Sun,10,11,11/19/23,28-334,JAX,,TEN,W 34-14,1,18,18,0,1,100,WR
58,Kenneth Walker III,18,4,Sun,10,11,11/19/23,23-030,SEA,@,LAR,L 16-17,4,18,4.5,0,,75,RB
59,Trevor Lawrence,17,5,Sun,10,11,11/19/23,24-044,JAX,,TEN,W 34-14,5,17,3.4,2,2,40,QB
60,Deven Thompkins,17,1,Sun,10,11,11/19/23,23-331,TAM,@,SFO,L 14-27,1,17,17,0,1,100,WR
61,Josh Allen,15,5,Sun,11,11,11/19/23,27-182,BUF,,NYJ,W 32-6,5,15,3,0,2,60,QB
62,Zach Wilson,15,4,Sun,10,11,11/19/23,24-108,NYJ,@,BUF,L 6-32,4,15,3.8,0,0,25,QB
63,D'Onta Foreman,14,6,Sun,11,11,11/19/23,27-209,CHI,@,DET,L 26-31,6,14,2.3,1,2,66.7,RB
64,Aaron Jones,14,4,Sun,10,11,11/19/23,28-352,GNB,,LAC,W 23-20,4,14,3.5,0,,25,RB
65,Brock Purdy,14,4,Sun,10,11,11/19/23,23-327,SFO,,TAM,W 27-14,4,14,3.5,0,2,50,QB
66,Tyjae Spears,14,4,Sun,10,11,11/19/23,22-157,TEN,@,JAX,L 14-34,4,14,3.5,0,,50,RB
67,Kadarius Toney,14,2,Mon,10,11,11/20/23,24-297,KAN,,PHI,L 17-21,2,14,7,0,1,50,WR
68,Dalvin Cook,13,2,Sun,10,11,11/19/23,28-101,NYJ,@,BUF,L 6-32,2,13,6.5,0,,0,RB
69,Joshua Kelley,13,6,Sun,10,11,11/19/23,25-364,LAC,@,GNB,L 20-23,6,13,2.2,0,,16.7,RB
70,KaVontae Turpin,13,1,Sun,10,11,11/19/23,27-109,DAL,@,CAR,W 33-10,1,13,13,0,1,100,WR
71,Emanuel Wilson,12,3,Sun,10,11,11/19/23,24-195,GNB,,LAC,W 23-20,3,12,4,0,0,66.7,RB
72,Israel Abanikanda,11,1,Sun,10,11,11/19/23,21-045,NYJ,@,BUF,L 6-32,1,11,11,0,1,100,RB
73,Ty Johnson,11,3,Sun,11,11,11/19/23,26-063,BUF,,NYJ,W 32-6,3,11,3.7,0,1,66.7,RB
