Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
201,Miles Sanders,2,1,Sun,10,11,11/19/23,26-202,CAR,,DAL,L 10-33,1,1,2,2,0,100,2,0,0,RB
202,Jeffery Simmons,2,1,Sun,10,11,11/19/23,26-114,TEN,@,JAX,L 14-34,1,1,2,2,1,100,2,1,100,DT
203,Cedric Tillman,2,2,Sun,10,11,11/19/23,23-214,CLE,,PIT,W 13-10,2,1,2,2,0,50,1,,0,WR
204,James Conner,1,3,Sun,11,11,11/19/23,28-198,ARI,@,HOU,L 16-21,3,2,1,0.5,0,66.7,0.3,1,33.3,RB
205,Najee Harris,1,2,Sun,10,11,11/19/23,25-255,PIT,@,CLE,L 10-13,2,1,1,1,0,50,0.5,0,0,RB
206,Kareem Hunt,1,3,Sun,10,11,11/19/23,28-105,CLE,,PIT,W 13-10,3,3,1,0.3,0,100,0.3,0,33.3,RB
207,Matt Breida,0,1,Sun,11,11,11/19/23,28-264,NYG,@,WAS,W 31-19,1,0,0,,0,0,0,,0,RB
208,Dalvin Cook,0,1,Sun,10,11,11/19/23,28-101,NYJ,@,BUF,L 6-32,1,0,0,,0,0,0,,0,RB
209,D'Wayne Eskridge,0,1,Sun,10,11,11/19/23,26-241,SEA,@,LAR,L 16-17,1,0,0,,0,0,0,,0,WR
210,Noah Gray,0,1,Mon,10,11,11/20/23,24-204,KAN,,PHI,L 17-21,1,0,0,,0,0,0,,0,TE
211,Deonte Harty,0,1,Sun,11,11,11/19/23,25-350,BUF,,NYJ,W 32-6,1,0,0,,0,0,0,,0,WR
212,Austin Hooper,0,1,Sun,11,11,11/19/23,29-021,LVR,@,MIA,L 13-20,1,0,0,,0,0,0,,0,TE
213,Lil'Jordan Humphrey,0,1,Sun,10,11,11/19/23,25-214,DEN,,MIN,W 21-20,1,0,0,,0,0,0,,0,WR
214,Shedrick Jackson,0,1,Thu,10,11,11/16/23,24-027,CIN,@,BAL,L 20-34,1,0,0,,0,0,0,,0,WR
215,Jauan Jennings,0,1,Sun,10,11,11/19/23,26-132,SFO,,TAM,W 27-14,1,0,0,,0,0,0,,0,WR
216,Allen Lazard,0,1,Sun,10,11,11/19/23,27-343,NYJ,@,BUF,L 6-32,1,0,0,,0,0,0,,0,WR
217,Marcedes Lewis,0,1,Sun,11,11,11/19/23,39-184,CHI,@,DET,L 26-31,1,0,0,,0,0,0,,0,TE
218,Isaiah Likely,0,2,Thu,11,11,11/16/23,23-212,BAL,,CIN,W 34-20,2,0,0,,0,0,0,,0,TE
219,Donovan Peoples-Jones,0,1,Sun,10,11,11/19/23,24-273,DET,,CHI,W 31-26,1,0,0,,0,0,0,,0,WR
220,Irv Smith Jr.,0,1,Thu,10,11,11/16/23,25-099,CIN,@,BAL,L 20-34,1,0,0,,0,0,0,,0,TE
221,Deven Thompkins,0,1,Sun,10,11,11/19/23,23-331,TAM,@,SFO,L 14-27,1,0,0,,0,0,0,0,0,WR
222,Marquez Valdes-Scantling,0,3,Mon,10,11,11/20/23,29-041,KAN,,PHI,L 17-21,3,0,0,,0,0,0,,0,WR
223,Olamide Zaccheaus,0,1,Mon,10,11,11/20/23,26-120,PHI,@,KAN,W 21-17,1,0,0,,0,0,0,,0,WR
224,Alexander Mattison,-1,2,Sun,11,11,11/19/23,25-153,MIN,@,DEN,L 20-21,2,1,-1,-1,0,50,-0.5,0,0,RB
225,Kenneth Walker III,-2,1,Sun,10,11,11/19/23,23-030,SEA,@,LAR,L 16-17,1,1,-2,-2,0,100,-2,,0,RB
226,Derius Davis,-3,1,Sun,10,11,11/19/23,23-069,LAC,@,GNB,L 20-23,1,1,-3,-3,0,100,-3,,0,WR
227,Rico Dowdle,-3,2,Sun,10,11,11/19/23,25-158,DAL,@,CAR,W 33-10,2,2,-3,-1.5,0,100,-1.5,0,0,RB
,,,,,,,,,,,,,,,,,,,,,,
