Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
1,Zamir White,145,22,Mon,15,16,12/25/23,24-098,LVR,@,KAN,W 20-14,22,145,6.6,0,6,59.1,RB
2,Aaron Jones,127,21,Sun,15,16,12/24/23,29-022,GNB,@,CAR,W 33-30,21,127,6,0,8,71.4,RB
3,Khalil Herbert,112,20,Sun,15,16,12/24/23,25-247,CHI,,ARI,W 27-16,20,112,5.6,1,6,70,RB
4,Kyren Williams,104,22,Thu,15,16,12/21/23,23-117,LAR,,NOR,W 30-22,22,104,4.7,1,3,59.1,RB
5,Christian McCaffrey,103,14,Mon,15,16,12/25/23,27-201,SFO,,BAL,L 19-33,14,103,7.4,1,4,42.9,RB
6,Justin Fields,97,9,Sun,15,16,12/24/23,24-294,CHI,,ARI,W 27-16,9,97,10.8,1,5,66.7,QB
7,Breece Hall,95,20,Sun,15,16,12/24/23,22-207,NYJ,,WAS,W 30-28,20,95,4.8,2,6,50,RB
8,D'Andre Swift,92,20,Mon,15,16,12/25/23,24-345,PHI,,NYG,W 33-25,20,92,4.6,1,6,70,RB
9,Derrick Henry,88,19,Sun,15,16,12/24/23,29-354,TEN,,SEA,L 17-20,19,88,4.6,1,5,68.4,RB
10,Saquon Barkley,80,23,Mon,15,16,12/25/23,26-319,NYG,@,PHI,L 25-33,23,80,3.5,1,5,47.8,RB
11,Jahmyr Gibbs,80,15,Sun,15,16,12/24/23,21-279,DET,@,MIN,W 30-24,15,80,5.3,2,3,53.3,RB
12,Najee Harris,78,19,Sat,15,16,12/23/23,25-289,PIT,,CIN,W 34-11,19,78,4.1,1,5,63.2,RB
13,Bijan Robinson,72,12,Sun,15,16,12/24/23,21-328,ATL,,IND,W 29-10,12,72,6,0,2,41.7,RB
14,James Cook,70,20,Sat,15,16,12/23/23,24-089,BUF,@,LAC,W 24-22,20,70,3.5,0,2,50,RB
15,Tyler Allgeier,69,9,Sun,15,16,12/24/23,23-253,ATL,,IND,W 29-10,9,69,7.7,1,3,66.7,RB
16,Austin Ekeler,65,15,Sat,15,16,12/23/23,28-220,LAC,,BUF,L 22-24,15,65,4.3,0,4,60,RB
17,Chris Rodriguez,58,10,Sun,15,16,12/24/23,23-089,WAS,@,NYJ,L 28-30,10,58,5.8,2,4,50,RB
18,David Montgomery,55,17,Sun,15,16,12/24/23,26-200,DET,@,MIN,W 30-24,17,55,3.2,1,5,47.1,RB
19,Kenneth Walker III,54,16,Sun,15,16,12/24/23,23-065,SEA,@,TEN,W 20-17,16,54,3.4,0,2,31.3,RB
20,Patrick Mahomes,53,10,Mon,15,16,12/25/23,28-099,KAN,,LVR,L 14-20,10,53,5.3,0,4,60,QB
21,Raheem Mostert,46,11,Sun,15,16,12/24/23,31-259,MIA,,DAL,W 22-20,11,46,4.2,0,3,45.5,RB
22,James Conner,45,12,Sun,15,16,12/24/23,28-233,ARI,@,CHI,L 16-27,12,45,3.8,0,2,50,RB
23,Lamar Jackson,45,7,Mon,15,16,12/25/23,26-352,BAL,@,SFO,W 33-19,7,45,6.4,0,2,57.1,QB
24,Devin Singletary,44,9,Sun,15,16,12/24/23,26-112,HOU,,CLE,L 22-36,9,44,4.9,0,3,33.3,RB
25,Israel Abanikanda,43,9,Sun,15,16,12/24/23,21-080,NYJ,,WAS,W 30-28,9,43,4.8,0,2,55.6,RB
26,Chuba Hubbard,43,16,Sun,15,16,12/24/23,24-196,CAR,,GNB,L 30-33,16,43,2.7,1,5,31.3,RB
27,Joe Mixon,43,11,Sat,15,16,12/23/23,27-152,CIN,@,PIT,L 11-34,11,43,3.9,0,3,45.5,RB
28,Jonathan Taylor,43,18,Sun,15,16,12/24/23,24-339,IND,@,ATL,L 10-29,18,43,2.4,1,2,27.8,RB
29,Kenneth Gainwell,41,6,Mon,15,16,12/25/23,24-286,PHI,,NYG,W 33-25,6,41,6.8,0,1,16.7,RB
30,Tyjae Spears,40,9,Sun,15,16,12/24/23,22-192,TEN,,SEA,L 17-20,9,40,4.4,0,3,44.4,RB
31,Rachaad White,39,20,Sun,15,16,12/24/23,24-346,TAM,,JAX,W 30-12,20,39,2,1,3,35,RB
32,Tony Pollard,38,12,Sun,15,16,12/24/23,26-238,DAL,@,MIA,L 20-22,12,38,3.2,0,3,41.7,RB
33,Roschon Johnson,37,9,Sun,15,16,12/24/23,22-327,CHI,,ARI,W 27-16,9,37,4.1,0,2,55.6,RB
34,Jaleel McLaughlin,37,6,Sun,15,16,12/24/23,23-102,DEN,,NWE,L 23-26,6,37,6.2,0,3,66.7,RB
35,Ryan Tannehill,37,2,Sun,15,16,12/24/23,35-150,TEN,,SEA,L 17-20,2,37,18.5,0,2,100,QB
36,Jalen Hurts,34,8,Mon,15,16,12/25/23,25-140,PHI,,NYG,W 33-25,8,34,4.3,1,5,75,QB
37,Ihmir Smith-Marsette,33,2,Sun,15,16,12/24/23,24-117,CAR,,GNB,L 30-33,2,33,16.5,1,2,100,WR
38,Kyler Murray,32,5,Sun,15,16,12/24/23,26-139,ARI,@,CHI,L 16-27,5,32,6.4,0,2,60,QB
39,Gus Edwards,31,9,Mon,15,16,12/25/23,28-256,BAL,@,SFO,W 33-19,9,31,3.4,1,2,55.6,RB
40,Gardner Minshew II,31,4,Sun,15,16,12/24/23,27-222,IND,@,ATL,L 10-29,4,31,7.8,0,1,25,QB
41,Antonio Gibson,30,9,Sun,15,16,12/24/23,25-184,WAS,@,NYJ,L 28-30,9,30,3.3,1,2,44.4,RB
42,Trevor Lawrence,29,4,Sun,15,16,12/24/23,24-079,JAX,@,TAM,L 12-30,4,29,7.3,0,3,75,QB
43,Ezekiel Elliott,27,12,Sun,15,16,12/24/23,28-155,NWE,@,DEN,W 26-23,12,27,2.3,0,1,25,RB
44,Justice Hill,26,10,Mon,15,16,12/25/23,26-041,BAL,@,SFO,W 33-19,10,26,2.6,0,0,40,RB
45,Isiah Pacheco,26,11,Mon,15,16,12/25/23,24-298,KAN,,LVR,L 14-20,11,26,2.4,1,2,27.3,RB
46,Cordarrelle Patterson,26,7,Sun,15,16,12/24/23,32-282,ATL,,IND,W 29-10,7,26,3.7,0,3,71.4,RB
47,Chase Edmonds,25,10,Sun,15,16,12/24/23,27-255,TAM,,JAX,W 30-12,10,25,2.5,0,,30,RB
48,Jerome Ford,25,15,Sun,15,16,12/24/23,24-015,CLE,@,HOU,W 36-22,15,25,1.7,1,2,26.7,RB
49,Dak Prescott,25,5,Sun,15,16,12/24/23,30-148,DAL,@,MIA,L 20-22,5,25,5,0,1,20,QB
50,Easton Stick,25,7,Sat,15,16,12/23/23,28-099,LAC,,BUF,L 22-24,7,25,3.6,1,2,28.6,QB
