Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
1,Travis Kelce,179,13,Sun,7,7,10/22/23,34-017,KAN,,LAC,W 31-17,13,12,179,14.9,1,92.3,13.8,9,76.9,TE
2,Puka Nacua,154,12,Sun,7,7,10/22/23,22-146,LAR,,PIT,L 17-24,12,8,154,19.3,0,66.7,12.8,5,50,WR
3,A.J. Brown,137,15,Sun,7,7,10/22/23,26-114,PHI,,MIA,W 31-17,15,10,137,13.7,1,66.7,9.1,4,53.3,WR
4,Josh Palmer,133,7,Sun,6,7,10/22/23,24-030,LAC,@,KAN,L 17-31,7,5,133,26.6,0,71.4,19,5,71.4,WR
5,Josh Downs,125,6,Sun,7,7,10/22/23,22-071,IND,,CLE,L 38-39,6,5,125,25,1,83.3,20.8,4,83.3,WR
6,Jordan Addison,123,10,Mon,7,7,10/23/23,21-269,MIN,,SFO,W 22-17,10,7,123,17.6,2,70,12.3,5,70,WR
7,George Pickens,107,8,Sun,6,7,10/22/23,22-232,PIT,@,LAR,W 24-17,8,5,107,21.4,0,62.5,13.4,5,62.5,WR
8,Amon-Ra St. Brown,102,19,Sun,7,7,10/22/23,23-363,DET,@,BAL,L 6-38,19,13,102,7.8,0,68.4,5.4,5,52.6,WR
9,Darren Waller,98,8,Sun,7,7,10/22/23,31-039,NYG,,WAS,W 14-7,8,7,98,14,1,87.5,12.3,4,62.5,TE
10,Alvin Kamara,91,14,Thu,7,7,10/19/23,28-086,NOR,,JAX,L 24-31,14,12,91,7.6,0,85.7,6.5,6,57.1,RB
11,Christian Kirk,90,6,Thu,7,7,10/19/23,26-335,JAX,@,NOR,W 31-24,6,6,90,15,1,100,15,4,83.3,WR
12,Terry McLaurin,90,9,Sun,7,7,10/22/23,28-037,WAS,@,NYG,L 7-14,9,6,90,15,0,66.7,10,3,44.4,WR
13,Tyreek Hill,88,15,Sun,7,7,10/22/23,29-235,MIA,@,PHI,L 17-31,15,11,88,8,1,73.3,5.9,4,46.7,WR
14,T.J. Hockenson,86,12,Mon,7,7,10/23/23,26-112,MIN,,SFO,W 22-17,12,11,86,7.8,0,91.7,7.2,6,58.3,TE
15,Marquez Valdes-Scantling,84,5,Sun,7,7,10/22/23,29-012,KAN,,LAC,W 31-17,5,3,84,28,1,60,16.8,3,60,WR
16,Michael Pittman Jr.,83,5,Sun,7,7,10/22/23,26-017,IND,,CLE,L 38-39,5,2,83,41.5,1,40,16.6,2,40,WR
17,Mike Evans,82,8,Sun,6,7,10/22/23,30-062,TAM,,ATL,L 13-16,8,6,82,13.7,1,75,10.3,3,50,WR
18,Gus Edwards,80,1,Sun,7,7,10/22/23,28-192,BAL,,DET,W 38-6,1,1,80,80,0,100,80,1,100,RB
19,Diontae Johnson,79,6,Sun,6,7,10/22/23,27-109,PIT,@,LAR,W 24-17,6,5,79,15.8,0,83.3,13.2,3,66.7,WR
20,George Kittle,78,7,Mon,7,7,10/23/23,30-014,SFO,@,MIN,L 17-22,7,5,78,15.6,0,71.4,11.1,4,71.4,TE
21,Dallas Goedert,77,5,Sun,7,7,10/22/23,28-292,PHI,,MIA,W 31-17,5,5,77,15.4,1,100,15.4,4,100,TE
22,Courtland Sutton,76,6,Sun,7,7,10/22/23,28-012,DEN,,GNB,W 19-17,6,6,76,12.7,1,100,12.7,4,100,WR
23,Zay Flowers,75,6,Sun,7,7,10/22/23,23-041,BAL,,DET,W 38-6,6,4,75,18.8,0,66.7,12.5,3,66.7,WR
24,Jalin Hyatt,75,5,Sun,7,7,10/22/23,22-027,NYG,,WAS,W 14-7,5,2,75,37.5,0,40,15,2,40,WR
25,Dalton Kincaid,75,8,Sun,7,7,10/22/23,24-004,BUF,@,NWE,L 25-29,8,8,75,9.4,0,100,9.4,4,87.5,TE
26,Chris Godwin,66,12,Sun,6,7,10/22/23,27-237,TAM,,ATL,L 13-16,12,6,66,11,0,50,5.5,3,33.3,WR
27,Rachaad White,65,6,Sun,6,7,10/22/23,24-283,TAM,,ATL,L 13-16,6,6,65,10.8,0,100,10.8,3,66.7,RB
28,Jerry Jeudy,64,5,Sun,7,7,10/22/23,24-181,DEN,,GNB,W 19-17,5,5,64,12.8,0,100,12.8,3,80,WR
29,Brandon Powell,64,5,Mon,7,7,10/23/23,28-041,MIN,,SFO,W 22-17,5,4,64,16,0,80,12.8,4,80,WR
30,Mark Andrews,63,6,Sun,7,7,10/22/23,28-046,BAL,,DET,W 38-6,6,4,63,15.8,2,66.7,10.5,4,66.7,TE
31,Kendrick Bourne,63,7,Sun,7,7,10/22/23,28-079,NWE,,BUF,W 29-25,7,6,63,10.5,1,85.7,9,2,71.4,WR
32,Jaxon Smith-Njigba,63,7,Sun,6,7,10/22/23,21-250,SEA,,ARI,W 20-10,7,4,63,15.8,1,57.1,9,4,57.1,WR
33,Jaylen Waddle,63,6,Sun,7,7,10/22/23,24-331,MIA,@,PHI,L 17-31,6,6,63,10.5,0,100,10.5,3,83.3,WR
34,Jake Bobo,61,5,Sun,6,7,10/22/23,25-079,SEA,,ARI,W 20-10,5,4,61,15.3,1,80,12.2,3,80,WR
35,Rashee Rice,60,6,Sun,7,7,10/22/23,23-183,KAN,,LAC,W 31-17,6,5,60,12,1,83.3,10,3,50,WR
36,Elijah Moore,59,7,Sun,6,7,10/22/23,23-209,CLE,@,IND,W 39-38,7,4,59,14.8,0,57.1,8.4,2,42.9,WR
37,Stefon Diggs,58,12,Sun,7,7,10/22/23,29-327,BUF,@,NWE,L 25-29,12,6,58,9.7,1,50,4.8,2,33.3,WR
38,Jahmyr Gibbs,58,10,Sun,7,7,10/22/23,21-216,DET,@,BAL,L 6-38,10,9,58,6.4,0,90,5.8,3,40,RB
39,Davante Adams,57,12,Sun,7,7,10/22/23,30-302,LVR,@,CHI,L 12-30,12,7,57,8.1,0,58.3,4.8,4,50,WR
40,Brandon Aiyuk,57,6,Mon,7,7,10/23/23,25-220,SFO,@,MIN,L 17-22,6,5,57,11.4,0,83.3,9.5,3,83.3,WR
41,Chris Olave,57,15,Thu,7,7,10/19/23,23-114,NOR,,JAX,L 24-31,15,7,57,8.1,0,46.7,3.8,3,33.3,WR
42,Keenan Allen,55,9,Sun,6,7,10/22/23,31-178,LAC,@,KAN,L 17-31,9,4,55,13.8,0,44.4,6.1,2,22.2,WR
43,Demario Douglas,54,6,Sun,7,7,10/22/23,22-318,NWE,,BUF,W 29-25,6,4,54,13.5,0,66.7,9,3,66.7,WR
44,Jauan Jennings,54,9,Mon,7,7,10/23/23,26-105,SFO,@,MIN,L 17-22,9,5,54,10.8,0,55.6,6,1,55.6,WR
45,Drake London,54,7,Sun,7,7,10/22/23,22-090,ATL,@,TAM,W 16-13,7,6,54,9,0,85.7,7.7,3,57.1,WR
46,D.J. Moore,54,9,Sun,7,7,10/22/23,26-191,CHI,,LVR,W 30-12,9,8,54,6.8,0,88.9,6,4,77.8,WR
47,David Njoku,54,9,Sun,6,7,10/22/23,27-104,CLE,@,IND,W 39-38,9,5,54,10.8,0,55.6,6,4,44.4,TE
48,Tyler Allgeier,53,3,Sun,7,7,10/22/23,23-190,ATL,@,TAM,W 16-13,3,3,53,17.7,0,100,17.7,1,66.7,RB
