Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
17,Emari Demercado,58,13,Sun,7,7,10/22/23,24-275,ARI,@,SEA,L 10-20,13,58,4.5,0,2,38.5,RB
18,Zack Moss,57,18,Sun,7,7,10/22/23,25-311,IND,,CLE,L 38-39,18,57,3.2,0,2,33.3,RB
19,James Cook,56,13,Sun,7,7,10/22/23,24-027,BUF,@,NWE,L 25-29,13,56,4.3,0,5,61.5,RB
20,Cordarrelle Patterson,56,10,Sun,7,7,10/22/23,32-219,ATL,@,TAM,W 16-13,10,56,5.6,0,2,40,RB
21,Travis Etienne,53,14,Thu,7,7,10/19/23,24-266,JAX,@,NOR,W 31-24,14,53,3.8,2,4,57.1,RB
22,Najee Harris,53,14,Sun,6,7,10/22/23,25-227,PIT,@,LAR,W 24-17,14,53,3.8,1,4,57.1,RB
23,Darrynton Evans,48,14,Sun,7,7,10/22/23,25-105,CHI,,LVR,W 30-12,14,48,3.4,0,3,35.7,RB
24,Justice Hill,46,4,Sun,7,7,10/22/23,25-342,BAL,,DET,W 38-6,4,46,11.5,0,1,25,RB
25,Austin Ekeler,45,14,Sun,6,7,10/22/23,28-158,LAC,@,KAN,L 17-31,14,45,3.2,0,1,28.6,RB
26,Christian McCaffrey,45,15,Mon,7,7,10/23/23,27-138,SFO,@,MIN,L 17-22,15,45,3,1,4,53.3,RB
27,Jaleel McLaughlin,45,5,Sun,7,7,10/22/23,23-039,DEN,,GNB,W 19-17,5,45,9,0,1,100,RB
28,Raheem Mostert,45,9,Sun,7,7,10/22/23,31-196,MIA,@,PHI,L 17-31,9,45,5,0,3,44.4,RB
29,Joshua Dobbs,43,7,Sun,7,7,10/22/23,28-269,ARI,@,SEA,L 10-20,7,43,6.1,1,3,42.9,QB
30,Alexander Mattison,39,8,Mon,7,7,10/23/23,25-126,MIN,,SFO,W 22-17,8,39,4.9,0,1,50,RB
31,Desmond Ridder,38,6,Sun,7,7,10/22/23,24-052,ATL,@,TAM,W 16-13,6,38,6.3,1,4,83.3,QB
32,Lamar Jackson,36,9,Sun,7,7,10/22/23,26-288,BAL,,DET,W 38-6,9,36,4,1,3,55.6,QB
33,Josh Jacobs,35,11,Sun,7,7,10/22/23,25-253,LVR,@,CHI,L 12-30,11,35,3.2,0,1,36.4,RB
34,Aaron Jones,35,8,Sun,6,7,10/22/23,28-324,GNB,@,DEN,L 17-19,8,35,4.4,0,2,75,RB
35,Rhamondre Stevenson,34,9,Sun,7,7,10/22/23,25-241,NWE,,BUF,W 29-25,9,34,3.8,0,1,44.4,RB
36,Rachaad White,34,13,Sun,6,7,10/22/23,24-283,TAM,,ATL,L 13-16,13,34,2.6,0,0,15.4,RB
37,Baker Mayfield,32,3,Sun,6,7,10/22/23,28-191,TAM,,ATL,L 13-16,3,32,10.7,0,2,66.7,QB
38,Isiah Pacheco,32,13,Sun,7,7,10/22/23,24-234,KAN,,LAC,W 31-17,13,32,2.5,0,1,30.8,RB
39,Jaylen Warren,32,6,Sun,6,7,10/22/23,24-355,PIT,@,LAR,W 24-17,6,32,5.3,1,1,50,RB
40,Cam Akers,31,10,Mon,7,7,10/23/23,24-123,MIN,,SFO,W 22-17,10,31,3.1,0,2,30,RB
41,Ezekiel Elliott,31,11,Sun,7,7,10/22/23,28-092,NWE,,BUF,W 29-25,11,31,2.8,1,2,54.5,RB
42,Kareem Hunt,31,10,Sun,6,7,10/22/23,28-077,CLE,@,IND,W 39-38,10,31,3.1,2,3,60,RB
43,Chris Rodriguez,31,7,Sun,7,7,10/22/23,23-026,WAS,@,NYG,L 7-14,7,31,4.4,0,1,57.1,RB
44,Patrick Mahomes,29,4,Sun,7,7,10/22/23,28-035,KAN,,LAC,W 31-17,4,29,7.3,0,2,50,QB
45,Gardner Minshew II,29,3,Sun,7,7,10/22/23,27-159,IND,,CLE,L 38-39,3,29,9.7,2,2,100,QB
46,Pierre Strong,25,8,Sun,6,7,10/22/23,24-316,CLE,@,IND,W 39-38,8,25,3.1,0,1,50,RB
47,Tyrod Taylor,25,8,Sun,7,7,10/22/23,34-080,NYG,,WAS,W 14-7,8,25,3.1,0,2,37.5,QB
48,Tyson Bagent,24,3,Sun,7,7,10/22/23,23-136,CHI,,LVR,W 30-12,3,24,8,0,3,100,QB
49,Rondale Moore,24,4,Sun,7,7,10/22/23,23-135,ARI,@,SEA,L 10-20,4,24,6,0,1,50,WR
50,Brian Robinson Jr.,23,8,Sun,7,7,10/22/23,24-214,WAS,@,NYG,L 7-14,8,23,2.9,1,1,37.5,RB
51,Jalen Hurts,21,11,Sun,7,7,10/22/23,25-076,PHI,,MIA,W 31-17,11,21,1.9,1,6,54.5,QB
52,Jordan Love,21,3,Sun,6,7,10/22/23,24-354,GNB,@,DEN,L 17-19,3,21,7,0,1,100,QB
53,Russell Wilson,21,1,Sun,7,7,10/22/23,34-327,DEN,,GNB,W 19-17,1,21,21,0,1,100,QB
54,Demario Douglas,20,1,Sun,7,7,10/22/23,22-318,NWE,,BUF,W 29-25,1,20,20,0,1,100,WR
55,Brock Purdy,19,5,Mon,7,7,10/23/23,23-300,SFO,@,MIN,L 17-22,5,19,3.8,0,2,40,QB
56,Emanuel Wilson,19,2,Sun,6,7,10/22/23,24-167,GNB,@,DEN,L 17-19,2,19,9.5,0,1,100,RB
57,Taysom Hill,18,5,Thu,7,7,10/19/23,33-057,NOR,,JAX,L 24-31,5,18,3.6,1,3,80,QB
58,Josh Allen,17,7,Sun,7,7,10/22/23,27-154,BUF,@,NWE,L 25-29,7,17,2.4,1,2,42.9,QB
59,Marquise Goodwin,17,1,Sun,6,7,10/22/23,32-337,CLE,@,IND,W 39-38,1,17,17,0,1,100,WR
60,Kenneth Gainwell,16,8,Sun,7,7,10/22/23,24-222,PHI,,MIA,W 31-17,8,16,2,1,1,25,RB
61,Craig Reynolds,16,3,Sun,7,7,10/22/23,27-129,DET,@,BAL,L 6-38,3,16,5.3,0,1,33.3,RB
62,Sam Howell,15,2,Sun,7,7,10/22/23,23-036,WAS,@,NYG,L 7-14,2,15,7.5,0,1,50,QB
63,Derek Carr,14,3,Thu,7,7,10/19/23,32-205,NOR,,JAX,L 24-31,3,14,4.7,0,1,33.3,QB
64,Derius Davis,14,3,Sun,6,7,10/22/23,23-041,LAC,@,KAN,L 17-31,3,14,4.7,0,1,66.7,WR
65,Tyler Scott,14,2,Sun,7,7,10/22/23,22-010,CHI,,LVR,W 30-12,2,14,7,0,1,100,WR
66,Jamaal Williams,14,5,Thu,7,7,10/19/23,28-199,NOR,,JAX,L 24-31,5,14,2.8,0,,60,RB
67,Mac Jones,11,3,Sun,7,7,10/22/23,25-047,NWE,,BUF,W 29-25,3,11,3.7,0,2,100,QB
68,Samaje Perine,10,2,Sun,7,7,10/22/23,28-036,DEN,,GNB,W 19-17,2,10,5,0,0,100,RB
69,Geno Smith,10,6,Sun,6,7,10/22/23,33-012,SEA,,ARI,W 20-10,6,10,1.7,0,2,33.3,QB
70,Latavius Murray,8,4,Sun,7,7,10/22/23,33-277,BUF,@,NWE,L 25-29,4,8,2,0,0,0,RB
71,Matthew Stafford,8,1,Sun,7,7,10/22/23,35-257,LAR,,PIT,L 17-24,1,8,8,0,1,100,QB
72,Antonio Gibson,7,2,Sun,7,7,10/22/23,25-121,WAS,@,NYG,L 7-14,2,7,3.5,0,,50,RB
73,Isaiah McKenzie,7,1,Sun,7,7,10/22/23,28-196,IND,,CLE,L 38-39,1,7,7,0,,0,WR
74,Ke'Shawn Vaughn,7,4,Sun,6,7,10/22/23,26-171,TAM,,ATL,L 13-16,4,7,1.8,0,,25,RB
75,Clyde Edwards-Helaire,5,2,Sun,7,7,10/22/23,24-194,KAN,,LAC,W 31-17,2,5,2.5,0,,50,RB
76,Justin Herbert,5,2,Sun,6,7,10/22/23,25-226,LAC,@,KAN,L 17-31,2,5,2.5,0,0,50,QB
77,Brandon Powell,5,1,Mon,7,7,10/23/23,28-041,MIN,,SFO,W 22-17,1,5,5,0,0,100,WR
78,Matt Breida,4,3,Sun,7,7,10/22/23,28-236,NYG,,WAS,W 14-7,3,4,1.3,0,,33.3,RB
79,Rashid Shaheed,4,1,Thu,7,7,10/19/23,25-049,NOR,,JAX,L 24-31,1,4,4,0,0,100,WR
80,Salvon Ahmed,3,2,Sun,7,7,10/22/23,24-297,MIA,@,PHI,L 17-31,2,3,1.5,0,,0,RB
81,Bijan Robinson,3,1,Sun,7,7,10/22/23,21-265,ATL,@,TAM,W 16-13,1,3,3,0,,0,RB
82,P.J. Walker,3,3,Sun,6,7,10/22/23,28-238,CLE,@,IND,W 39-38,3,3,1,0,0,33.3,QB
83,Tank Bigsby,2,2,Thu,7,7,10/19/23,22-050,JAX,@,NOR,W 31-24,2,2,1,0,,0,RB
84,George Kittle,2,1,Mon,7,7,10/23/23,30-014,SFO,@,MIN,L 17-22,1,2,2,0,1,100,TE
85,Jerick McKinnon,2,2,Sun,7,7,10/22/23,31-172,KAN,,LAC,W 31-17,2,2,1,0,0,0,RB
86,Darnell Mooney,2,1,Sun,7,7,10/22/23,25-358,CHI,,LVR,W 30-12,1,2,2,0,,0,WR
87,Tre Tucker,2,1,Sun,7,7,10/22/23,22-228,LVR,@,CHI,L 12-30,1,2,2,0,0,0,WR
88,Zamir White,2,2,Sun,7,7,10/22/23,24-034,LVR,@,CHI,L 12-30,2,2,1,0,0,0,RB
89,Damien Williams,2,1,Sun,7,7,10/22/23,31-202,ARI,@,SEA,L 10-20,1,2,2,0,,0,RB
90,Calvin Austin,1,1,Sun,6,7,10/22/23,24-212,PIT,@,LAR,W 24-17,1,1,1,0,,0,WR
91,Dontayvion Wicks,1,1,Sun,6,7,10/22/23,22-128,GNB,@,DEN,L 17-19,1,1,1,0,0,0,WR
92,Kenny Pickett,0,8,Sun,6,7,10/22/23,25-138,PIT,@,LAR,W 24-17,8,0,0,1,3,37.5,QB
93,Calvin Ridley,0,1,Thu,7,7,10/19/23,28-303,JAX,@,NOR,W 31-24,1,0,0,0,,0,WR
94,Jamal Agnew,-1,1,Thu,7,7,10/19/23,28-199,JAX,@,NOR,W 31-24,1,-1,-1,0,0,0,WR
95,Kirk Cousins,-1,2,Mon,7,7,10/23/23,35-065,MIN,,SFO,W 22-17,2,-1,-0.5,0,0,0,QB
96,Elijah Mitchell,-1,1,Mon,7,7,10/23/23,25-174,SFO,@,MIN,L 17-22,1,-1,-1,0,,0,RB
97,Michael Burton,-2,1,Sun,7,7,10/22/23,31-263,DEN,,GNB,W 19-17,1,-2,-2,0,,0,FB
98,Tua Tagovailoa,-3,1,Sun,7,7,10/22/23,25-234,MIA,@,PHI,L 17-31,1,-3,-3,0,0,0,QB
99,Nathan Peterman,-4,2,Sun,7,7,10/22/23,29-171,CHI,,LVR,W 30-12,2,-4,-2,0,,0,QB
100,Marvin Mims,-11,1,Sun,7,7,10/22/23,21-217,DEN,,GNB,W 19-17,1,-11,-11,0,,0,WR
,,,,,,,,,,,,,,,,,,,
