Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
201,Nick Bawden,6,1,Fri,11,12,11/24/23,27-155,NYJ,,MIA,L 13-34,1,1,6,6,0,100,6,,0,FB
202,Jake Bobo,6,1,Thu,11,12,11/23/23,25-111,SEA,,SFO,L 13-31,1,1,6,6,0,100,6,,100,WR
203,Ezekiel Elliott,6,2,Sun,11,12,11/26/23,28-127,NWE,@,NYG,L 7-10,2,2,6,3,0,100,3,1,50,RB
204,Joshua Kelley,6,2,Sun,11,12,11/26/23,26-006,LAC,,BAL,L 10-20,2,2,6,3,0,100,3,0,0,RB
205,John Metchie,6,2,Sun,11,12,11/26/23,23-131,HOU,,JAX,L 21-24,2,1,6,6,0,50,3,,50,WR
206,Darnell Mooney,6,3,Mon,12,12,11/27/23,26-029,CHI,@,MIN,W 12-10,3,2,6,3,0,66.7,2,1,33.3,WR
207,Malcolm Rodriguez,6,1,Thu,11,12,11/23/23,24-239,DET,,GNB,L 22-29,1,1,6,6,0,100,6,1,100,LB
208,Sterling Shepard,6,3,Sun,12,12,11/26/23,30-289,NYG,,NWE,W 10-7,3,1,6,6,0,33.3,2,,0,WR
209,Keith Smith,6,1,Sun,11,12,11/26/23,31-232,ATL,,NOR,W 24-15,1,1,6,6,0,100,6,,100,FB
210,Javonte Williams,6,6,Sun,11,12,11/26/23,23-215,DEN,,CLE,W 29-12,6,3,6,2,0,50,1,0,16.7,RB
211,Calvin Austin,5,1,Sun,11,12,11/26/23,24-247,PIT,@,CIN,W 16-10,1,1,5,5,0,100,5,1,100,WR
212,James Conner,5,5,Sun,12,12,11/26/23,28-205,ARI,,LAR,L 14-37,5,4,5,1.3,0,80,1,1,20,RB
213,DeeJay Dallas,5,1,Thu,11,12,11/23/23,25-068,SEA,,SFO,L 13-31,1,1,5,5,0,100,5,0,0,RB
214,Jalen Guyton,4,5,Sun,11,12,11/26/23,26-172,LAC,,BAL,L 10-20,5,1,4,4,0,20,0.8,,0,WR
