Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
67,Ty Johnson,19,6,Sun,12,12,11/26/23,26-070,BUF,@,PHI,L 34-37 (OT),6,19,3.2,0,2,66.7,RB
68,Devin Singletary,18,6,Sun,11,12,11/26/23,26-084,HOU,,JAX,L 21-24,6,18,3,0,1,50,RB
69,Darrynton Evans,16,2,Fri,11,12,11/24/23,25-138,MIA,@,NYJ,W 34-13,2,16,8,0,1,50,RB
70,Joe Mixon,16,8,Sun,11,12,11/26/23,27-125,CIN,,PIT,L 10-16,8,16,2,0,0,12.5,RB
71,Jayden Reed,16,2,Thu,11,12,11/23/23,23-209,GNB,@,DET,W 29-22,2,16,8,0,1,50,WR
72,Emari Demercado,15,3,Sun,12,12,11/26/23,24-310,ARI,,LAR,L 14-37,3,15,5,0,1,33.3,RB
73,Deebo Samuel,15,4,Thu,11,12,11/23/23,27-312,SFO,@,SEA,W 31-13,4,15,3.8,1,2,50,WR
74,Baker Mayfield,14,3,Sun,11,12,11/26/23,28-226,TAM,@,IND,L 20-27,3,14,4.7,0,1,33.3,QB
75,Dameon Pierce,14,5,Sun,11,12,11/26/23,23-280,HOU,,JAX,L 21-24,5,14,2.8,0,1,60,RB
76,Boston Scott,14,2,Sun,11,12,11/26/23,28-213,PHI,,BUF,W 37-34 (OT),2,14,7,0,1,50,RB
77,Sam Howell,13,2,Thu,12,12,11/23/23,23-068,WAS,@,DAL,L 10-45,2,13,6.5,1,2,100,QB
78,Tank Dell,12,1,Sun,11,12,11/26/23,24-028,HOU,,JAX,L 21-24,1,12,12,0,1,100,WR
79,Ameer Abdullah,11,1,Sun,12,12,11/26/23,30-166,LVR,,KAN,L 17-31,1,11,11,0,1,100,RB
80,Joshua Dobbs,11,2,Mon,12,12,11/27/23,28-305,MIN,,CHI,L 10-12,2,11,5.5,0,0,100,QB
81,Rico Dowdle,11,3,Thu,11,12,11/23/23,25-162,DAL,,WAS,W 45-10,3,11,3.7,0,1,33.3,RB
82,Chase Edmonds,11,1,Sun,11,12,11/26/23,27-227,TAM,@,IND,L 20-27,1,11,11,0,1,100,RB
83,Marvin Mims,11,1,Sun,11,12,11/26/23,21-252,DEN,,CLE,W 29-12,1,11,11,0,1,100,WR
84,Patrick Taylor,11,3,Thu,11,12,11/23/23,25-208,GNB,@,DET,W 29-22,3,11,3.7,0,,66.7,RB
85,DeeJay Dallas,10,2,Thu,11,12,11/23/23,25-068,SEA,,SFO,L 13-31,2,10,5,0,1,100,RB
86,D'Wayne Eskridge,10,1,Thu,11,12,11/23/23,26-245,SEA,,SFO,L 13-31,1,10,10,0,1,100,WR
87,Blake Gillikin,10,1,Sun,12,12,11/26/23,25-309,ARI,,LAR,L 14-37,1,10,10,0,1,100,P
88,Dak Prescott,10,1,Thu,11,12,11/23/23,30-117,DAL,,WAS,W 45-10,1,10,10,0,1,100,QB
89,Jake Browning,9,3,Sun,11,12,11/26/23,27-229,CIN,,PIT,L 10-16,3,9,3,0,0,66.7,QB
90,Jared Goff,9,3,Thu,11,12,11/23/23,29-040,DET,,GNB,L 22-29,3,9,3,0,0,33.3,QB
91,Patrick Mahomes,9,5,Sun,11,12,11/26/23,28-070,KAN,@,LVR,W 31-17,5,9,1.8,0,1,20,QB
92,Ty Chandler,8,4,Mon,12,12,11/27/23,25-199,MIN,,CHI,L 10-12,4,8,2,0,,25,RB
93,Joshua Kelley,8,3,Sun,11,12,11/26/23,26-006,LAC,,BAL,L 10-20,3,8,2.7,0,1,33.3,RB
94,Derek Carr,7,2,Sun,11,12,11/26/23,32-243,NOR,@,ATL,L 15-24,2,7,3.5,0,1,50,QB
95,Tank Bigsby,6,1,Sun,11,12,11/26/23,22-088,JAX,@,HOU,W 24-21,1,6,6,0,,100,RB
96,Matt Breida,6,2,Sun,12,12,11/26/23,28-271,NYG,,NWE,W 10-7,2,6,3,0,1,50,RB
97,Tommy DeVito,6,5,Sun,12,12,11/26/23,25-111,NYG,,NWE,W 10-7,5,6,1.2,0,0,0,QB
98,Zach Evans,6,3,Sun,11,12,11/26/23,22-180,LAR,@,ARI,W 37-14,3,6,2,0,,0,RB
99,Gardner Minshew II,6,3,Sun,11,12,11/26/23,27-194,IND,,TAM,W 27-20,3,6,2,1,1,33.3,QB
100,Kalif Raymond,6,1,Thu,11,12,11/23/23,29-107,DET,,GNB,L 22-29,1,6,6,0,0,100,WR
101,Tyjae Spears,6,2,Sun,11,12,11/26/23,22-164,TEN,,CAR,W 17-10,2,6,3,0,,50,RB
102,Jamaal Williams,6,2,Sun,11,12,11/26/23,28-237,NOR,@,ATL,L 15-24,2,6,3,0,,0,RB
103,Clyde Edwards-Helaire,5,3,Sun,11,12,11/26/23,24-229,KAN,@,LVR,W 31-17,3,5,1.7,0,,33.3,RB
104,Kenny Pickett,5,5,Sun,11,12,11/26/23,25-173,PIT,@,CIN,W 16-10,5,5,1,0,0,20,QB
105,Jaleel McLaughlin,4,2,Sun,11,12,11/26/23,23-074,DEN,,CLE,W 29-12,2,4,2,0,,50,RB
106,Isaiah McKenzie,3,1,Sun,11,12,11/26/23,28-231,IND,,TAM,W 27-20,1,3,3,0,,0,WR
107,Tyquan Thornton,3,1,Sun,11,12,11/26/23,23-111,NWE,@,NYG,L 7-10,1,3,3,0,0,0,WR
108,Tim Boyle,2,2,Fri,11,12,11/24/23,29-052,NYJ,,MIA,L 13-34,2,2,1,0,1,50,QB
109,Dalvin Cook,2,1,Fri,11,12,11/24/23,28-106,NYJ,,MIA,L 13-34,1,2,2,0,0,100,RB
110,Tyreek Hill,2,1,Fri,11,12,11/24/23,29-268,MIA,@,NYJ,W 34-13,1,2,2,0,0,0,WR
111,Jakobi Meyers,2,1,Sun,12,12,11/26/23,27-017,LVR,,KAN,L 17-31,1,2,2,0,1,100,WR
112,Kyler Murray,2,1,Sun,12,12,11/26/23,26-111,ARI,,LAR,L 14-37,1,2,2,1,1,100,QB
113,Brandon Powell,2,1,Mon,12,12,11/27/23,28-076,MIN,,CHI,L 10-12,1,2,2,0,0,0,WR
114,Matthew Stafford,2,1,Sun,11,12,11/26/23,35-292,LAR,@,ARI,W 37-14,1,2,2,0,0,0,QB
115,Chris Moore,1,1,Sun,11,12,11/26/23,30-163,TEN,,CAR,W 17-10,1,1,1,0,0,0,WR
116,Brock Purdy,1,3,Thu,11,12,11/23/23,23-331,SFO,@,SEA,W 31-13,3,1,0.3,0,0,0,QB
117,Tua Tagovailoa,1,2,Fri,11,12,11/24/23,25-267,MIA,@,NYJ,W 34-13,2,1,0.5,0,0,0,QB
118,Harrison Bryant,0,1,Sun,11,12,11/26/23,25-217,CLE,@,DEN,L 12-29,1,0,0,0,0,0,TE
119,Devin Duvernay,0,1,Sun,12,12,11/26/23,26-075,BAL,@,LAC,W 20-10,1,0,0,0,,0,WR
120,CeeDee Lamb,0,1,Thu,11,12,11/23/23,24-229,DAL,,WAS,W 45-10,1,0,0,0,0,0,WR
121,Trevor Lawrence,0,2,Sun,11,12,11/26/23,24-051,JAX,@,HOU,W 24-21,2,0,0,1,1,50,QB
122,Elijah Moore,0,1,Sun,11,12,11/26/23,23-244,CLE,@,DEN,L 12-29,1,0,0,0,0,0,WR
123,Jalen Reeves-Maybin,0,1,Thu,11,12,11/23/23,28-296,DET,,GNB,L 22-29,1,0,0,0,,0,LB
124,Zamir White,0,1,Sun,12,12,11/26/23,24-069,LVR,,KAN,L 17-31,1,0,0,0,,0,RB
125,Derius Davis,-1,2,Sun,11,12,11/26/23,23-076,LAC,,BAL,L 10-20,2,-1,-0.5,0,,0,WR
126,P.J. Walker,-1,1,Sun,11,12,11/26/23,28-273,CLE,@,DEN,L 12-29,1,-1,-1,0,0,0,QB
127,Mike White,-2,1,Fri,11,12,11/24/23,28-244,MIA,@,NYJ,W 34-13,1,-2,-2,0,,0,QB
128,Will Levis,-3,3,Sun,11,12,11/26/23,24-152,TEN,,CAR,W 17-10,3,-3,-1,0,0,0,QB
,,,,,,,,,,,,,,,,,,,
