Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
1,Pat Freiermuth,120,11,Sun,11,12,11/26/23,25-032,PIT,@,CIN,W 16-10,11,9,120,13.3,0,81.8,10.9,6,63.6,TE
2,D.J. Moore,114,13,Mon,12,12,11/27/23,26-227,CHI,@,MIN,W 12-10,13,11,114,10.4,0,84.6,8.8,6,69.2,WR
3,Chris Olave,114,9,Sun,11,12,11/26/23,23-152,NOR,@,ATL,L 15-24,9,7,114,16.3,0,77.8,12.7,4,55.6,WR
4,Jaylen Waddle,114,8,Fri,11,12,11/24/23,24-364,MIA,@,NYJ,W 34-13,8,8,114,14.3,0,100,14.3,6,100,WR
5,Jalin Hyatt,109,6,Sun,12,12,11/26/23,22-062,NYG,,NWE,W 10-7,6,5,109,21.8,0,83.3,18.2,4,83.3,WR
6,Michael Pittman Jr.,107,13,Sun,11,12,11/26/23,26-052,IND,,TAM,W 27-20,13,10,107,10.7,0,76.9,8.2,6,53.8,WR
7,Rashee Rice,107,10,Sun,11,12,11/26/23,23-218,KAN,@,LVR,W 31-17,10,8,107,13.4,1,80,10.7,4,60,WR
8,Keenan Allen,106,16,Sun,11,12,11/26/23,31-213,LAC,,BAL,L 10-20,16,14,106,7.6,0,87.5,6.6,5,75,WR
9,DeVonta Smith,106,8,Sun,11,12,11/26/23,25-012,PHI,,BUF,W 37-34 (OT),8,7,106,15.1,1,87.5,13.3,6,75,WR
10,Gabriel Davis,105,12,Sun,12,12,11/26/23,24-239,BUF,@,PHI,L 34-37 (OT),12,6,105,17.5,1,50,8.8,6,50,WR
11,Nico Collins,104,9,Sun,11,12,11/26/23,24-252,HOU,,JAX,L 21-24,9,7,104,14.9,1,77.8,11.6,3,55.6,WR
12,Tyreek Hill,102,12,Fri,11,12,11/24/23,29-268,MIA,@,NYJ,W 34-13,12,9,102,11.3,1,75,8.5,6,58.3,WR
13,Curtis Samuel,100,12,Thu,12,12,11/23/23,27-104,WAS,@,DAL,L 10-45,12,9,100,11.1,0,75,8.3,5,75,WR
14,Amon-Ra St. Brown,95,11,Thu,11,12,11/23/23,24-030,DET,,GNB,L 22-29,11,9,95,10.6,0,81.8,8.6,5,63.6,WR
15,Christian Watson,94,7,Thu,11,12,11/23/23,24-195,GNB,@,DET,W 29-22,7,5,94,18.8,1,71.4,13.4,3,71.4,WR
16,Travis Kelce,91,7,Sun,11,12,11/26/23,34-052,KAN,@,LVR,W 31-17,7,6,91,15.2,0,85.7,13,5,71.4,TE
17,Drake London,91,7,Sun,11,12,11/26/23,22-125,ATL,,NOR,W 24-15,7,5,91,18.2,0,71.4,13,5,71.4,WR
18,Kalif Raymond,90,5,Thu,11,12,11/23/23,29-107,DET,,GNB,L 22-29,5,5,90,18,0,100,18,5,100,WR
19,Christian Kirk,89,7,Sun,11,12,11/26/23,27-008,JAX,@,HOU,W 24-21,7,4,89,22.3,0,57.1,12.7,3,57.1,WR
20,Calvin Ridley,89,6,Sun,11,12,11/26/23,28-341,JAX,@,HOU,W 24-21,6,5,89,17.8,1,83.3,14.8,5,83.3,WR
21,Marquise Brown,88,12,Sun,12,12,11/26/23,26-175,ARI,,LAR,L 14-37,12,6,88,14.7,0,50,7.3,3,41.7,WR
22,Ja'Marr Chase,81,6,Sun,11,12,11/26/23,23-270,CIN,,PIT,L 10-16,6,4,81,20.3,0,66.7,13.5,3,66.7,WR
23,Jakobi Meyers,79,7,Sun,12,12,11/26/23,27-017,LVR,,KAN,L 17-31,7,6,79,13.2,1,85.7,11.3,4,57.1,WR
24,Deebo Samuel,79,9,Thu,11,12,11/23/23,27-312,SFO,@,SEA,W 31-13,9,7,79,11.3,0,77.8,8.8,4,55.6,WR
25,Tutu Atwell,76,3,Sun,11,12,11/26/23,24-050,LAR,@,ARI,W 37-14,3,3,76,25.3,0,100,25.3,3,100,WR
26,Stefon Diggs,74,11,Sun,12,12,11/26/23,29-362,BUF,@,PHI,L 34-37 (OT),11,6,74,12.3,1,54.5,6.7,4,45.5,WR
27,Davante Adams,73,7,Sun,12,12,11/26/23,30-337,LVR,,KAN,L 17-31,7,5,73,14.6,0,71.4,10.4,3,57.1,WR
28,Brandin Cooks,72,5,Thu,11,12,11/23/23,30-059,DAL,,WAS,W 45-10,5,4,72,18,1,80,14.4,3,80,WR
29,Mike Evans,70,9,Sun,11,12,11/26/23,30-097,TAM,@,IND,L 20-27,9,6,70,11.7,2,66.7,7.8,4,66.7,WR
30,Courtland Sutton,61,6,Sun,11,12,11/26/23,28-047,DEN,,CLE,W 29-12,6,3,61,20.3,0,50,10.2,2,50,WR
31,Kyren Williams,61,6,Sun,11,12,11/26/23,23-092,LAR,@,ARI,W 37-14,6,6,61,10.2,2,100,10.2,4,100,RB
32,Trey McBride,60,9,Sun,12,12,11/26/23,24-004,ARI,,LAR,L 14-37,9,7,60,8.6,0,77.8,6.7,3,66.7,TE
33,Jonathan Mingo,60,6,Sun,11,12,11/26/23,22-220,CAR,@,TEN,L 10-17,6,4,60,15,0,66.7,10,2,66.7,WR
34,David Njoku,59,9,Sun,11,12,11/26/23,27-139,CLE,@,DEN,L 12-29,9,6,59,9.8,0,66.7,6.6,3,44.4,TE
35,George Pickens,58,5,Sun,11,12,11/26/23,22-267,PIT,@,CIN,W 16-10,5,3,58,19.3,0,60,11.6,2,60,WR
36,James Cook,57,7,Sun,12,12,11/26/23,24-062,BUF,@,PHI,L 34-37 (OT),7,6,57,9.5,0,85.7,8.1,1,42.9,RB
37,Luke Farrell,55,5,Sun,11,12,11/26/23,26-043,JAX,@,HOU,W 24-21,5,3,55,18.3,0,60,11,1,40,TE
38,Taysom Hill,55,2,Sun,11,12,11/26/23,33-095,NOR,@,ATL,L 15-24,2,2,55,27.5,0,100,27.5,2,100,QB
39,Cedric Tillman,55,5,Sun,11,12,11/26/23,23-221,CLE,@,DEN,L 12-29,5,4,55,13.8,0,80,11,3,60,WR
40,Devin Singletary,54,7,Sun,11,12,11/26/23,26-084,HOU,,JAX,L 21-24,7,6,54,9,0,85.7,7.7,2,57.1,RB
41,CeeDee Lamb,53,9,Thu,11,12,11/23/23,24-229,DAL,,WAS,W 45-10,9,4,53,13.3,1,44.4,5.9,4,44.4,WR
42,Jahan Dotson,52,6,Thu,12,12,11/23/23,23-246,WAS,@,DAL,L 10-45,6,5,52,10.4,0,83.3,8.7,3,83.3,WR
43,Jameson Williams,51,3,Thu,11,12,11/23/23,22-242,DET,,GNB,L 22-29,3,2,51,25.5,0,66.7,17,2,66.7,WR
44,Brandon Aiyuk,50,4,Thu,11,12,11/23/23,25-251,SFO,@,SEA,W 31-13,4,2,50,25,1,50,12.5,2,50,WR
45,Tank Dell,50,8,Sun,11,12,11/26/23,24-028,HOU,,JAX,L 21-24,8,5,50,10,1,62.5,6.3,3,50,WR
46,T.J. Hockenson,50,6,Mon,12,12,11/27/23,26-147,MIN,,CHI,L 10-12,6,5,50,10,1,83.3,8.3,2,33.3,TE
47,Diontae Johnson,50,8,Sun,11,12,11/26/23,27-144,PIT,@,CIN,W 16-10,8,4,50,12.5,0,50,6.3,2,37.5,WR
48,Alvin Kamara,50,5,Sun,11,12,11/26/23,28-124,NOR,@,ATL,L 15-24,5,4,50,12.5,0,80,10,2,60,RB
49,Terry McLaurin,50,11,Thu,12,12,11/23/23,28-069,WAS,@,DAL,L 10-45,11,4,50,12.5,0,36.4,4.5,3,36.4,WR
50,Demario Douglas,49,9,Sun,11,12,11/26/23,22-353,NWE,@,NYG,L 7-10,9,6,49,8.2,0,66.7,5.4,3,33.3,WR
51,Evan Engram,49,8,Sun,11,12,11/26/23,29-085,JAX,@,HOU,W 24-21,8,5,49,9.8,0,62.5,6.1,1,37.5,TE
52,DeAndre Hopkins,49,5,Sun,11,12,11/26/23,31-173,TEN,,CAR,W 17-10,5,3,49,16.3,0,60,9.8,2,40,WR
53,Jalen Tolbert,49,3,Thu,11,12,11/23/23,24-269,DAL,,WAS,W 45-10,3,2,49,24.5,0,66.7,16.3,1,66.7,WR
54,Chuba Hubbard,47,5,Sun,11,12,11/26/23,24-168,CAR,@,TEN,L 10-17,5,5,47,9.4,0,100,9.4,2,40,RB
55,Sam LaPorta,47,8,Thu,11,12,11/23/23,22-315,DET,,GNB,L 22-29,8,5,47,9.4,1,62.5,5.9,2,50,TE
56,Khalil Shakir,47,5,Sun,12,12,11/26/23,23-296,BUF,@,PHI,L 34-37 (OT),5,3,47,15.7,0,60,9.4,2,60,WR
57,Malik Heath,46,4,Thu,11,12,11/23/23,23-265,GNB,@,DET,W 29-22,4,4,46,11.5,0,100,11.5,2,75,WR
58,Chris Godwin,45,7,Sun,11,12,11/26/23,27-272,TAM,@,IND,L 20-27,7,3,45,15,0,42.9,6.4,2,42.9,WR
59,Juwan Johnson,45,7,Sun,11,12,11/26/23,27-074,NOR,@,ATL,L 15-24,7,4,45,11.3,0,57.1,6.4,3,42.9,TE
