Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
1,CeeDee Lamb,191,16,Sun,8,9,11/5/23,24-211,DAL,@,PHI,L 23-28,16,11,191,17.4,0,68.8,11.9,7,50,WR
2,Noah Brown,153,6,Sun,8,9,11/5/23,27-303,HOU,,TAM,W 39-37,6,6,153,25.5,1,100,25.5,4,66.7,WR
3,Amari Cooper,139,5,Sun,8,9,11/5/23,29-141,CLE,,ARI,W 27-0,5,5,139,27.8,1,100,27.8,4,80,WR
4,Dalton Schultz,130,11,Sun,8,9,11/5/23,27-117,HOU,,TAM,W 39-37,11,10,130,13,1,90.9,11.8,7,81.8,TE
5,Tank Dell,114,11,Sun,8,9,11/5/23,24-007,HOU,,TAM,W 39-37,11,6,114,19,2,54.5,10.4,6,54.5,WR
6,Tee Higgins,110,9,Sun,8,9,11/5/23,24-291,CIN,,BUF,W 24-18,9,8,110,13.8,0,88.9,12.2,6,88.9,WR
7,Jonnu Smith,100,6,Sun,9,9,11/5/23,28-075,ATL,,MIN,L 28-31,6,5,100,20,1,83.3,16.7,3,83.3,TE
8,Jake Ferguson,91,10,Sun,8,9,11/5/23,24-291,DAL,@,PHI,L 23-28,10,7,91,13,1,70,9.1,5,60,TE
9,Diontae Johnson,90,9,Thu,8,9,11/2/23,27-120,PIT,,TEN,W 20-16,9,7,90,12.9,1,77.8,10,5,77.8,WR
10,Mike Evans,87,5,Sun,8,9,11/5/23,30-076,TAM,@,HOU,L 37-39,5,4,87,21.8,0,80,17.4,3,80,WR
11,Stefon Diggs,86,7,Sun,9,9,11/5/23,29-341,BUF,@,CIN,L 18-24,7,6,86,14.3,1,85.7,12.3,4,85.7,WR
12,Darnell Mooney,82,6,Sun,9,9,11/5/23,26-007,CHI,@,NOR,L 17-24,6,5,82,16.4,0,83.3,13.7,5,83.3,WR
13,Dalton Kincaid,81,11,Sun,9,9,11/5/23,24-018,BUF,@,CIN,L 18-24,11,10,81,8.1,0,90.9,7.4,5,81.8,TE
14,Mark Andrews,80,10,Sun,9,9,11/5/23,28-060,BAL,,SEA,W 37-3,10,9,80,8.9,0,90,8,2,60,TE
15,Garrett Wilson,80,13,Mon,8,9,11/6/23,23-107,NYJ,,LAC,L 6-27,13,7,80,11.4,0,53.8,6.2,2,46.2,WR
16,Keenan Allen,77,9,Mon,8,9,11/6/23,31-193,LAC,@,NYJ,W 27-6,9,8,77,9.6,0,88.9,8.6,4,55.6,WR
17,Terry McLaurin,73,8,Sun,9,9,11/5/23,28-051,WAS,@,NWE,W 20-17,8,5,73,14.6,0,62.5,9.1,3,50,WR
18,Cade Otton,70,9,Sun,8,9,11/5/23,24-204,TAM,@,HOU,L 37-39,9,6,70,11.7,2,66.7,7.8,4,44.4,TE
19,Jahan Dotson,69,8,Sun,9,9,11/5/23,23-228,WAS,@,NWE,W 20-17,8,4,69,17.3,1,50,8.6,2,37.5,WR
20,T.J. Hockenson,69,12,Sun,9,9,11/5/23,26-125,MIN,@,ATL,W 31-28,12,7,69,9.9,0,58.3,5.8,4,50,TE
21,Kyle Philips,68,5,Thu,8,9,11/2/23,24-138,TEN,@,PIT,L 16-20,5,4,68,17,0,80,13.6,3,80,WR
22,A.J. Brown,66,9,Sun,9,9,11/5/23,26-128,PHI,,DAL,W 28-23,9,7,66,9.4,1,77.8,7.3,3,55.6,WR
23,Tyler Conklin,66,6,Mon,8,9,11/6/23,28-099,NYJ,,LAC,L 6-27,6,6,66,11,0,100,11,2,33.3,TE
24,Michael Pittman Jr.,64,8,Sun,9,9,11/5/23,26-031,IND,@,CAR,W 27-13,8,8,64,8,0,100,8,4,75,WR
25,Jaxon Smith-Njigba,63,7,Sun,8,9,11/5/23,21-264,SEA,@,BAL,L 3-37,7,6,63,10.5,0,85.7,9,2,57.1,WR
26,Tyreek Hill,62,10,Sun,9,9,11/5/23,29-249,MIA,@,KAN,L 14-21,10,8,62,7.8,0,80,6.2,5,60,WR
27,KhaDarel Hodge,60,6,Sun,9,9,11/5/23,28-306,ATL,,MIN,L 28-31,6,3,60,20,0,50,10,3,50,WR
28,DeAndre Hopkins,60,11,Thu,8,9,11/2/23,31-149,TEN,@,PIT,L 16-20,11,4,60,15,0,36.4,5.5,4,36.4,WR
29,Darius Slayton,59,7,Sun,9,9,11/5/23,26-297,NYG,@,LVR,L 6-30,7,4,59,14.8,0,57.1,8.4,3,57.1,WR
30,Khalil Shakir,57,4,Sun,9,9,11/5/23,23-275,BUF,@,CIN,L 18-24,4,4,57,14.3,0,100,14.3,2,75,WR
31,Odell Beckham Jr.,56,7,Sun,9,9,11/5/23,31-000,BAL,,SEA,W 37-3,7,5,56,11.2,1,71.4,8,4,71.4,WR
32,Tyler Boyd,56,5,Sun,8,9,11/5/23,28-355,CIN,,BUF,W 24-18,5,3,56,18.7,0,60,11.2,2,40,WR
33,Kyle Pitts,56,5,Sun,9,9,11/5/23,23-030,ATL,,MIN,L 28-31,5,4,56,14,0,80,11.2,3,80,TE
34,Demario Douglas,55,7,Sun,9,9,11/5/23,22-332,NWE,,WAS,L 17-20,7,5,55,11,0,71.4,7.9,3,71.4,WR
35,Cole Kmet,55,8,Sun,9,9,11/5/23,24-240,CHI,@,NOR,L 17-24,8,6,55,9.2,2,75,6.9,4,62.5,TE
36,Byron Pringle,55,4,Sun,9,9,11/5/23,29-353,WAS,@,NWE,W 20-17,4,3,55,18.3,0,75,13.8,3,75,WR
37,Nico Collins,54,5,Sun,8,9,11/5/23,24-231,HOU,,TAM,W 39-37,5,3,54,18,1,60,10.8,3,60,WR
38,Hayden Hurst,54,4,Sun,8,9,11/5/23,30-073,CAR,,IND,L 13-27,4,2,54,27,0,50,13.5,1,25,TE
39,Jordan Addison,52,7,Sun,9,9,11/5/23,21-282,MIN,@,ATL,W 31-28,7,5,52,10.4,0,71.4,7.4,2,42.9,WR
40,Tre Tucker,52,3,Sun,9,9,11/5/23,22-242,LVR,,NYG,W 30-6,3,2,52,26,0,66.7,17.3,1,33.3,WR
41,Luke Musgrave,51,4,Sun,8,9,11/5/23,23-064,GNB,,LAR,W 20-3,4,3,51,17,1,75,12.8,2,75,TE
42,Trey Palmer,51,4,Sun,8,9,11/5/23,22-217,TAM,@,HOU,L 37-39,4,3,51,17,0,75,12.8,1,50,WR
43,DeVonta Smith,51,3,Sun,9,9,11/5/23,24-356,PHI,,DAL,W 28-23,3,3,51,17,1,100,17,2,66.7,WR
44,JuJu Smith-Schuster,51,7,Sun,9,9,11/5/23,26-348,NWE,,WAS,L 17-20,7,6,51,8.5,0,85.7,7.3,3,57.1,WR
45,Dallas Goedert,50,4,Sun,9,9,11/5/23,28-306,PHI,,DAL,W 28-23,4,3,50,16.7,0,75,12.5,2,75,TE
46,D.K. Metcalf,50,4,Sun,8,9,11/5/23,25-326,SEA,@,BAL,L 3-37,4,1,50,50,0,25,12.5,1,25,WR
47,Alexander Mattison,49,2,Sun,9,9,11/5/23,25-139,MIN,@,ATL,W 31-28,2,2,49,24.5,1,100,24.5,2,100,RB
48,Jalen Tolbert,49,5,Sun,8,9,11/5/23,24-251,DAL,@,PHI,L 23-28,5,3,49,16.3,1,60,9.8,3,60,WR
