Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
201,Gabriel Davis,0,2,Sun,9,9,11/5/23,24-218,BUF,@,CIN,L 18-24,2,0,0,,0,0,0,,0,WR
202,Will Dissly,0,1,Sun,8,9,11/5/23,27-120,SEA,@,BAL,L 3-37,1,0,0,,0,0,0,,0,TE
203,Noah Fant,0,1,Sun,8,9,11/5/23,25-350,SEA,@,BAL,L 3-37,1,0,0,,0,0,0,,0,TE
204,Royce Freeman,0,1,Sun,9,9,11/5/23,27-254,LAR,@,GNB,L 3-20,1,0,0,,0,0,0,0,0,RB
205,Mike Gesicki,0,2,Sun,9,9,11/5/23,28-033,NWE,,WAS,L 17-20,2,0,0,,0,0,0,,0,TE
206,Marquise Goodwin,0,2,Sun,8,9,11/5/23,32-351,CLE,,ARI,W 27-0,2,0,0,,0,0,0,,0,WR
207,Kylen Granson,0,2,Sun,9,9,11/5/23,25-223,IND,@,CAR,W 27-13,2,0,0,,0,0,0,,0,TE
208,Jalen Guyton,0,2,Mon,8,9,11/6/23,26-152,LAC,@,NYJ,W 27-6,2,0,0,,0,0,0,,0,WR
209,Deonte Harty,0,1,Sun,9,9,11/5/23,25-336,BUF,@,CIN,L 18-24,1,0,0,,0,0,0,,0,WR
210,Malik Heath,0,1,Sun,8,9,11/5/23,23-247,GNB,,LAR,W 20-3,1,0,0,,0,0,0,,0,WR
211,Tyler Higbee,0,1,Sun,9,9,11/5/23,30-308,LAR,@,GNB,L 3-20,1,0,0,,0,0,0,,0,TE
212,Justice Hill,0,1,Sun,9,9,11/5/23,25-356,BAL,,SEA,W 37-3,1,0,0,,0,0,0,0,0,RB
213,Isaiah Hodgins,0,1,Sun,9,9,11/5/23,25-015,NYG,@,LVR,L 6-30,1,0,0,,0,0,0,,0,WR
214,Kareem Hunt,0,1,Sun,8,9,11/5/23,28-091,CLE,,ARI,W 27-0,1,0,0,,0,0,0,0,0,RB
215,Velus Jones Jr.,0,1,Sun,9,9,11/5/23,26-178,CHI,@,NOR,L 17-24,1,0,0,,0,0,0,,0,WR
216,Hunter Luepke,0,1,Sun,8,9,11/5/23,23-250,DAL,@,PHI,L 23-28,1,0,0,,0,0,0,,0,RB
217,Terrace Marshall Jr.,0,1,Sun,8,9,11/5/23,23-149,CAR,,IND,L 13-27,1,0,0,,0,0,0,,0,WR
218,Raheem Mostert,0,1,Sun,9,9,11/5/23,31-210,MIA,@,KAN,L 14-21,1,0,0,,0,0,0,0,0,RB
219,Isiah Pacheco,0,1,Sun,9,9,11/5/23,24-248,KAN,,MIA,W 21-14,1,0,0,,0,0,0,0,0,RB
220,Donald Parham,0,2,Mon,8,9,11/6/23,26-082,LAC,@,NYJ,W 27-6,2,0,0,,0,0,0,,0,TE
221,Zach Pascal,0,1,Sun,9,9,11/5/23,28-322,ARI,@,CLE,L 0-27,1,0,0,,0,0,0,,0,WR
222,La'Mical Perine,0,1,Sun,9,9,11/5/23,25-279,KAN,,MIA,W 21-14,1,0,0,,0,0,0,,0,RB
223,Alec Pierce,0,2,Sun,9,9,11/5/23,23-187,IND,@,CAR,W 27-13,2,0,0,,0,0,0,,0,WR
224,Luke Schoonmaker,0,1,Sun,8,9,11/5/23,25-038,DAL,@,PHI,L 23-28,1,1,0,0,0,100,0,,0,TE
225,Tyler Scott,0,2,Sun,9,9,11/5/23,22-024,CHI,@,NOR,L 17-24,2,0,0,,0,0,0,,0,WR
226,Devin Singletary,0,2,Sun,8,9,11/5/23,26-063,HOU,,TAM,W 39-37,2,2,0,0,0,100,0,0,0,RB
227,Stone Smartt,0,1,Mon,8,9,11/6/23,25-033,LAC,@,NYJ,W 27-6,1,0,0,,0,0,0,,0,TE
228,Michael Thomas,0,1,Sun,9,9,11/5/23,30-247,NOR,,CHI,W 24-17,1,0,0,,0,0,0,,0,WR
229,Josh Whyle,0,1,Thu,8,9,11/2/23,24-055,TEN,@,PIT,L 16-20,1,0,0,,0,0,0,,0,TE
230,Chase Edmonds,-1,1,Sun,8,9,11/5/23,27-206,TAM,@,HOU,L 37-39,1,1,-1,-1,0,100,-1,,0,RB
231,George Pickens,-1,5,Thu,8,9,11/2/23,22-243,PIT,,TEN,W 20-16,5,2,-1,-0.5,0,40,-0.2,,0,WR
232,Ke'Shawn Vaughn,-1,1,Sun,8,9,11/5/23,26-185,TAM,@,HOU,L 37-39,1,1,-1,-1,0,100,-1,,0,RB
233,Keaton Mitchell,-4,1,Sun,9,9,11/5/23,21-292,BAL,,SEA,W 37-3,1,1,-4,-4,0,100,-4,0,0,RB
234,John Bates,-5,2,Sun,9,9,11/5/23,25-364,WAS,@,NWE,W 20-17,2,1,-5,-5,0,50,-2.5,,0,TE
235,Pierre Strong,-7,1,Sun,8,9,11/5/23,24-330,CLE,,ARI,W 27-0,1,1,-7,-7,0,100,-7,,0,RB
236,Tyler Allgeier,-9,3,Sun,9,9,11/5/23,23-204,ATL,,MIN,L 28-31,3,2,-9,-4.5,0,66.7,-3,0,0,RB
,,,,,,,,,,,,,,,,,,,,,,
