Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
1,Keaton Mitchell,138,9,Sun,9,9,11/5/23,21-292,BAL,,SEA,W 37-3,9,138,15.3,1,5,77.8,RB
2,Josh Jacobs,98,26,Sun,9,9,11/5/23,25-267,LVR,,NYG,W 30-6,26,98,3.8,2,5,46.2,RB
3,Saquon Barkley,90,16,Sun,9,9,11/5/23,26-269,NYG,@,LVR,L 6-30,16,90,5.6,0,4,56.3,RB
4,Jaylen Warren,88,11,Thu,8,9,11/2/23,25-001,PIT,,TEN,W 20-16,11,88,8,0,5,63.6,RB
5,Rhamondre Stevenson,87,9,Sun,9,9,11/5/23,25-255,NWE,,WAS,L 17-20,9,87,9.7,1,3,55.6,RB
6,Raheem Mostert,85,12,Sun,9,9,11/5/23,31-210,MIA,@,KAN,L 14-21,12,85,7.1,1,4,58.3,RB
7,D'Onta Foreman,83,20,Sun,9,9,11/5/23,27-195,CHI,@,NOR,L 17-24,20,83,4.2,0,2,45,RB
8,Derrick Henry,75,17,Thu,8,9,11/2/23,29-302,TEN,@,PIT,L 16-20,17,75,4.4,1,5,52.9,RB
9,Aaron Jones,73,20,Sun,8,9,11/5/23,28-338,GNB,,LAR,W 20-3,20,73,3.7,1,3,55,RB
10,Rachaad White,73,20,Sun,8,9,11/5/23,24-297,TAM,@,HOU,L 37-39,20,73,3.7,2,7,55,RB
11,Tyson Bagent,70,8,Sun,9,9,11/5/23,23-150,CHI,@,NOR,L 17-24,8,70,8.8,0,5,75,QB
12,Najee Harris,69,16,Thu,8,9,11/2/23,25-238,PIT,,TEN,W 20-16,16,69,4.3,1,4,43.8,RB
13,Joshua Dobbs,66,7,Sun,9,9,11/5/23,28-283,MIN,@,ATL,W 31-28,7,66,9.4,1,4,57.1,QB
14,Isiah Pacheco,66,16,Sun,9,9,11/5/23,24-248,KAN,,MIA,W 21-14,16,66,4.1,0,4,62.5,RB
15,Brian Robinson Jr.,63,18,Sun,9,9,11/5/23,24-228,WAS,@,NWE,W 20-17,18,63,3.5,1,4,50,RB
16,Lamar Jackson,60,10,Sun,9,9,11/5/23,26-302,BAL,,SEA,W 37-3,10,60,6,0,5,60,QB
17,Chuba Hubbard,58,16,Sun,8,9,11/5/23,24-147,CAR,,IND,L 13-27,16,58,3.6,0,4,50,RB
18,Gus Edwards,52,5,Sun,9,9,11/5/23,28-206,BAL,,SEA,W 37-3,5,52,10.4,2,3,60,RB
19,Taysom Hill,52,11,Sun,9,9,11/5/23,33-074,NOR,,CHI,W 24-17,11,52,4.7,0,4,63.6,QB
20,Tony Pollard,51,12,Sun,8,9,11/5/23,26-189,DAL,@,PHI,L 23-28,12,51,4.3,0,1,33.3,RB
21,Bijan Robinson,51,11,Sun,9,9,11/5/23,21-279,ATL,,MIN,L 28-31,11,51,4.6,0,2,27.3,RB
22,Breece Hall,50,16,Mon,8,9,11/6/23,22-159,NYJ,,LAC,L 6-27,16,50,3.1,0,2,37.5,RB
23,Austin Ekeler,47,14,Mon,8,9,11/6/23,28-173,LAC,@,NYJ,W 27-6,14,47,3.4,2,3,35.7,RB
24,Jonathan Taylor,47,18,Sun,9,9,11/5/23,24-290,IND,@,CAR,W 27-13,18,47,2.6,0,3,33.3,RB
25,Josh Allen,44,8,Sun,9,9,11/5/23,27-168,BUF,@,CIN,L 18-24,8,44,5.5,1,6,87.5,QB
26,Jerome Ford,44,20,Sun,8,9,11/5/23,23-331,CLE,,ARI,W 27-0,20,44,2.2,0,2,25,RB
27,Alexander Mattison,44,16,Sun,9,9,11/5/23,25-139,MIN,@,ATL,W 31-28,16,44,2.8,0,2,31.3,RB
28,D'Andre Swift,43,18,Sun,9,9,11/5/23,24-295,PHI,,DAL,W 28-23,18,43,2.4,0,1,33.3,RB
29,Emanuel Wilson,43,4,Sun,8,9,11/5/23,24-181,GNB,,LAR,W 20-3,4,43,10.8,0,1,75,RB
30,Bryce Young,41,5,Sun,8,9,11/5/23,22-103,CAR,,IND,L 13-27,5,41,8.2,0,3,60,QB
31,AJ Dillon,40,9,Sun,8,9,11/5/23,25-187,GNB,,LAR,W 20-3,9,40,4.4,0,3,66.7,RB
32,Justice Hill,40,13,Sun,9,9,11/5/23,25-356,BAL,,SEA,W 37-3,13,40,3.1,0,2,38.5,RB
33,Tyler Allgeier,39,12,Sun,9,9,11/5/23,23-204,ATL,,MIN,L 28-31,12,39,3.3,1,3,50,RB
34,Miles Sanders,39,6,Sun,8,9,11/5/23,26-188,CAR,,IND,L 13-27,6,39,6.5,0,3,83.3,RB
35,Kareem Hunt,38,14,Sun,8,9,11/5/23,28-091,CLE,,ARI,W 27-0,14,38,2.7,1,4,42.9,RB
