Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
20,D'Andre Swift,57,16,Sun,8,8,10/29/23,24-288,PHI,@,WAS,W 38-31,16,57,3.6,1,2,43.8,RB
21,Kareem Hunt,55,14,Sun,7,8,10/29/23,28-084,CLE,@,SEA,L 20-24,14,55,3.9,1,4,57.1,RB
22,Christian McCaffrey,54,12,Sun,8,8,10/29/23,27-144,SFO,,CIN,L 17-31,12,54,4.5,1,4,66.7,RB
23,Zach Charbonnet,53,5,Sun,7,8,10/29/23,22-294,SEA,,CLE,W 24-20,5,53,10.6,0,3,60,RB
24,Tony Pollard,53,12,Sun,7,8,10/29/23,26-182,DAL,,LAR,W 43-20,12,53,4.4,0,2,41.7,RB
25,Raheem Mostert,46,13,Sun,8,8,10/29/23,31-203,MIA,,NWE,W 31-17,13,46,3.5,1,2,61.5,RB
26,Dameon Pierce,46,12,Sun,7,8,10/29/23,23-252,HOU,@,CAR,L 13-15,12,46,3.8,0,1,33.3,RB
27,Royce Freeman,44,9,Sun,8,8,10/29/23,27-247,LAR,@,DAL,L 20-43,9,44,4.9,1,3,77.8,RB
28,Joe Burrow,43,6,Sun,7,8,10/29/23,26-323,CIN,@,SFO,W 31-17,6,43,7.2,0,4,66.7,QB
29,Josh Allen,41,7,Thu,8,8,10/26/23,27-158,BUF,,TAM,W 24-18,7,41,5.9,1,3,71.4,QB
30,Pierre Strong,41,10,Sun,7,8,10/29/23,24-323,CLE,@,SEA,L 20-24,10,41,4.1,0,2,60,RB
31,Isiah Pacheco,40,8,Sun,8,8,10/29/23,24-241,KAN,@,DEN,L 9-24,8,40,5,0,1,50,RB
32,Rhamondre Stevenson,39,10,Sun,8,8,10/29/23,25-248,NWE,@,MIA,L 17-31,10,39,3.9,0,3,40,RB
33,Rachaad White,39,9,Thu,7,8,10/26/23,24-287,TAM,@,BUF,L 18-24,9,39,4.3,0,1,33.3,RB
34,Jerome Ford,37,9,Sun,7,8,10/29/23,23-324,CLE,@,SEA,L 20-24,9,37,4.1,0,1,33.3,RB
35,Ezekiel Elliott,36,7,Sun,8,8,10/29/23,28-099,NWE,@,MIA,L 17-31,7,36,5.1,0,3,57.1,RB
36,D'Onta Foreman,34,9,Sun,8,8,10/29/23,27-188,CHI,@,LAC,L 13-30,9,34,3.8,0,2,44.4,RB
37,Jordan Love,34,4,Sun,7,8,10/29/23,24-361,GNB,,MIN,L 10-24,4,34,8.5,0,0,0,QB
38,Jaleel McLaughlin,33,4,Sun,8,8,10/29/23,23-046,DEN,,KAN,W 24-9,4,33,8.3,0,2,75,RB
39,Tyrod Taylor,33,5,Sun,8,8,10/29/23,34-087,NYG,,NYJ,L 10-13 (OT),5,33,6.6,0,1,60,QB
40,Tyler Allgeier,31,8,Sun,8,8,10/29/23,23-197,ATL,@,TEN,L 23-28,8,31,3.9,0,1,50,RB
41,Darrell Henderson,31,12,Sun,8,8,10/29/23,26-071,LAR,@,DAL,L 20-43,12,31,2.6,0,1,33.3,RB
42,Alexander Mattison,31,16,Sun,8,8,10/29/23,25-132,MIN,@,GNB,W 24-10,16,31,1.9,0,2,25,RB
43,Devin Singletary,30,10,Sun,7,8,10/29/23,26-056,HOU,@,CAR,L 13-15,10,30,3,0,1,50,RB
44,Jamaal Williams,30,6,Sun,8,8,10/29/23,28-209,NOR,@,IND,W 38-27,6,30,5,0,2,83.3,RB
45,Russell Wilson,30,8,Sun,8,8,10/29/23,34-334,DEN,,KAN,W 24-9,8,30,3.8,0,4,75,QB
46,Austin Ekeler,29,15,Sun,7,8,10/29/23,28-165,LAC,,CHI,W 30-13,15,29,1.9,0,1,26.7,RB
47,Aaron Jones,29,7,Sun,7,8,10/29/23,28-331,GNB,,MIN,L 10-24,7,29,4.1,0,1,71.4,RB
48,Chuba Hubbard,28,15,Sun,7,8,10/29/23,24-140,CAR,,HOU,W 15-13,15,28,1.9,0,2,46.7,RB
49,Tyjae Spears,27,3,Sun,7,8,10/29/23,22-136,TEN,,ATL,W 28-23,3,27,9,0,1,33.3,RB
50,P.J. Walker,27,6,Sun,7,8,10/29/23,28-245,CLE,@,SEA,L 20-24,6,27,4.5,0,2,66.7,QB
51,Joshua Dobbs,26,6,Sun,8,8,10/29/23,28-276,ARI,,BAL,L 24-31,6,26,4.3,1,2,66.7,QB
52,Desmond Ridder,26,3,Sun,8,8,10/29/23,24-059,ATL,@,TEN,L 23-28,3,26,8.7,0,1,33.3,QB
53,Zach Wilson,25,4,Sun,7,8,10/29/23,24-087,NYJ,@,NYG,W 13-10 (OT),4,25,6.3,0,1,25,QB
54,Jeff Wilson,23,5,Sun,8,8,10/29/23,27-347,MIA,,NWE,W 31-17,5,23,4.6,0,2,60,RB
55,Roschon Johnson,21,6,Sun,8,8,10/29/23,22-271,CHI,@,LAC,L 13-30,6,21,3.5,0,1,33.3,RB
56,Joshua Kelley,21,6,Sun,7,8,10/29/23,25-343,LAC,,CHI,W 30-13,6,21,3.5,0,,50,RB
57,Patrick Mahomes,20,3,Sun,8,8,10/29/23,28-042,KAN,@,DEN,L 9-24,3,20,6.7,0,1,100,QB
58,Cam Akers,19,9,Sun,8,8,10/29/23,24-129,MIN,@,GNB,W 24-10,9,19,2.1,1,2,33.3,RB
59,Baker Mayfield,19,3,Thu,7,8,10/26/23,28-195,TAM,@,BUF,L 18-24,3,19,6.3,0,1,66.7,QB
60,Dak Prescott,19,4,Sun,7,8,10/29/23,30-092,DAL,,LAR,W 43-20,4,19,4.8,0,2,75,QB
61,Jaylen Warren,19,5,Sun,7,8,10/29/23,24-362,PIT,,JAX,L 10-20,5,19,3.8,0,1,40,RB
62,Rashod Bateman,18,1,Sun,8,8,10/29/23,23-334,BAL,@,ARI,W 31-24,1,18,18,0,1,100,WR
63,Rico Dowdle,18,5,Sun,7,8,10/29/23,25-137,DAL,,LAR,W 43-20,5,18,3.6,0,1,40,RB
64,Darrynton Evans,18,4,Sun,8,8,10/29/23,25-112,CHI,@,LAC,L 13-30,4,18,4.5,1,3,75,RB
65,Mitchell Trubisky,18,3,Sun,7,8,10/29/23,29-070,PIT,,JAX,L 10-20,3,18,6,0,1,100,QB
66,Breece Hall,17,12,Sun,7,8,10/29/23,22-151,NYJ,@,NYG,W 13-10 (OT),12,17,1.4,0,0,25,RB
67,Lamar Jackson,17,5,Sun,8,8,10/29/23,26-295,BAL,@,ARI,W 31-24,5,17,3.4,0,1,20,QB
68,Wan'Dale Robinson,17,2,Sun,8,8,10/29/23,22-297,NYG,,NYJ,L 10-13 (OT),2,17,8.5,0,1,100,WR
69,Tank Dell,15,3,Sun,7,8,10/29/23,24-000,HOU,@,CAR,L 13-15,3,15,5,0,1,66.7,WR
70,Justice Hill,15,4,Sun,8,8,10/29/23,25-349,BAL,@,ARI,W 31-24,4,15,3.8,0,0,50,RB
71,Antonio Gibson,14,2,Sun,8,8,10/29/23,25-128,WAS,,PHI,L 31-38,2,14,7,0,0,100,RB
72,Chris Godwin,14,1,Thu,7,8,10/26/23,27-241,TAM,@,BUF,L 18-24,1,14,14,0,1,100,WR
73,Taylor Heinicke,14,2,Sun,8,8,10/29/23,30-228,ATL,@,TEN,L 23-28,2,14,7,0,0,0,QB
74,Matt Breida,13,5,Sun,8,8,10/29/23,28-243,NYG,,NYJ,L 10-13 (OT),5,13,2.6,0,,0,RB
75,Najee Harris,13,7,Sun,7,8,10/29/23,25-234,PIT,,JAX,L 10-20,7,13,1.9,0,0,14.3,RB
76,C.J. Stroud,13,2,Sun,7,8,10/29/23,22-026,HOU,@,CAR,L 13-15,2,13,6.5,1,2,100,QB
77,Tommy DeVito,12,4,Sun,8,8,10/29/23,25-083,NYG,,NYJ,L 10-13 (OT),4,12,3,1,1,25,QB
78,Jimmy Garoppolo,12,2,Mon,8,8,10/30/23,31-362,LVR,@,DET,L 14-26,2,12,6,0,1,50,QB
79,CeeDee Lamb,12,1,Sun,7,8,10/29/23,24-204,DAL,,LAR,W 43-20,1,12,12,0,1,100,WR
80,AJ Dillon,11,6,Sun,7,8,10/29/23,25-180,GNB,,MIN,L 10-24,6,11,1.8,0,0,33.3,RB
81,Sam Howell,11,3,Sun,8,8,10/29/23,23-043,WAS,,PHI,L 31-38,3,11,3.7,0,2,66.7,QB
82,Will Levis,11,7,Sun,7,8,10/29/23,24-124,TEN,,ATL,W 28-23,7,11,1.6,0,2,42.9,QB
83,Rondale Moore,11,2,Sun,8,8,10/29/23,23-142,ARI,,BAL,L 24-31,2,11,5.5,0,1,100,WR
84,Bryce Young,11,4,Sun,7,8,10/29/23,22-096,CAR,,HOU,W 15-13,4,11,2.8,0,1,50,QB
85,Calvin Austin,10,2,Sun,7,8,10/29/23,24-219,PIT,,JAX,L 10-20,2,10,5,0,1,50,WR
86,Trevor Lawrence,10,1,Sun,8,8,10/29/23,24-023,JAX,@,PIT,W 20-10,1,10,10,0,0,0,QB
87,Kendre Miller,10,3,Sun,8,8,10/29/23,21-140,NOR,@,IND,W 38-27,3,10,3.3,0,1,33.3,RB
88,Kenny Pickett,10,1,Sun,7,8,10/29/23,25-145,PIT,,JAX,L 10-20,1,10,10,0,1,100,QB
89,Tank Bigsby,9,3,Sun,8,8,10/29/23,22-060,JAX,@,PIT,W 20-10,3,9,3,0,1,66.7,RB
90,Kirk Cousins,9,2,Sun,8,8,10/29/23,35-071,MIN,@,GNB,W 24-10,2,9,4.5,0,1,100,QB
91,Keaontay Ingram,9,2,Sun,8,8,10/29/23,24-003,ARI,,BAL,L 24-31,2,9,4.5,0,1,50,RB
92,Matthew Stafford,9,1,Sun,8,8,10/29/23,35-264,LAR,@,DAL,L 20-43,1,9,9,0,0,100,QB
93,Tutu Atwell,8,2,Sun,8,8,10/29/23,24-022,LAR,@,DAL,L 20-43,2,8,4,0,1,50,WR
94,D'Ernest Johnson,8,2,Sun,8,8,10/29/23,27-244,JAX,@,PIT,W 20-10,2,8,4,0,,50,RB
95,Tua Tagovailoa,8,6,Sun,8,8,10/29/23,25-241,MIA,,NWE,W 31-17,6,8,1.3,0,1,16.7,QB
96,Ameer Abdullah,7,1,Mon,8,8,10/30/23,30-139,LVR,@,DET,L 14-26,1,7,7,0,,100,RB
97,Latavius Murray,7,5,Thu,8,8,10/26/23,33-281,BUF,,TAM,W 24-18,5,7,1.4,0,1,20,RB
98,Cordarrelle Patterson,7,2,Sun,8,8,10/29/23,32-226,ATL,@,TEN,L 23-28,2,7,3.5,0,,50,RB
99,Tyler Boyd,6,1,Sun,7,8,10/29/23,28-348,CIN,@,SFO,W 31-17,1,6,6,0,1,100,WR
100,Jalen Hurts,6,4,Sun,8,8,10/29/23,25-083,PHI,@,WAS,W 38-31,4,6,1.5,0,1,25,QB
101,Trayveon Williams,6,2,Sun,7,8,10/29/23,26-011,CIN,@,SFO,W 31-17,2,6,3,0,1,50,RB
102,Garrett Wilson,6,1,Sun,7,8,10/29/23,23-099,NYJ,@,NYG,W 13-10 (OT),1,6,6,0,0,100,WR
103,Raheem Blackshear,5,3,Sun,7,8,10/29/23,24-146,CAR,,HOU,W 15-13,3,5,1.7,0,0,0,RB
104,Mike Boone,5,1,Sun,7,8,10/29/23,28-091,HOU,@,CAR,L 13-15,1,5,5,0,0,100,S
105,Dalvin Cook,5,2,Sun,7,8,10/29/23,28-080,NYJ,@,NYG,W 13-10 (OT),2,5,2.5,0,1,100,RB
106,Chase Edmonds,5,3,Thu,7,8,10/26/23,27-196,TAM,@,BUF,L 18-24,3,5,1.7,0,,0,RB
107,Samaje Perine,5,1,Sun,8,8,10/29/23,28-043,DEN,,KAN,W 24-9,1,5,5,0,0,100,RB
108,Damien Williams,5,2,Sun,8,8,10/29/23,31-209,ARI,,BAL,L 24-31,2,5,2.5,0,,50,RB
109,Demario Douglas,4,1,Sun,8,8,10/29/23,22-325,NWE,@,MIA,L 17-31,1,4,4,0,0,100,WR
110,Clyde Edwards-Helaire,4,1,Sun,8,8,10/29/23,24-201,KAN,@,DEN,L 9-24,1,4,4,0,,100,RB
111,Chigoziem Okonkwo,4,1,Sun,7,8,10/29/23,24-051,TEN,,ATL,W 28-23,1,4,4,0,1,100,TE
112,Malik Willis,4,2,Sun,7,8,10/29/23,24-157,TEN,,ATL,W 28-23,2,4,2,0,,50,QB
113,Jake Bobo,3,1,Sun,7,8,10/29/23,25-086,SEA,,CLE,W 24-20,1,3,3,1,1,100,WR
114,Brandin Cooks,3,1,Sun,7,8,10/29/23,30-034,DAL,,LAR,W 43-20,1,3,3,0,0,0,WR
115,Xavier Gipson,3,1,Sun,7,8,10/29/23,22-235,NYJ,@,NYG,W 13-10 (OT),1,3,3,0,,0,WR
116,Mecole Hardman,3,1,Sun,8,8,10/29/23,25-231,KAN,@,DEN,L 9-24,1,3,3,0,0,0,WR
117,Gardner Minshew II,3,1,Sun,8,8,10/29/23,27-166,IND,,NOR,L 27-38,1,3,3,0,1,100,QB
118,Darnell Mooney,3,1,Sun,8,8,10/29/23,26-000,CHI,@,LAC,L 13-30,1,3,3,0,0,0,WR
119,Isaiah Spiller,3,3,Sun,7,8,10/29/23,22-081,LAC,,CHI,W 30-13,3,3,1,0,,0,RB
120,Jordan Addison,2,1,Sun,8,8,10/29/23,21-275,MIN,@,GNB,W 24-10,1,2,2,0,0,0,WR
121,Michael Carter,2,2,Sun,7,8,10/29/23,24-175,NYJ,@,NYG,W 13-10 (OT),2,2,1,0,,0,RB
122,Amani Hooker,2,1,Sun,7,8,10/29/23,25-137,TEN,,ATL,W 28-23,1,2,2,0,1,100,DB
123,Elijah Mitchell,2,3,Sun,8,8,10/29/23,25-180,SFO,,CIN,L 17-31,3,2,0.7,0,1,33.3,RB
124,Brandon Powell,2,1,Sun,8,8,10/29/23,28-047,MIN,@,GNB,W 24-10,1,2,2,0,1,100,WR
125,Salvon Ahmed,1,2,Sun,8,8,10/29/23,24-304,MIA,,NWE,W 31-17,2,1,0.5,0,0,0,RB
126,Andrew Beck,1,2,Sun,7,8,10/29/23,27-167,HOU,@,CAR,L 13-15,2,1,0.5,1,1,50,FB
127,Justin Herbert,1,1,Sun,7,8,10/29/23,25-233,LAC,,CHI,W 30-13,1,1,1,0,0,0,QB
128,Ke'Shawn Vaughn,1,1,Thu,7,8,10/26/23,26-175,TAM,@,BUF,L 18-24,1,1,1,0,,0,RB
129,Dyami Brown,0,1,Sun,8,8,10/29/23,23-362,WAS,,PHI,L 31-38,1,0,0,0,,0,WR
130,Kyle Juszczyk,0,2,Sun,8,8,10/29/23,32-189,SFO,,CIN,L 17-31,2,0,0,0,1,50,FB
131,Miles Sanders,0,2,Sun,7,8,10/29/23,26-181,CAR,,HOU,W 15-13,2,0,0,0,,0,RB
132,Tyson Bagent,-1,4,Sun,8,8,10/29/23,23-143,CHI,@,LAC,L 13-30,4,-1,-0.3,1,1,25,QB
133,Derek Carr,-1,1,Sun,8,8,10/29/23,32-215,NOR,@,IND,W 38-27,1,-1,-1,0,0,0,QB
134,Jaren Hall,-1,2,Sun,8,8,10/29/23,25-219,MIN,@,GNB,W 24-10,2,-1,-0.5,0,0,0,QB
135,Jared Goff,-2,2,Mon,8,8,10/30/23,29-016,DET,,LVR,W 26-14,2,-2,-1,0,0,0,QB
136,Mac Jones,-2,1,Sun,8,8,10/29/23,25-054,NWE,@,MIA,L 17-31,1,-2,-2,0,0,0,QB
137,Jerick McKinnon,-2,2,Sun,8,8,10/29/23,31-179,KAN,@,DEN,L 9-24,2,-2,-1,0,1,50,RB
138,Kalif Raymond,-2,1,Mon,8,8,10/30/23,29-083,DET,,LVR,W 26-14,1,-2,-2,0,0,0,WR
139,Trent Taylor,-2,1,Sun,8,8,10/29/23,29-182,CHI,@,LAC,L 13-30,1,-2,-2,0,,0,WR
140,Cooper Rush,-3,3,Sun,7,8,10/29/23,29-342,DAL,,LAR,W 43-20,3,-3,-1,0,,0,QB
141,Geno Smith,-3,2,Sun,7,8,10/29/23,33-019,SEA,,CLE,W 24-20,2,-3,-1.5,0,0,0,QB
142,Kadarius Toney,-3,1,Sun,8,8,10/29/23,24-275,KAN,@,DEN,L 9-24,1,-3,-3,0,,0,WR
143,Kenneth Gainwell,-4,2,Sun,8,8,10/29/23,24-229,PHI,@,WAS,W 38-31,2,-4,-2,0,0,0,RB
144,D'Wayne Eskridge,-5,1,Sun,7,8,10/29/23,26-220,SEA,,CLE,W 24-20,1,-5,-5,0,,0,WR
145,Marquise Goodwin,-5,1,Sun,7,8,10/29/23,32-344,CLE,@,SEA,L 20-24,1,-5,-5,0,,0,WR
146,Ja'Marr Chase,-8,2,Sun,7,8,10/29/23,23-242,CIN,@,SFO,W 31-17,2,-8,-4,0,0,0,WR
,,,,,,,,,,,,,,,,,,,
