Rk,Player,Rate,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Pos.
21,Jaren Hall,88.5,4,Sun,8,8,10/29/23,25-219,MIN,@,GNB,W 24-10,3,4,1,75,23,0,0,0,0,0,88.5,1,0,20,5.8,5.75,4.6,7.7,20,QB
22,Mac Jones,88.4,29,Sun,8,8,10/29/23,25-054,NWE,@,MIA,L 17-31,19,29,10,65.5,161,2,1,0,6.9,3.4,88.4,3,20,9.38,5.6,5.38,4.25,8.5,34.4,QB
23,Desmond Ridder,82.3,12,Sun,8,8,10/29/23,24-059,ATL,@,TEN,L 23-28,8,12,4,66.7,71,0,0,0,0,0,82.3,5,36,29.41,5.9,5.92,2.06,8.9,29.4,QB
24,C.J. Stroud,81.9,24,Sun,7,8,10/29/23,22-026,HOU,@,CAR,L 13-15,16,24,8,66.7,140,0,0,0,0,0,81.9,2,21,7.69,5.8,5.83,4.58,8.8,46.2,QB
25,Zach Wilson,78.5,36,Sun,7,8,10/29/23,24-087,NYJ,@,NYG,W 13-10 (OT),17,36,19,47.2,240,1,0,0,2.8,0,78.5,4,47,10,6.7,7.22,5.33,14.1,32.5,QB
26,Matthew Stafford,78.2,22,Sun,8,8,10/29/23,35-264,LAR,@,DAL,L 20-43,13,22,9,59.1,162,1,1,1,4.5,4.5,78.2,1,9,4.35,7.4,6.23,5.57,12.5,43.5,QB
27,Geno Smith,78,37,Sun,7,8,10/29/23,33-019,SEA,,CLE,W 24-20,23,37,14,62.2,254,2,2,0,5.4,5.4,78,1,6,2.63,6.9,5.51,5.21,11,52.6,QB
28,Joshua Dobbs,77.3,37,Sun,8,8,10/29/23,28-276,ARI,,BAL,L 24-31,25,37,12,67.6,208,2,2,0,5.4,5.4,77.3,2,27,5.13,5.6,4.27,3.36,8.3,53.8,QB
29,Gardner Minshew II,76.6,41,Sun,8,8,10/29/23,27-166,IND,,NOR,L 27-38,23,41,18,56.1,213,2,1,0,4.9,2.4,76.6,2,6,4.65,5.2,5.07,4.7,9.3,32.6,QB
30,Kenny Pickett,73.2,16,Sun,7,8,10/29/23,25-145,PIT,,JAX,L 10-20,10,16,6,62.5,73,0,0,0,0,0,73.2,1,5,5.88,4.6,4.56,4,7.3,41.2,QB
31,Jordan Love,72.1,41,Sun,7,8,10/29/23,24-361,GNB,,MIN,L 10-24,24,41,17,58.5,229,1,1,0,2.4,2.4,72.1,4,33,8.89,5.6,4.98,3.8,9.5,42.2,QB
32,Cooper Rush,70.1,3,Sun,7,8,10/29/23,29-342,DAL,,LAR,W 43-20,2,3,1,66.7,3,0,0,0,0,0,70.1,0,0,0,1,1,1,1.5,33.3,QB
33,Tyrod Taylor,62.2,7,Sun,8,8,10/29/23,34-087,NYG,,NYJ,L 10-13 (OT),4,7,3,57.1,8,0,0,0,0,0,62.2,2,7,22.22,1.1,1.14,0.11,2,0,QB
34,Tyson Bagent,62,37,Sun,8,8,10/29/23,23-143,CHI,@,LAC,L 13-30,25,37,12,67.6,232,0,2,0,0,5.4,62,1,10,2.63,6.3,3.84,3.47,9.3,47.4,QB
35,Brett Rypien,61.2,10,Sun,8,8,10/29/23,27-112,LAR,@,DAL,L 20-43,5,10,5,50,42,0,0,0,0,0,61.2,1,7,9.09,4.2,4.2,3.18,8.4,27.3,QB
36,P.J. Walker,59.6,31,Sun,7,8,10/29/23,28-245,CLE,@,SEA,L 20-24,15,31,16,48.4,248,1,2,0,3.2,6.5,59.6,3,27,8.82,8,5.74,4.44,16.5,35.3,QB
37,Patrick Mahomes,59.1,38,Sun,8,8,10/29/23,28-042,KAN,@,DEN,L 9-24,24,38,14,63.2,240,0,2,0,0,5.3,59.1,3,28,7.32,6.3,3.95,2.98,10,41.5,QB
38,Mitchell Trubisky,51.2,27,Sun,7,8,10/29/23,29-070,PIT,,JAX,L 10-20,15,27,12,55.6,138,1,2,0,3.7,7.4,51.2,2,15,6.9,5.1,2.52,1.83,9.2,51.7,QB
39,Jimmy Garoppolo,46.9,21,Mon,8,8,10/30/23,31-362,LVR,@,DET,L 14-26,10,21,11,47.6,126,0,1,0,0,4.8,46.9,6,49,22.22,6,3.86,1.19,12.6,25.9,QB
40,Tommy DeVito,39.6,7,Sun,8,8,10/29/23,25-083,NYG,,NYJ,L 10-13 (OT),2,7,5,28.6,-1,0,0,0,0,0,39.6,2,9,22.22,-0.1,-0.14,-1.11,-0.5,0,QB
41,Jonnu Smith,39.6,1,Sun,8,8,10/29/23,28-068,ATL,@,TEN,L 23-28,0,1,1,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,,0,TE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
