Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
201,Dalvin Cook,5,1,Sun,2,2,9/17/23,28-038,NYJ,@,DAL,L 10-30,1,1,5,5,0,100,5,,0,RB
202,Josiah Deguara,5,2,Sun,2,2,9/17/23,26-215,GNB,@,ATL,L 24-25,2,2,5,2.5,0,100,2.5,1,50,TE
203,Rashaad Penny,5,1,Thu,2,2,9/14/23,27-224,PHI,,MIN,W 34-28,1,1,5,5,0,100,5,0,100,RB
204,De'Von Achane,4,1,Sun,2,2,9/17/23,21-339,MIA,@,NWE,W 24-17,1,1,4,4,0,100,4,,0,RB
205,Deonte Harty,4,3,Sun,2,2,9/17/23,25-287,BUF,,LVR,W 38-10,3,2,4,2,0,66.7,1.3,,33.3,WR
206,Lil'Jordan Humphrey,4,2,Sun,2,2,9/17/23,25-151,DEN,,WAS,L 33-35,2,1,4,4,0,50,2,,50,WR
207,Dameon Pierce,4,3,Sun,2,2,9/17/23,23-210,HOU,,IND,L 20-31,3,2,4,2,0,66.7,1.3,0,33.3,RB
208,Byron Pringle,4,1,Sun,2,2,9/17/23,29-304,WAS,@,DEN,W 35-33,1,1,4,4,0,100,4,,100,WR
209,Ronnie Rivers,4,1,Sun,2,2,9/17/23,24-229,LAR,,SFO,L 23-30,1,1,4,4,0,100,4,,0,RB
210,Miles Sanders,4,5,Mon,2,2,9/18/23,26-140,CAR,,NOR,L 17-20,5,3,4,1.3,0,60,0.8,0,0,RB
211,Sterling Shepard,4,1,Sun,2,2,9/17/23,30-219,NYG,@,ARI,W 31-28,1,1,4,4,0,100,4,1,100,WR
212,Trayveon Williams,4,2,Sun,2,2,9/17/23,25-334,CIN,,BAL,L 24-27,2,2,4,2,0,100,2,,0,RB
213,Jake Bobo,3,1,Sun,2,2,9/17/23,25-044,SEA,@,DET,W 37-31 (OT),1,1,3,3,0,100,3,,0,WR
214,Michael Carter,3,2,Sun,2,2,9/17/23,24-133,NYJ,@,DAL,L 10-30,2,1,3,3,0,50,1.5,1,50,RB
215,Michael Gallup,3,2,Sun,2,2,9/17/23,27-197,DAL,,NYJ,W 30-10,2,1,3,3,0,50,1.5,,0,WR
216,Reggie Gilliam,3,1,Sun,2,2,9/17/23,26-028,BUF,,LVR,W 38-10,1,1,3,3,0,100,3,,0,FB
217,Jordan Akins,2,1,Mon,2,2,9/18/23,31-152,CLE,@,PIT,L 22-26,1,1,2,2,0,100,2,,0,TE
218,Travis Etienne,2,3,Sun,2,2,9/17/23,24-234,JAX,,KAN,L 9-17,3,2,2,1,0,66.7,0.7,,0,RB
219,Pat Freiermuth,2,1,Mon,2,2,9/18/23,24-328,PIT,,CLE,W 26-22,1,1,2,2,0,100,2,,0,TE
220,Antoine Green,2,1,Sun,2,2,9/17/23,23-306,DET,,SEA,L 31-37 (OT),1,1,2,2,0,100,2,,0,WR
221,Michael Mayer,2,1,Sun,2,2,9/17/23,22-073,LVR,@,BUF,L 10-38,1,1,2,2,0,100,2,,0,TE
222,Luke Schoonmaker,1,1,Sun,2,2,9/17/23,24-354,DAL,,NYJ,W 30-10,1,1,1,1,1,100,1,1,100,TE
223,Harrison Bryant,0,2,Mon,2,2,9/18/23,25-148,CLE,@,PIT,L 22-26,2,0,0,,0,0,0,,0,TE
224,DeAndre Carter,0,1,Sun,2,2,9/17/23,30-160,LVR,@,BUF,L 10-38,1,0,0,,0,0,0,,0,WR
225,Randall Cobb,0,1,Sun,2,2,9/17/23,33-026,NYJ,@,DAL,L 10-30,1,0,0,,0,0,0,,0,WR
226,James Conner,0,1,Sun,2,2,9/17/23,28-135,ARI,,NYG,L 28-31,1,0,0,,0,0,0,0,0,RB
227,Devin Duvernay,0,3,Sun,2,2,9/17/23,26-005,BAL,@,CIN,W 27-24,3,0,0,,0,0,0,,0,WR
228,Erik Ezukanma,0,1,Sun,2,2,9/17/23,23-235,MIA,@,NWE,W 24-17,1,0,0,,0,0,0,,0,WR
229,Marquise Goodwin,0,2,Mon,2,2,9/18/23,32-303,CLE,@,PIT,L 22-26,2,0,0,,0,0,0,,0,WR
230,Breece Hall,0,2,Sun,2,2,9/17/23,22-109,NYJ,@,DAL,L 10-30,2,0,0,,0,0,0,,0,RB
231,Najee Harris,0,3,Mon,2,2,9/18/23,25-193,PIT,,CLE,W 26-22,3,1,0,0,0,33.3,0,0,0,RB
232,Malik Heath,0,1,Sun,2,2,9/17/23,23-198,GNB,@,ATL,L 24-25,1,0,0,,0,0,0,,0,WR
233,Xavier Hutchinson,0,1,Sun,2,2,9/17/23,23-108,HOU,,IND,L 20-31,1,0,0,,0,0,0,,0,WR
234,Richie James,0,1,Sun,2,2,9/17/23,28-012,KAN,@,JAX,W 17-9,1,0,0,,0,0,0,,0,WR
235,Tony Jones,0,2,Mon,2,2,9/18/23,25-298,NOR,@,CAR,W 20-17,2,0,0,,0,0,0,0,0,RB
236,Zay Jones,0,6,Sun,2,2,9/17/23,28-171,JAX,,KAN,L 9-17,6,0,0,,0,0,0,,0,WR
237,Joshua Kelley,0,1,Sun,2,2,9/17/23,25-301,LAC,@,TEN,L 24-27 (OT),1,0,0,,0,0,0,0,0,RB
