Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
32,Joshua Dobbs,41,3,Sun,2,2,9/17/23,28-234,ARI,,NYG,L 28-31,3,41,13.7,1,3,100,QB
33,Justice Hill,41,11,Sun,2,2,9/17/23,25-307,BAL,@,CIN,W 27-24,11,41,3.7,0,2,45.5,RB
34,Travis Etienne,40,12,Sun,2,2,9/17/23,24-234,JAX,,KAN,L 9-17,12,40,3.3,0,,50,RB
35,Boston Scott,40,5,Thu,2,2,9/14/23,28-140,PHI,,MIN,W 34-28,5,40,8,0,3,100,RB
36,Joshua Kelley,39,13,Sun,2,2,9/17/23,25-301,LAC,@,TEN,L 24-27 (OT),13,39,3,0,3,38.5,RB
37,Desmond Ridder,39,10,Sun,2,2,9/17/23,24-017,ATL,,GNB,W 25-24,10,39,3.9,1,3,40,QB
38,Deebo Samuel,38,5,Sun,2,2,9/17/23,27-245,SFO,@,LAR,W 30-23,5,38,7.6,1,2,60,WR
39,Zach Wilson,36,5,Sun,2,2,9/17/23,24-045,NYJ,@,DAL,L 10-30,5,36,7.2,0,2,80,QB
40,Khalil Herbert,35,7,Sun,2,2,9/17/23,25-149,CHI,@,TAM,L 17-27,7,35,5,0,3,85.7,RB
41,Jalen Hurts,35,12,Thu,2,2,9/14/23,25-038,PHI,,MIN,W 34-28,12,35,2.9,2,5,58.3,QB
42,Anthony Richardson,35,3,Sun,2,2,9/17/23,21-118,IND,@,HOU,W 31-20,3,35,11.7,2,2,66.7,QB
43,Tony Jones,34,12,Mon,2,2,9/18/23,25-298,NOR,@,CAR,W 20-17,12,34,2.8,2,4,41.7,RB
44,Tre Tucker,34,1,Sun,2,2,9/17/23,22-193,LVR,@,BUF,L 10-38,1,34,34,0,1,100,WR
45,Bryce Young,34,2,Mon,2,2,9/18/23,22-055,CAR,,NOR,L 17-20,2,34,17,0,1,50,QB
46,Damien Harris,33,7,Sun,2,2,9/17/23,26-218,BUF,,LVR,W 38-10,7,33,4.7,1,3,71.4,RB
47,Roschon Johnson,32,4,Sun,2,2,9/17/23,22-229,CHI,@,TAM,L 17-27,4,32,8,0,1,25,RB
48,Dameon Pierce,31,15,Sun,2,2,9/17/23,23-210,HOU,,IND,L 20-31,15,31,2.1,0,1,20,RB
49,Patrick Mahomes,30,7,Sun,2,2,9/17/23,28-000,KAN,@,JAX,W 17-9,7,30,4.3,0,3,42.9,QB
50,Jamaal Williams,29,9,Mon,2,2,9/18/23,28-168,NOR,@,CAR,W 20-17,9,29,3.2,0,1,66.7,RB
51,Alexander Mattison,28,8,Thu,2,2,9/14/23,25-087,MIN,@,PHI,L 28-34,8,28,3.5,0,0,62.5,RB
52,Rico Dowdle,26,7,Sun,2,2,9/17/23,25-095,DAL,,NYJ,W 30-10,7,26,3.7,0,1,71.4,RB
53,Trevor Lawrence,26,5,Sun,2,2,9/17/23,23-346,JAX,,KAN,L 9-17,5,26,5.2,0,1,20,QB
54,Mac Jones,25,5,Sun,2,2,9/17/23,25-012,NWE,,MIA,L 17-24,5,25,5,0,4,80,QB
55,Jordan Love,23,2,Sun,2,2,9/17/23,24-319,GNB,@,ATL,L 24-25,2,23,11.5,0,1,50,QB
56,Latavius Murray,22,6,Sun,2,2,9/17/23,33-242,BUF,,LVR,W 38-10,6,22,3.7,1,2,50,RB
57,Deshaun Watson,22,6,Mon,2,2,9/18/23,28-004,CLE,@,PIT,L 22-26,6,22,3.7,0,2,50,QB
58,Zamir White,22,4,Sun,2,2,9/17/23,23-364,LVR,@,BUF,L 10-38,4,22,5.5,0,1,75,RB
59,Geno Smith,20,3,Sun,2,2,9/17/23,32-342,SEA,@,DET,W 37-31 (OT),3,20,6.7,0,0,33.3,QB
60,Jaylen Warren,20,6,Mon,2,2,9/18/23,24-321,PIT,,CLE,W 26-22,6,20,3.3,0,1,50,RB
61,Jahmyr Gibbs,17,7,Sun,2,2,9/17/23,21-181,DET,,SEA,L 31-37 (OT),7,17,2.4,0,1,14.3,RB
62,Baker Mayfield,17,6,Sun,2,2,9/17/23,28-156,TAM,,CHI,W 27-17,6,17,2.8,0,0,33.3,QB
63,Matthew Stafford,17,4,Sun,2,2,9/17/23,35-222,LAR,,SFO,L 23-30,4,17,4.3,0,1,25,QB
64,Zach Charbonnet,16,4,Sun,2,2,9/17/23,22-252,SEA,@,DET,W 37-31 (OT),4,16,4,0,2,75,RB
65,Chuba Hubbard,16,2,Mon,2,2,9/18/23,24-099,CAR,,NOR,L 17-20,2,16,8,0,1,50,RB
66,Deuce Vaughn,16,3,Sun,2,2,9/17/23,21-319,DAL,,NYJ,W 30-10,3,16,5.3,0,1,33.3,RB
67,Devin Duvernay,15,3,Sun,2,2,9/17/23,26-005,BAL,@,CIN,W 27-24,3,15,5,0,,66.7,WR
68,Dak Prescott,14,6,Sun,2,2,9/17/23,30-050,DAL,,NYJ,W 30-10,6,14,2.3,0,2,33.3,QB
69,Devin Singletary,14,4,Sun,2,2,9/17/23,26-014,HOU,,IND,L 20-31,4,14,3.5,0,0,50,RB
70,Salvon Ahmed,13,3,Sun,2,2,9/17/23,24-262,MIA,@,NWE,W 24-17,3,13,4.3,0,1,66.7,RB
71,Ezekiel Elliott,13,5,Sun,2,2,9/17/23,28-057,NWE,,MIA,L 17-24,5,13,2.6,0,1,20,RB
72,Sam Howell,13,2,Sun,2,2,9/17/23,23-001,WAS,@,DEN,W 35-33,2,13,6.5,0,1,50,QB
73,Curtis Samuel,13,1,Sun,2,2,9/17/23,27-037,WAS,@,DEN,W 35-33,1,13,13,0,1,100,WR
74,Chase Edmonds,12,2,Sun,2,2,9/17/23,27-157,TAM,,CHI,W 27-17,2,12,6,0,1,50,RB
75,Ryan Tannehill,12,1,Sun,2,2,9/17/23,35-052,TEN,,LAC,W 27-24 (OT),1,12,12,1,1,100,QB
76,Kalif Raymond,11,1,Sun,2,2,9/17/23,29-040,DET,,SEA,L 31-37 (OT),1,11,11,0,1,100,WR
77,Ben Skowronek,11,1,Sun,2,2,9/17/23,26-082,LAR,,SFO,L 23-30,1,11,11,0,1,100,WR
78,Deven Thompkins,11,1,Sun,2,2,9/17/23,23-268,TAM,,CHI,W 27-17,1,11,11,0,1,100,WR
79,Derius Davis,10,1,Sun,2,2,9/17/23,23-006,LAC,@,TEN,L 24-27 (OT),1,10,10,0,1,100,WR
80,Marvin Mims,10,2,Sun,2,2,9/17/23,21-182,DEN,,WAS,L 33-35,2,10,5,0,0,50,WR
81,Antonio Gibson,9,2,Sun,2,2,9/17/23,25-086,WAS,@,DEN,W 35-33,2,9,4.5,0,1,50,RB
82,Breece Hall,9,4,Sun,2,2,9/17/23,22-109,NYJ,@,DAL,L 10-30,4,9,2.3,0,,50,RB
83,Rashaad Penny,9,3,Thu,2,2,9/14/23,27-224,PHI,,MIN,W 34-28,3,9,3,0,1,33.3,RB
84,Michael Carter,8,2,Sun,2,2,9/17/23,24-133,NYJ,@,DAL,L 10-30,2,8,4,0,1,50,RB
85,D'Ernest Johnson,8,1,Sun,2,2,9/17/23,27-202,JAX,,KAN,L 9-17,1,8,8,0,0,100,RB
86,Josh Allen,7,3,Sun,2,2,9/17/23,27-119,BUF,,LVR,W 38-10,3,7,2.3,0,2,100,QB
87,Dalvin Cook,7,4,Sun,2,2,9/17/23,28-038,NYJ,@,DAL,L 10-30,4,7,1.8,0,,25,RB
88,Craig Reynolds,7,3,Sun,2,2,9/17/23,27-094,DET,,SEA,L 31-37 (OT),3,7,2.3,0,,0,RB
89,Laviska Shenault Jr.,7,1,Mon,2,2,9/18/23,24-348,CAR,,NOR,L 17-20,1,7,7,0,,100,WR
90,Sean Tucker,7,8,Sun,2,2,9/17/23,21-327,TAM,,CHI,W 27-17,8,7,0.9,0,,25,RB
91,Elijah Dotson,6,4,Sun,2,2,9/17/23,24-241,LAC,@,TEN,L 24-27 (OT),4,6,1.5,0,,25,RB
92,Zay Flowers,6,1,Sun,2,2,9/17/23,23-006,BAL,@,CIN,W 27-24,1,6,6,0,0,100,WR
93,Keaontay Ingram,6,2,Sun,2,2,9/17/23,23-326,ARI,,NYG,L 28-31,2,6,3,0,,0,RB
94,KaVontae Turpin,6,2,Sun,2,2,9/17/23,27-046,DAL,,NYJ,W 30-10,2,6,3,0,1,50,WR
95,De'Von Achane,5,1,Sun,2,2,9/17/23,21-339,MIA,@,NWE,W 24-17,1,5,5,0,,100,RB
96,Tutu Atwell,5,1,Sun,2,2,9/17/23,23-345,LAR,,SFO,L 23-30,1,5,5,0,0,100,WR
97,Matt Breida,5,1,Sun,2,2,9/17/23,28-201,NYG,@,ARI,W 31-28,1,5,5,0,,0,RB
98,Joe Burrow,5,1,Sun,2,2,9/17/23,26-281,CIN,,BAL,L 24-27,1,5,5,0,0,100,QB
99,Erik Ezukanma,5,3,Sun,2,2,9/17/23,23-235,MIA,@,NWE,W 24-17,3,5,1.7,0,,33.3,WR
100,Jaleel McLaughlin,5,1,Sun,2,2,9/17/23,23-004,DEN,,WAS,L 33-35,1,5,5,1,1,100,RB
101,Elijah Moore,5,1,Mon,2,2,9/18/23,23-175,CLE,@,PIT,L 22-26,1,5,5,0,0,100,WR
102,Brock Purdy,5,3,Sun,2,2,9/17/23,23-264,SFO,@,LAR,W 30-23,3,5,1.7,1,2,66.7,QB
103,Emanuel Wilson,5,3,Sun,2,2,9/17/23,24-132,GNB,@,ATL,L 24-25,3,5,1.7,0,,33.3,RB
104,Ashtyn Davis,4,1,Sun,2,2,9/17/23,26-342,NYJ,@,DAL,L 10-30,1,4,4,0,1,100,S
105,Puka Nacua,4,2,Sun,2,2,9/17/23,22-111,LAR,,SFO,L 23-30,2,4,2,0,1,50,WR
106,Dare Ogunbowale,4,2,Sun,2,2,9/17/23,29-136,HOU,,IND,L 20-31,2,4,2,0,1,50,RB
107,Samaje Perine,4,1,Sun,2,2,9/17/23,28-001,DEN,,WAS,L 33-35,1,4,4,0,,100,RB
108,Michael Burton,3,1,Sun,2,2,9/17/23,31-228,DEN,,WAS,L 33-35,1,3,3,0,1,100,FB
109,DeeJay Dallas,3,1,Sun,2,2,9/17/23,25-001,SEA,@,DET,W 37-31 (OT),1,3,3,0,,0,RB
110,Justin Fields,3,4,Sun,2,2,9/17/23,24-196,CHI,@,TAM,L 17-27,4,3,0.8,1,1,25,QB
111,Gardner Minshew II,3,2,Sun,2,2,9/17/23,27-124,IND,@,HOU,W 31-20,2,3,1.5,0,0,0,QB
112,Isaiah Spiller,3,1,Sun,2,2,9/17/23,22-039,LAC,@,TEN,L 24-27 (OT),1,3,3,0,,0,RB
113,Tua Tagovailoa,3,4,Sun,2,2,9/17/23,25-199,MIA,@,NWE,W 24-17,4,3,0.8,0,0,0,QB
114,Kadarius Toney,3,1,Sun,2,2,9/17/23,24-233,KAN,@,JAX,W 17-9,1,3,3,0,0,0,WR
115,Mike Williams,3,1,Sun,2,2,9/17/23,28-348,LAC,@,TEN,L 24-27 (OT),1,3,3,0,0,0,WR
116,Andrew Beck,2,2,Sun,2,2,9/17/23,27-125,HOU,,IND,L 20-31,2,2,1,0,1,50,FB
117,Chase Brown,2,1,Sun,2,2,9/17/23,23-180,CIN,,BAL,L 24-27,1,2,2,0,,0,RB
118,Jimmy Garoppolo,1,1,Sun,2,2,9/17/23,31-319,LVR,@,BUF,L 10-38,1,1,1,0,0,0,QB
119,C.J. Stroud,1,3,Sun,2,2,9/17/23,21-349,HOU,,IND,L 20-31,3,1,0.3,0,0,0,QB
120,Pierre Strong,1,2,Mon,2,2,9/18/23,24-282,CLE,@,PIT,L 22-26,2,1,0.5,1,1,50,RB
121,Patrick Taylor,1,1,Sun,2,2,9/17/23,25-141,GNB,@,ATL,L 24-25,1,1,1,0,,0,RB
122,Ty Chandler,0,1,Thu,2,2,9/14/23,25-125,MIN,@,PHI,L 28-34,1,0,0,0,,0,RB
123,Clyde Edwards-Helaire,0,1,Sun,2,2,9/17/23,24-159,KAN,@,JAX,W 17-9,1,0,0,0,0,0,RB
124,Peyton Hendershot,0,1,Sun,2,2,9/17/23,24-147,DAL,,NYJ,W 30-10,1,0,0,0,,0,TE
125,Justin Herbert,0,1,Sun,2,2,9/17/23,25-191,LAC,@,TEN,L 24-27 (OT),1,0,0,0,0,0,QB
126,Kyle Allen,-2,2,Sun,2,2,9/17/23,27-193,BUF,,LVR,W 38-10,2,-2,-1,0,,0,QB
127,Calvin Austin,-2,1,Mon,2,2,9/18/23,24-178,PIT,,CLE,W 26-22,1,-2,-2,0,0,0,WR
128,Emari Demercado,-2,1,Sun,2,2,9/17/23,24-240,ARI,,NYG,L 28-31,1,-2,-2,0,,0,RB
129,Josh Jacobs,-2,9,Sun,2,2,9/17/23,25-218,LVR,@,BUF,L 10-38,9,-2,-0.2,0,0,0,RB
130,Jerick McKinnon,-2,1,Sun,2,2,9/17/23,31-137,KAN,@,JAX,W 17-9,1,-2,-2,0,,0,RB
131,Jaylen Waddle,-2,1,Sun,2,2,9/17/23,24-296,MIA,@,NWE,W 24-17,1,-2,-2,0,0,0,WR
132,Velus Jones Jr.,-3,1,Sun,2,2,9/17/23,26-129,CHI,@,TAM,L 17-27,1,-3,-3,0,,0,WR
133,Derek Carr,-4,3,Mon,2,2,9/18/23,32-174,NOR,@,CAR,W 20-17,3,-4,-1.3,0,0,0,QB
134,Kenny Pickett,-6,4,Mon,2,2,9/18/23,25-104,PIT,,CLE,W 26-22,4,-6,-1.5,0,0,0,QB
,,,,,,,,,,,,,,,,,,,
